Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    4.72122e+17    0.00000e+00    6.39847e+22    1.44210e+20    0.00000e+00    0.00000e+00
    1.05207e-06    8.41587e+17    0.00000e+00    6.19778e+22    1.89621e+20    2.89315e+14    0.00000e+00
    1.10685e-06    9.02338e+17    0.00000e+00    5.96478e+22    1.97365e+20    3.19115e+14    0.00000e+00
    1.16448e-06    9.55704e+17    0.00000e+00    5.73678e+22    2.17512e+20    3.51983e+14    0.00000e+00
    1.22511e-06    1.08740e+18    0.00000e+00    5.48364e+22    2.72065e+20    3.88235e+14    0.00000e+00
    1.28890e-06    1.78453e+18    0.00000e+00    5.23407e+22    2.78497e+20    4.28224e+14    0.00000e+00
    1.35602e-06    1.99758e+18    0.00000e+00    4.94227e+22    3.31392e+20    4.72338e+14    0.00000e+00
    1.42662e-06    2.14903e+18    0.00000e+00    4.68914e+22    3.65735e+20    5.20985e+14    0.00000e+00
    1.50090e-06    4.10512e+18    0.00000e+00    4.39156e+22    4.13412e+20    5.74645e+14    0.00000e+00
    1.57905e-06    4.78098e+18    0.00000e+00    4.13219e+22    4.57637e+20    6.33834e+14    0.00000e+00
    1.66127e-06    4.48560e+18    0.00000e+00    3.84728e+22    4.84964e+20    6.99120e+14    0.00000e+00
    1.74777e-06    7.36766e+18    0.00000e+00    3.56922e+22    5.92157e+20    7.71131e+14    0.00000e+00
    1.83878e-06    8.56434e+18    0.00000e+00    3.31014e+22    5.94653e+20    8.50563e+14    0.00000e+00
    1.93452e-06    8.67843e+18    0.00000e+00    3.06159e+22    7.00795e+20    9.38169e+14    0.00000e+00
    2.03525e-06    1.12430e+19    0.00000e+00    2.80335e+22    7.30794e+20    1.03480e+15    0.00000e+00
    2.14122e-06    1.37297e+19    0.00000e+00    2.57600e+22    8.35679e+20    1.14139e+15    0.00000e+00
    2.25271e-06    1.71746e+19    0.00000e+00    2.35542e+22    8.99962e+20    1.25895e+15    0.00000e+00
    2.37001e-06    1.74492e+19    0.00000e+00    2.15111e+22    9.90333e+20    1.38863e+15    0.00000e+00
    2.49341e-06    2.19159e+19    0.00000e+00    1.95862e+22    1.10817e+21    1.53166e+15    0.00000e+00
    2.62324e-06    2.54417e+19    0.00000e+00    1.79133e+22    1.18338e+21    1.68942e+15    0.00000e+00
    2.75983e-06    2.78771e+19    0.00000e+00    1.62398e+22    1.29291e+21    1.86343e+15    0.00000e+00
    2.90353e-06    3.55646e+19    0.00000e+00    1.47941e+22    1.43640e+21    2.05537e+15    0.00000e+00
    3.05471e-06    4.20795e+19    0.00000e+00    1.33168e+22    1.55051e+21    2.26707e+15    0.00000e+00
    3.21376e-06    4.49323e+19    0.00000e+00    1.22018e+22    1.66118e+21    2.50057e+15    0.00000e+00
    3.38110e-06    5.22409e+19    0.00000e+00    1.09955e+22    1.81543e+21    2.75814e+15    0.00000e+00
    3.55715e-06    6.16381e+19    0.00000e+00    9.97359e+21    1.97462e+21    3.04223e+15    0.00000e+00
    3.74237e-06    7.27589e+19    0.00000e+00    9.10788e+21    2.13207e+21    3.35559e+15    0.00000e+00
    3.93723e-06    7.65985e+19    0.00000e+00    8.35424e+21    2.28692e+21    3.70122e+15    0.00000e+00
    4.14223e-06    9.39429e+19    0.00000e+00    7.69553e+21    2.50521e+21    4.08244e+15    0.00000e+00
    4.35791e-06    1.05569e+20    0.00000e+00    7.07605e+21    2.67545e+21    4.50294e+15    0.00000e+00
    4.58482e-06    1.20919e+20    0.00000e+00    6.59018e+21    2.84720e+21    4.96674e+15    0.00000e+00
    4.82355e-06    1.33950e+20    0.00000e+00    6.13271e+21    3.12050e+21    5.47833e+15    0.00000e+00
    5.07471e-06    1.51499e+20    0.00000e+00    5.81287e+21    3.29767e+21    6.04262e+15    0.00000e+00
    5.33894e-06    1.65006e+20    0.00000e+00    5.49327e+21    3.54569e+21    6.66500e+15    0.00000e+00
    5.61693e-06    1.91284e+20    0.00000e+00    5.21508e+21    3.76799e+21    7.35150e+15    0.00000e+00
    5.90940e-06    2.11396e+20    0.00000e+00    5.05215e+21    4.05417e+21    8.10873e+15    0.00000e+00
    6.21709e-06    2.37801e+20    0.00000e+00    4.93089e+21    4.28763e+21    8.94392e+15    0.00000e+00
    6.54081e-06    2.60325e+20    0.00000e+00    4.86593e+21    4.58088e+21    9.86517e+15    0.00000e+00
    6.88138e-06    2.92103e+20    0.00000e+00    4.78434e+21    4.84506e+21    1.08813e+16    0.00000e+00
    7.23968e-06    3.32631e+20    0.00000e+00    4.78761e+21    5.15991e+21    1.20021e+16    0.00000e+00
    7.61664e-06    3.56390e+20    0.00000e+00    4.82170e+21    5.41577e+21    1.32383e+16    0.00000e+00
    8.01323e-06    4.02052e+20    0.00000e+00    4.87962e+21    5.75122e+21    1.46018e+16    0.00000e+00
    8.43047e-06    4.27985e+20    0.00000e+00    4.91471e+21    6.06411e+21    1.61059e+16    0.00000e+00
    8.86943e-06    4.76709e+20    0.00000e+00    5.01798e+21    6.36623e+21    1.77648e+16    0.00000e+00
    9.33125e-06    5.26443e+20    0.00000e+00    5.11534e+21    6.68493e+21    1.95946e+16    0.00000e+00
    9.81712e-06    5.70223e+20    0.00000e+00    5.24662e+21    7.03849e+21    2.16128e+16    0.00000e+00
    1.03283e-05    6.34596e+20    0.00000e+00    5.40523e+21    7.39995e+21    2.38391e+16    0.00000e+00
    1.08661e-05    6.78349e+20    0.00000e+00    5.51297e+21    7.67855e+21    2.62946e+16    0.00000e+00
    1.14318e-05    7.45414e+20    0.00000e+00    5.71352e+21    8.02606e+21    2.90026e+16    0.00000e+00
    1.20271e-05    7.91751e+20    0.00000e+00    5.80439e+21    8.38360e+21    3.19902e+16    0.00000e+00
    1.26533e-05    8.61878e+20    0.00000e+00    6.00722e+21    8.72580e+21    3.52850e+16    0.00000e+00
    1.33122e-05    9.28377e+20    0.00000e+00    6.13289e+21    9.07109e+21    3.89197e+16    0.00000e+00
    1.40053e-05    9.97499e+20    0.00000e+00    6.29275e+21    9.40902e+21    4.29282e+16    0.00000e+00
    1.47345e-05    1.06546e+21    0.00000e+00    6.48889e+21    9.70810e+21    4.73497e+16    0.00000e+00
    1.55018e-05    1.15591e+21    0.00000e+00    6.63377e+21    1.00744e+22    5.22273e+16    0.00000e+00
    1.63089e-05    1.24255e+21    0.00000e+00    6.80481e+21    1.03795e+22    5.76064e+16    0.00000e+00
    1.71581e-05    1.31070e+21    0.00000e+00    6.93714e+21    1.07078e+22    6.35400e+16    0.00000e+00
    1.80515e-05    1.39811e+21    0.00000e+00    7.08539e+21    1.10148e+22    7.00847e+16    0.00000e+00
    1.89914e-05    1.48810e+21    0.00000e+00    7.21477e+21    1.13391e+22    7.73034e+16    0.00000e+00
    1.99803e-05    1.58025e+21    0.00000e+00    7.35442e+21    1.17003e+22    8.52661e+16    0.00000e+00
    2.10206e-05    1.66840e+21    0.00000e+00    7.46947e+21    1.19476e+22    9.40482e+16    0.00000e+00
    2.21151e-05    1.76289e+21    0.00000e+00    7.59777e+21    1.22257e+22    1.03735e+17    0.00000e+00
    2.32666e-05    1.86589e+21    0.00000e+00    7.70904e+21    1.24982e+22    1.14420e+17    0.00000e+00
    2.44781e-05    1.95922e+21    0.00000e+00    7.82835e+21    1.27483e+22    1.26206e+17    0.00000e+00
    2.57526e-05    2.07146e+21    0.00000e+00    7.90450e+21    1.29981e+22    1.39205e+17    0.00000e+00
    2.70935e-05    2.17450e+21    0.00000e+00    7.98637e+21    1.31807e+22    1.53543e+17    0.00000e+00
    2.85043e-05    2.26927e+21    0.00000e+00    8.05879e+21    1.34414e+22    1.69359e+17    0.00000e+00
    2.99884e-05    2.37796e+21    0.00000e+00    8.11322e+21    1.36569e+22    1.86802e+17    0.00000e+00
    3.15499e-05    2.48598e+21    0.00000e+00    8.20223e+21    1.38273e+22    2.06043e+17    0.00000e+00
    3.31927e-05    2.58763e+21    0.00000e+00    8.21164e+21    1.40075e+22    2.27266e+17    0.00000e+00
    3.49210e-05    2.68680e+21    0.00000e+00    8.23869e+21    1.41602e+22    2.50675e+17    0.00000e+00
    3.67392e-05    2.79629e+21    0.00000e+00    8.28105e+21    1.42593e+22    2.76494e+17    0.00000e+00
    3.86522e-05    2.90835e+21    0.00000e+00    8.31059e+21    1.43968e+22    3.04973e+17    0.00000e+00
    4.06648e-05    2.99180e+21    0.00000e+00    8.28730e+21    1.44758e+22    3.36387e+17    0.00000e+00
    4.27821e-05    3.08924e+21    0.00000e+00    8.29741e+21    1.45439e+22    3.71034e+17    0.00000e+00
    4.50098e-05    3.19826e+21    0.00000e+00    8.27952e+21    1.45945e+22    4.09252e+17    0.00000e+00
    4.73533e-05    3.28421e+21    0.00000e+00    8.25499e+21    1.46282e+22    4.51404e+17    0.00000e+00
    4.98190e-05    3.36800e+21    0.00000e+00    8.20064e+21    1.46676e+22    4.97900e+17    0.00000e+00
    5.24130e-05    3.46302e+21    0.00000e+00    8.16414e+21    1.46342e+22    5.49184e+17    0.00000e+00
    5.51421e-05    3.55077e+21    0.00000e+00    8.10602e+21    1.45866e+22    6.05752e+17    0.00000e+00
    5.80132e-05    3.62116e+21    0.00000e+00    8.02515e+21    1.45567e+22    6.68143e+17    0.00000e+00
    6.10339e-05    3.69771e+21    0.00000e+00    7.97444e+21    1.44716e+22    7.36963e+17    0.00000e+00
    6.42119e-05    3.76993e+21    0.00000e+00    7.88452e+21    1.43893e+22    8.12872e+17    0.00000e+00
    6.75553e-05    3.83468e+21    0.00000e+00    7.79456e+21    1.42697e+22    8.96598e+17    0.00000e+00
    7.10728e-05    3.88257e+21    0.00000e+00    7.68639e+21    1.41341e+22    9.88949e+17    0.00000e+00
    7.47735e-05    3.95373e+21    0.00000e+00    7.58324e+21    1.39912e+22    1.09081e+18    0.00000e+00
    7.86668e-05    4.00049e+21    0.00000e+00    7.46741e+21    1.38140e+22    1.20317e+18    0.00000e+00
    8.27629e-05    4.04660e+21    0.00000e+00    7.31692e+21    1.36497e+22    1.32709e+18    0.00000e+00
    8.70722e-05    4.08112e+21    0.00000e+00    7.20256e+21    1.34260e+22    1.46378e+18    0.00000e+00
    9.16060e-05    4.11429e+21    0.00000e+00    7.06565e+21    1.32051e+22    1.61456e+18    0.00000e+00
    9.63758e-05    4.14310e+21    0.00000e+00    6.91094e+21    1.29790e+22    1.78086e+18    0.00000e+00
    1.01394e-04    4.15719e+21    0.00000e+00    6.74987e+21    1.27335e+22    1.96429e+18    0.00000e+00
    1.06673e-04    4.17587e+21    0.00000e+00    6.59025e+21    1.24677e+22    2.16660e+18    0.00000e+00
    1.12228e-04    4.18736e+21    0.00000e+00    6.43367e+21    1.21854e+22    2.38979e+18    0.00000e+00
    1.18071e-04    4.18208e+21    0.00000e+00    6.24809e+21    1.19160e+22    2.63591e+18    0.00000e+00
    1.24219e-04    4.17130e+21    0.00000e+00    6.08938e+21    1.16079e+22    2.90742e+18    0.00000e+00
    1.30687e-04    4.16536e+21    0.00000e+00    5.90448e+21    1.13120e+22    3.20690e+18    0.00000e+00
    1.37492e-04    4.13528e+21    0.00000e+00    5.72812e+21    1.10055e+22    3.53723e+18    0.00000e+00
    1.44651e-04    4.10934e+21    0.00000e+00    5.54207e+21    1.06724e+22    3.90156e+18    0.00000e+00
    1.52183e-04    4.08213e+21    0.00000e+00    5.35858e+21    1.03575e+22    4.30344e+18    0.00000e+00
    1.60106e-04    4.03657e+21    0.00000e+00    5.15983e+21    1.00184e+22    4.74664e+18    0.00000e+00
    1.68443e-04    3.99760e+21    0.00000e+00    4.96261e+21    9.69491e+21    5.23558e+18    0.00000e+00
    1.77214e-04    3.93558e+21    0.00000e+00    4.78247e+21    9.33743e+21    5.77488e+18    0.00000e+00
    1.86441e-04    3.88673e+21    0.00000e+00    4.59575e+21    8.99761e+21    6.36968e+18    0.00000e+00
    1.96149e-04    3.81555e+21    0.00000e+00    4.40401e+21    8.65805e+21    7.02578e+18    0.00000e+00
    2.06362e-04    3.75060e+21    0.00000e+00    4.21405e+21    8.30936e+21    7.74943e+18    0.00000e+00
    2.17107e-04    3.67622e+21    0.00000e+00    4.03027e+21    7.96750e+21    8.54763e+18    0.00000e+00
    2.28411e-04    3.59596e+21    0.00000e+00    3.84561e+21    7.62357e+21    9.42800e+18    0.00000e+00
    2.40304e-04    3.52021e+21    0.00000e+00    3.65971e+21    7.28717e+21    1.04005e+19    0.00000e+00
    2.52817e-04    3.42989e+21    0.00000e+00    3.48136e+21    6.94581e+21    1.14737e+19    0.00000e+00
    2.65980e-04    3.33845e+21    0.00000e+00    3.30318e+21    6.60998e+21    1.25145e+19    0.00000e+00
    2.79830e-04    3.24711e+21    0.00000e+00    3.13216e+21    6.29001e+21    1.38339e+19    0.00000e+00
    2.94400e-04    3.14984e+21    0.00000e+00    2.96463e+21    5.95634e+21    1.52882e+19    0.00000e+00
    3.09729e-04    3.05447e+21    0.00000e+00    2.80138e+21    5.64767e+21    1.68842e+19    0.00000e+00
    3.25856e-04    2.95394e+21    0.00000e+00    2.64213e+21    5.33821e+21    1.86622e+19    0.00000e+00
    3.42823e-04    2.85129e+21    0.00000e+00    2.48443e+21    5.04418e+21    2.06070e+19    0.00000e+00
    3.60673e-04    2.74786e+21    0.00000e+00    2.34018e+21    4.74045e+21    2.27705e+19    0.00000e+00
    3.79453e-04    2.64912e+21    0.00000e+00    2.19478e+21    4.46322e+21    2.51473e+19    0.00000e+00
    3.99211e-04    2.54295e+21    0.00000e+00    2.05556e+21    4.18974e+21    2.77669e+19    0.00000e+00
    4.19997e-04    2.44070e+21    0.00000e+00    1.92478e+21    3.92555e+21    3.06666e+19    0.00000e+00
    4.41866e-04    2.33366e+21    0.00000e+00    1.79559e+21    3.66642e+21    3.38540e+19    0.00000e+00
    4.64873e-04    2.22974e+21    0.00000e+00    1.67644e+21    3.42561e+21    3.73746e+19    0.00000e+00
    4.89079e-04    2.13015e+21    0.00000e+00    1.56181e+21    3.19594e+21    4.12601e+19    0.00000e+00
    5.14544e-04    2.02726e+21    1.64608e+21    1.45194e+21    2.97033e+21    4.55310e+19    0.00000e+00
    5.41336e-04    1.92467e+21    1.54681e+21    1.35078e+21    2.75801e+21    5.02431e+19    0.00000e+00
    5.69523e-04    1.82407e+21    1.44882e+21    1.25116e+21    2.55572e+21    5.54358e+19    0.00000e+00
    5.99177e-04    1.73188e+21    1.36209e+21    1.16476e+21    2.37028e+21    6.11442e+19    0.00000e+00
    6.30375e-04    1.63583e+21    1.28040e+21    1.07848e+21    2.19062e+21    6.74453e+19    0.00000e+00
    6.63198e-04    1.54072e+21    1.20352e+21    9.99293e+20    2.01903e+21    7.43727e+19    0.00000e+00
    6.97730e-04    1.45272e+21    1.13383e+21    9.27835e+20    1.86708e+21    8.19931e+19    0.00000e+00
    7.34060e-04    1.36471e+21    1.06858e+21    8.60945e+20    1.71802e+21    9.03960e+19    0.00000e+00
    7.72281e-04    1.28220e+21    1.01236e+21    8.00855e+20    1.58580e+21    9.96103e+19    0.00000e+00
    8.12493e-04    1.19708e+21    9.61736e+20    7.45200e+20    1.46054e+21    1.09758e+20    0.00000e+00
    8.54798e-04    1.11723e+21    9.18115e+20    6.95466e+20    1.34602e+21    1.20914e+20    0.00000e+00
    8.99307e-04    1.04254e+21    8.81308e+20    6.53385e+20    1.24311e+21    1.33145e+20    0.00000e+00
    9.46132e-04    9.69001e+20    8.50951e+20    6.13891e+20    1.14973e+21    1.46618e+20    0.00000e+00
    9.95396e-04    8.98808e+20    8.26951e+20    5.81179e+20    1.06417e+21    1.61384e+20    0.00000e+00
    1.04723e-03    8.30935e+20    8.10515e+20    5.52988e+20    9.88569e+20    1.77573e+20    0.00000e+00
    1.10175e-03    7.69593e+20    8.00297e+20    5.31444e+20    9.21910e+20    1.95370e+20    0.00000e+00
    1.15912e-03    7.08979e+20    7.97108e+20    5.14383e+20    8.64679e+20    2.14842e+20    0.00000e+00
    1.21947e-03    6.52323e+20    8.01300e+20    5.02171e+20    8.15380e+20    2.36195e+20    0.00000e+00
    1.28297e-03    5.98983e+20    8.13466e+20    4.95940e+20    7.73353e+20    2.59591e+20    0.00000e+00
    1.34977e-03    5.49471e+20    8.32087e+20    4.94088e+20    7.41023e+20    2.85144e+20    0.00000e+00
    1.42005e-03    5.03281e+20    8.58824e+20    4.97260e+20    7.15611e+20    3.13177e+20    0.00000e+00
    1.49399e-03    4.59011e+20    8.93815e+20    5.05127e+20    6.97552e+20    3.43778e+20    0.00000e+00
    1.57178e-03    4.18653e+20    9.36111e+20    5.18730e+20    6.88329e+20    3.77183e+20    0.00000e+00
    1.65362e-03    3.80974e+20    9.87145e+20    5.37349e+20    6.86069e+20    4.13733e+20    0.00000e+00
    1.73973e-03    3.46998e+20    1.04729e+21    5.60766e+20    6.90827e+20    4.53534e+20    0.00000e+00
    1.83031e-03    3.14969e+20    1.11684e+21    5.89973e+20    7.03145e+20    4.96959e+20    0.00000e+00
    1.92561e-03    2.86493e+20    1.19549e+21    6.24748e+20    7.23058e+20    5.44285e+20    0.00000e+00
    2.02588e-03    2.60679e+20    1.28405e+21    6.65114e+20    7.50263e+20    5.95710e+20    0.00000e+00
    2.13136e-03    2.37444e+20    1.38407e+21    7.10633e+20    7.84260e+20    6.51768e+20    0.00000e+00
    2.24234e-03    2.17253e+20    1.49470e+21    7.63216e+20    8.26086e+20    7.12619e+20    0.00000e+00
    2.35910e-03    1.98870e+20    1.61675e+21    8.21886e+20    8.75573e+20    7.78649e+20    0.00000e+00
    2.48193e-03    1.83942e+20    1.75153e+21    8.86900e+20    9.32868e+20    8.50398e+20    0.00000e+00
    2.61116e-03    1.70962e+20    1.89936e+21    9.58824e+20    9.97408e+20    9.28042e+20    0.00000e+00
    2.74712e-03    1.60459e+20    2.06121e+21    1.03796e+21    1.07065e+21    1.01218e+21    0.00000e+00
    2.89016e-03    1.52613e+20    2.23751e+21    1.12489e+21    1.15260e+21    1.10324e+21    0.00000e+00
    3.04065e-03    1.46765e+20    2.42907e+21    1.21940e+21    1.24264e+21    1.20152e+21    0.00000e+00
    3.19897e-03    1.43862e+20    2.63749e+21    1.32257e+21    1.34196e+21    1.30783e+21    0.00000e+00
    3.36553e-03    1.43009e+20    2.86299e+21    1.43445e+21    1.45069e+21    1.42241e+21    0.00000e+00
    3.54077e-03    1.44952e+20    3.10675e+21    1.55579e+21    1.56902e+21    1.54582e+21    0.00000e+00
    3.72514e-03    1.49356e+20    3.37012e+21    1.68696e+21    1.69784e+21    1.67888e+21    0.00000e+00
    3.91910e-03    1.56550e+20    3.65358e+21    1.82828e+21    1.83719e+21    1.82177e+21    0.00000e+00
    4.12316e-03    1.66585e+20    3.95887e+21    1.98055e+21    1.98778e+21    1.97529e+21    0.00000e+00
    4.33785e-03    1.79671e+20    4.28652e+21    2.14409e+21    2.15003e+21    2.13993e+21    0.00000e+00
    4.56372e-03    1.96132e+20    4.63715e+21    2.31925e+21    2.32405e+21    2.31592e+21    0.00000e+00
    4.80134e-03    2.16246e+20    5.01217e+21    2.50653e+21    2.51040e+21    2.50396e+21    0.00000e+00
