Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    5.24921e+16    0.00000e+00    1.76286e+23    2.63771e+19    0.00000e+00    0.00000e+00
    1.05207e-06    9.58050e+16    0.00000e+00    1.82547e+23    3.93252e+19    2.82802e+13    0.00000e+00
    1.10685e-06    1.02143e+17    0.00000e+00    1.91632e+23    3.82287e+19    3.11931e+13    0.00000e+00
    1.16448e-06    1.07945e+17    0.00000e+00    1.96295e+23    4.40336e+19    3.44059e+13    0.00000e+00
    1.22511e-06    1.24726e+17    0.00000e+00    2.03345e+23    6.07902e+19    3.79496e+13    0.00000e+00
    1.28890e-06    2.08075e+17    0.00000e+00    2.10009e+23    6.32062e+19    4.18585e+13    0.00000e+00
    1.35602e-06    2.31602e+17    0.00000e+00    2.15624e+23    8.00740e+19    4.61705e+13    0.00000e+00
    1.42662e-06    2.50968e+17    0.00000e+00    2.21763e+23    8.15083e+19    5.09257e+13    0.00000e+00
    1.50090e-06    4.98890e+17    0.00000e+00    2.27711e+23    9.93546e+19    5.61709e+13    0.00000e+00
    1.57905e-06    5.79847e+17    0.00000e+00    2.31761e+23    1.21345e+20    6.19566e+13    0.00000e+00
    1.66127e-06    5.38714e+17    0.00000e+00    2.36303e+23    1.24530e+20    6.83383e+13    0.00000e+00
    1.74777e-06    9.26602e+17    0.00000e+00    2.40834e+23    1.71657e+20    7.53772e+13    0.00000e+00
    1.83878e-06    1.07967e+18    0.00000e+00    2.41979e+23    1.76842e+20    8.31416e+13    0.00000e+00
    1.93452e-06    1.10517e+18    0.00000e+00    2.45896e+23    2.03609e+20    9.17050e+13    0.00000e+00
    2.03525e-06    1.45636e+18    0.00000e+00    2.46583e+23    2.57008e+20    1.01151e+14    0.00000e+00
    2.14122e-06    1.79625e+18    0.00000e+00    2.47690e+23    2.89526e+20    1.11569e+14    0.00000e+00
    2.25271e-06    2.35408e+18    0.00000e+00    2.47312e+23    3.07317e+20    1.23061e+14    0.00000e+00
    2.37001e-06    2.41410e+18    0.00000e+00    2.45868e+23    3.55223e+20    1.35737e+14    0.00000e+00
    2.49341e-06    3.08122e+18    0.00000e+00    2.44169e+23    3.97977e+20    1.49718e+14    0.00000e+00
    2.62324e-06    3.53023e+18    0.00000e+00    2.40247e+23    4.74402e+20    1.65139e+14    0.00000e+00
    2.75983e-06    3.90008e+18    0.00000e+00    2.38173e+23    5.16406e+20    1.82149e+14    0.00000e+00
    2.90353e-06    5.30751e+18    0.00000e+00    2.33654e+23    5.52067e+20    2.00910e+14    0.00000e+00
    3.05471e-06    6.38007e+18    0.00000e+00    2.27152e+23    6.71762e+20    2.21604e+14    0.00000e+00
    3.21376e-06    7.02974e+18    0.00000e+00    2.22537e+23    7.17816e+20    2.44428e+14    0.00000e+00
    3.38110e-06    8.40371e+18    0.00000e+00    2.13894e+23    8.31562e+20    2.69605e+14    0.00000e+00
    3.55715e-06    1.09214e+19    0.00000e+00    2.07637e+23    9.75815e+20    2.97375e+14    0.00000e+00
    3.74237e-06    1.35740e+19    0.00000e+00    1.99955e+23    1.00500e+21    3.28006e+14    0.00000e+00
    3.93723e-06    1.31320e+19    0.00000e+00    1.91276e+23    1.16205e+21    3.61791e+14    0.00000e+00
