      E_gamma(MeV)          Gamma Rays            Positrons
    5.1454400000e-01     4.5000000000e-01     1.4000000000e-01
    5.4133600000e-01     4.0000000000e-03     9.0000000000e-03
    5.6952300000e-01     6.0000000000e-04     1.0000000000e-03
    5.9917700000e-01     1.0000000000e-05     1.0000000000e-05
    6.3037500000e-01     4.4000000000e-05     8.7000000000e-05
    6.6319800000e-01     1.0000000000e-06     2.2000000000e-06
    6.9773000000e-01     2.2087085102e-08     5.1714868112e-08
    7.3406000000e-01     4.0000000001e-10     1.0000000000e-09
    7.7228100000e-01     7.5000000000e-10     1.4800000000e-09
    8.1249300000e-01     2.0000000000e-12     3.0000000000e-12
    8.5479800000e-01     1.6700000000e-12     3.2900000000e-12
    8.9930700000e-01     1.0000000000e-15     1.0000000000e-15
    9.4613200000e-01     1.0400000000e-15     2.0600000000e-15
    9.9539600000e-01     1.6300000000e-17     3.2000000000e-17
    1.0472300000e+00     8.4000000000e-20     1.6000000000e-19
    1.1017500000e+00     4.8900000000e-20     9.5600000000e-20
    1.1591200000e+00     9.9999999999e-25     2.0000000000e-24
    1.2194700000e+00     8.0340000000e-24     1.5550000000e-23
    1.2829700000e+00     2.0000000000e-29     1.0000000000e-28
    1.3497700000e+00     2.3780000000e-28     4.6210000000e-28
    1.4200500000e+00     1.4410000000e-30     2.7510000000e-30
    1.4939900000e+00     5.0150000000e-33     9.6950000000e-33
    1.5717800000e+00     1.5643000000e-35     2.9730000000e-35
    1.6536200000e+00     2.9948000000e-38     5.7180000000e-38
    1.7397300000e+00     3.2000000000e-44     7.0000000000e-44
    1.8303100000e+00     1.4941000000e-44     2.8270000000e-44
    1.9256100000e+00     2.5121000000e-47     4.6954000000e-47
    2.0258800000e+00     2.0000000000e-54     4.0000000000e-54
    2.1313600000e+00     2.3963000000e-54     4.3827000000e-54
    2.2423400000e+00     1.0000000000e-62     2.0000000000e-62
    2.3591000000e+00     1.0000000000e-65     1.9000000000e-65
    2.4819300000e+00     6.4090000000e-67     1.1507000000e-66
    2.6111600000e+00     1.2328600000e-70     2.2795500000e-70
    2.7471200000e+00     2.4279500000e-75     4.4716000000e-75
    2.8901600000e+00     2.0000000001e-85     4.6577012000e-82
    3.0406500000e+00     1.2000000000e-89     2.1000000000e-89
    3.1989700000e+00     9.9999999999e-96     2.0000000000e-95
    3.3655300000e+00     5.2870860000e-95     9.1144820000e-95
    3.5407700000e+00    6.4156450000e-101    1.1005740000e-100
    3.7251400000e+00    1.2000000000e-113    2.0000000000e-113
    3.9191000000e+00    1.1418790000e-114    1.8807900000e-114
    4.1231600000e+00    1.9186974000e-120    3.1151370000e-120
    4.3378500000e+00    9.9180980000e-129    1.6627939000e-128
    4.5637200000e+00    1.0000000000e-142    2.0000000000e-142
    4.8013400000e+00    7.8827145400e-143    1.2540315040e-142
