zd,idcs,iess,sid,shortdesc,rjn_projectid,rjn_siteid,rjn_entityid,rjn_name
Maxson,M100FI,M100FI.UNIT0@NET0,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,64c5c5ac-04ca-4a08-bdce-5327e4b21bc5,199,Influent
Maxson,FI8001,FI8001.UNIT0@NET0,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,64c5c5ac-04ca-4a08-bdce-5327e4b21bc5,198,Effluent
Maxson,M310LI,M310LI.UNIT0@NET0,2382,WELL,47EE48FD-904F-4EDA-9ED9-C622D1944194,64c5c5ac-04ca-4a08-bdce-5327e4b21bc5,228,wet well level
