Atom	Z	A Model	   c	 z	    w	    <r*r>	Ref.

4He	    2	4	4	1.008	0.327	0.445	1.71	Fr67
4He	    2	4	4	0.964	0.322	0.517	1.71	MC74
7Li	    3	7	1	1.77	0.327	0	    2.39	Su67
9Be	    4	9	1	1.791	0.611	0	    2.519	Ja72
9Be	    4	9	1	1.77	0.631	0	    2.5	    Fe73a
10B	    5	10	1	1.71	0.837	0	    2.45	St66
11B	    5	11	1	1.69	0.811	0	    2.42	St66
12C	    6	12	2	1.649	1.247	0	    2.460	Si70b
12C	    6	12	1	1.687	1.067	0	    2.454	Ja72
12C	    6	12	2	1.672	1.150	0	    2.44	Kl73
12C	    6	12	4	2.355	0.5224	-0.149	2.4450	Me73a
12C	    6	12	1	1.692	1.082	0	    2.462	Fe73b
13C	    6	13	2	1.635	1.403	0	    2.44	He70a
14C	    6	14	2	1.73	1.38	0	    2.56	Kl73
14N	    7	14	1	1.76	1.234	0	    2.58	Da70
14N	    7	14	1	1.729	1.291	0	    2.540	Sc73a
14N	    7	14	4	2.570	0.5052	-0.180	2.524	La82
15N	    7	15	2	1.81	1.250	0	    2.65	Da70
15N	    7	15	4	2.334	0.498	0.139	2.70	Ge72
15N	    7	15	1	1.756	1.290	0	    2.580	Sc73a
16O	    8	16	1	1.805	1.517	0	    2.674	Si70a
16O	    8	16	4	2.608	0.513	-0.051	2.730	Si70b
16O	    8	16	1	1.833	1.544	0	    2.718	Sc73a
17O	    8	17	1	1.798	1.498	0	    2.662	Si70a
18O	    8	18	1	1.841	1.513	0	    2.727	Si70a
18O	    8	18	1	1.881	1.544	0	    2.789	Sc73a
19F	    9	19	3	2.59	0.564	0	    2.900	Ha73b
19F	    9	19	3	2.58	0.567	0	    2.90	Oy75
20Ne	10	20	3	2.805	0.571	0	    3.040	Mo71
20Ne	10	20	3	2.74	0.569	0	    3.00	Fe73a
20Ne	10	20	3	2.740	0.572	0	    3.004	Kn81
20Ne	10	20	4	2.791	0.698	-0.168	2.992	Be85
22Ne	10	22	3	2.782	0.549	0	    2.969	Mo71
24Mg	12	24	4	3.108	0.607	-0.163	3.075	Av74
24Mg	12	24	4	3.192	0.604	-0.249	2.985	Li74
24Mg	12	24	3	2.942	0.538	0	    3.032	Na72
24Mg	12	24	3	2.99	0.548	0	    3.08	Le74
24Mg	12	24	3	2.98	0.551	0	    3.08	Le76
25Mg	12	25	3	2.76	0.608	0	    3.11	Le74
25Mg	12	25	4	3.22	0.58	-0.236	3.003	Eu77a
26Mg	12	26	3	3.05	0.524	0	    3.06	Le74
26Mg	12	26	3	3.05	0.523	0	    3.06	Le76
27Al	13	27	3	3.07	0.519	0	    3.06	Lo67
27Al	13	27	3	2.84	0.569	0	    3.05	Fe73a
28Si	14	28	3	2.93	0.569	0	    3.10	Fe73a
28Si	14	28	4	3.30	0.545	-0.18	3.08	Mu70
28Si	14	28	3	3.106	0.542	0	    3.138	Na72
28Si	14	28	5	1.95	2.076	0.286	3.106	Li74
28Si	14	28	3	3.14	0.537	0	    3.15	Br74
28Si	14	28	4	3.340	0.580	-0.233	3.086	Mi82
29Si	14	29	3	3.17	0.52	0	    3.12	Br74
29Si	14	29	4	3.338	0.547	-0.203	3.079	Mi82
30Si	14	30	4	3.252	0.553	-0.078	3.176	Mi82
31P	    15	31	3	3.21	0.56	0	    3.24	Ko65
31P	    15	31	4	3.369	0.582	-0.173	3.19	Si72
31P	    15	31	4	3.353	0.5789	-0.160	3.197	Me73b
32S	    16	32	4	3.503	0.633	-0.250	3.243	Av74
32S	    16	32	5	2.54	2.191	0.160	3.239	Li74
32S	    16	32	4	3.458	0.6098	-0.208	3.247	Me73b
35Cl	17	35	4	3.476	0.599	-0.10	3.388	Br80
37Cl	17	37	4	3.554	0.588	-0.13	3.384	Br80
36Ar	18	36	3	3.54	0.507	0	    3.327	Fi76
40Ar	18	40	3	3.388	0.612	0	    3.47	Gr71
40Ar	18	40	3	3.47	0.569	0	    3.42	Fe73a
40Ar	18	40	4	3.73	0.62	-0.19	3.48	We74
40Ar	18	40	3	3.53	0.542	0	    3.393	Fi76
39K	    19	39	4	3.743	0.585	-0.201	3.408	Si73a
40Ca	20	40	4	3.6685	0.5839	-0.1017	3.486	Be67d
40Ca	20	40	4	3.725	0.591	-0.169	3.452	Fr68
40Ca	20	40	3	3.51	0.563	0	    3.43	Ei69
40Ca	20	40	4	3.766	0.586	-0.161	3.482	Si73a
48Ca	20	48	4	3.7369	0.5245	-0.30	3.470	Be67d
44Ti	22	44	3	3.75	0.567	0	    3.59	Fe73a
48Ti	22	48	3	3.843	0.588	0	    3.713	Sh78c
51V	    23	51	3	3.94	0.505	0	    3.58	Pe73
51V	    23	51	3	3.91	0.532	0	    3.615	Go74
