0 1 2 3 4 5 6
0 1 2 3 91 92 93
0 1 2 7 8 9 10
0 1 2 11 12 13 14
0 1 2 15 16 17 18
0 1 2 19 20 21 22
0 1 2 23 24 25 26
0 1 2 27 28 29 30
0 1 2 31 32 33 34
0 1 2 35 36 37 38
0 1 2 39 40 41 42
0 1 2 43 44 45 46
0 1 2 47 48 49 50
0 1 2 51 52 53 54
0 1 2 55 56 57 58
0 1 2 59 60 61 62
0 1 2 63 64 65 66
0 1 2 67 68 69 70
0 1 2 71 72 73 74
0 1 2 75 76 77 78
0 1 2 79 80 81 82
0 1 2 83 84 85 86
0 1 2 87 88 89 90
3 4 49 57 67 73 77
3 5 20 27 47 52 82
3 6 22 26 43 44 89
3 7 37 38 70 88 91
3 8 51 63 65 74 80
3 9 36 41 71 83 85
3 10 30 35 78 90 92
3 11 46 58 60 69 75
3 12 33 34 79 84 87
3 13 19 23 53 54 86
3 14 18 25 45 50 93
3 15 48 56 66 72 76
3 16 29 42 55 68 81
3 17 28 32 39 59 64
3 21 24 31 40 61 62
4 5 50 55 58 74 78
4 6 21 28 48 53 83
4 7 23 27 44 45 90
4 8 38 39 71 89 92
4 9 52 64 66 68 75
4 10 29 37 72 84 86
4 11 31 36 79 91 93
4 12 47 59 61 70 76
4 13 34 35 80 85 88
4 14 20 24 42 54 87
4 15 19 26 46 51 81
4 16 18 33 40 60 65
4 17 30 43 56 69 82
4 22 25 32 41 62 63
5 6 51 56 59 75 79
5 7 16 22 49 54 84
5 8 24 28 45 46 91
5 9 39 40 72 90 93
5 10 53 65 67 69 76
5 11 30 38 73 85 87
5 12 32 37 80 81 92
5 13 48 60 62 71 77
5 14 35 36 68 86 89
5 15 21 25 42 43 88
5 17 19 34 41 61 66
5 18 31 44 57 70 83
5 23 26 29 33 63 64
6 7 52 57 60 76 80
6 8 17 23 42 50 85
6 9 16 25 46 47 92
6 10 40 41 73 81 91
6 11 54 55 66 70 77
6 12 31 39 74 86 88
6 13 33 38 68 82 93
6 14 49 61 63 72 78
6 15 36 37 69 87 90
6 18 20 29 35 62 67
6 19 32 45 58 71 84
6 24 27 30 34 64 65
7 8 53 58 61 68 77
7 9 18 24 43 51 86
7 10 17 26 47 48 93
7 11 29 41 74 82 92
7 12 42 56 67 71 78
7 13 32 40 75 87 89
7 14 34 39 69 81 83
