0 1 2 3
0 4 5 6
0 5 9 30
0 7 16 17
0 8 20 24
0 10 11 12
0 13 22 35
0 14 28 34
0 15 26 36
0 18 19 23
0 21 25 37
0 25 32 38
0 27 31 39
0 29 33 40
1 4 33 38
1 5 8 32
1 6 19 37
1 7 11 34
1 9 27 35
1 10 13 23
1 12 20 34
1 14 26 40
1 15 17 21
1 16 24 25
1 18 28 29
1 22 31 36
1 30 34 39
2 4 15 34
2 5 18 24
2 6 16 17
2 7 33 35
2 8 14 22
2 9 13 36
2 10 29 30
2 11 22 26
2 12 21 39
2 19 28 32
2 20 37 38
2 23 25 27
2 31 38 40
3 4 17 20
3 5 14 25
3 6 10 32
3 7 36 40
3 8 27 37
3 9 26 39
3 11 19 30
3 12 28 33
3 12 29 35
3 13 24 38
3 15 16 28
3 18 21 31
3 22 23 34
4 7 14 32
4 8 13 16
4 9 10 19
4 11 37 39
4 12 26 38
4 18 27 40
4 21 24 29
4 22 25 39
4 23 31 35
4 28 30 36
5 7 30 31
5 10 27 34
5 11 13 15
5 11 21 40
5 12 26 37
5 16 19 31
5 17 22 33
5 19 29 38
5 20 23 36
5 28 35 39
6 7 23 40
6 8 30 40
6 9 14 29
6 11 28 33
6 12 18 22
6 13 14 27
6 15 38 39
6 20 26 31
6 21 34 35
6 24 25 36
7 8 25 28
7 9 21 38
7 10 18 26
7 12 24 27
7 13 15 20
7 19 36 39
7 22 29 37
8 9 11 20
8 10 17 39
8 12 13 31
8 15 23 29
8 18 34 38
8 19 26 35
8 21 33 36
9 12 15 25
9 16 18 20
9 17 28 31
9 19 22 24
9 23 33 37
9 32 34 40
10 14 24 35
10 15 22 40
10 16 23 38
10 20 21 28
10 25 31 33
10 32 36 37
11 14 18 37
11 16 27 29
11 17 23 35
11 18 25 30
11 24 31 32
11 35 36 38
12 14 16 36
12 17 19 40
12 23 30 32
13 17 29 32
13 18 33 39
13 19 25 34
13 21 26 30
13 28 37 40
14 15 31 37
14 17 30 38
14 19 20 33
14 21 23 39
15 18 32 35
15 19 21 27
15 24 30 33
16 21 22 32
16 24 39 40
16 26 33 34
16 30 35 37
17 18 27 36
17 24 34 37
17 25 26 29
20 22 27 30
20 25 35 40
20 29 32 39
22 27 28 38
23 24 26 28
26 27 32 33
29 31 34 36
