0 1 2
0 3 4
0 5 6
0 7 8
0 9 10
0 11 12
0 13 14
0 15 16
0 16 29
0 17 18
0 19 31
0 20 28
0 21 26
0 22 32
0 23 25
0 24 33
0 27 30
1 3 18
1 4 19
1 5 11
1 6 33
1 7 26
1 8 9
1 10 28
1 12 13
1 14 15
1 16 24
1 17 23
1 20 30
1 21 32
1 22 31
1 25 26
1 27 29
2 3 14
2 4 25
2 5 29
2 6 15
2 7 17
2 8 26
2 9 24
2 10 31
2 11 27
2 12 29
2 13 16
2 18 21
2 19 33
2 20 22
2 23 28
2 30 32
3 4 8
3 5 7
3 6 22
3 9 19
3 10 20
3 11 26
3 12 30
3 13 32
3 15 31
3 16 17
3 21 23
3 24 27
3 25 29
3 28 33
4 5 10
4 6 20
4 7 30
4 9 22
4 11 28
4 12 27
4 13 18
4 14 24
4 15 32
4 16 21
4 17 31
4 23 33
4 26 29
5 8 12
5 9 30
5 10 21
5 13 27
5 14 33
5 15 22
5 16 31
5 17 28
5 18 20
5 19 26
5 23 32
5 24 25
6 7 31
6 8 19
6 9 28
6 10 18
6 11 32
6 12 24
6 13 26
6 14 16
6 17 27
6 21 33
6 23 29
6 25 30
7 9 13
7 10 33
7 11 21
7 12 14
7 15 18
7 16 28
7 19 32
7 20 24
7 21 29
7 22 23
7 25 27
8 9 33
8 10 13
8 11 24
8 14 20
8 15 25
8 16 32
8 17 22
8 18 29
8 21 30
8 23 31
8 27 28
9 11 23
9 12 16
9 14 18
9 15 26
9 17 32
9 20 25
9 21 27
9 29 31
10 11 17
10 12 15
10 14 22
10 16 26
10 19 25
10 23 30
10 24 29
10 27 32
11 13 22
11 14 29
11 15 19
11 16 30
11 18 25
11 18 31
11 20 33
12 17 19
12 18 28
12 20 23
12 21 22
12 25 31
12 26 32
12 32 33
13 15 30
13 17 24
13 19 23
13 20 27
13 21 25
13 28 31
13 29 33
14 15 23
14 17 30
14 19 27
14 21 31
14 25 32
14 26 28
15 17 21
15 20 29
15 24 28
15 27 33
16 18 33
16 19 20
16 22 27
16 23 25
17 20 26
17 22 29
17 25 33
18 19 22
18 23 27
18 24 32
18 26 30
19 21 24
19 28 30
19 29 30
20 21 28
20 31 32
22 24 30
22 25 28
22 26 33
23 24 26
24 31 33
26 27 31
28 29 32
30 31 33
