0 1 2 3 4 5
7 10 17 45 56 92
7 12 14 32 40 91
7 15 29 42 80 84
7 16 22 25 59 88
7 18 54 65 68 75
7 19 24 26 44 52
7 20 58 62 81 89
7 21 34 72 76 95
7 23 39 55 71 87
7 28 38 50 67 90
7 30 43 64 74 86
7 35 46 82 93 96
7 36 51 60 66 69
7 37 77 78 79 83
7 47 48 49 53 73
8 12 31 39 53 66
8 14 17 51 80 95
8 16 67 79 84 86
8 18 30 47 70 83
8 19 22 29 57 68
8 20 37 60 73 94
8 21 42 52 64 81
8 23 32 38 41 75
8 24 40 56 72 88
8 25 48 61 82 92
8 44 55 58 65 93
8 46 50 69 77 91
8 59 71 76 78 96
9 10 11 15 35 65
9 12 19 47 58 94
9 14 16 34 42 93
9 17 31 44 82 86
9 18 24 27 61 90
9 20 56 67 70 77
9 21 26 28 46 54
9 22 60 64 83 91
9 25 41 57 73 89
9 30 40 52 69 92
9 32 45 66 76 88
9 38 53 62 68 71
9 39 79 80 81 85
9 49 50 51 55 75
10 14 33 41 55 68
10 18 69 81 86 88
10 20 32 49 72 85
10 21 24 31 59 70
10 22 39 62 75 96
10 23 44 54 66 83
10 25 34 40 43 77
10 26 42 58 74 90
10 27 50 63 84 94
10 46 57 60 67 95
10 48 52 71 79 93
11 12 13 17 37 67
11 14 21 49 60 96
11 16 18 36 44 95
11 19 33 46 84 88
11 20 26 29 63 92
11 22 58 69 72 79
11 23 28 30 48 56
11 24 62 66 85 93
11 27 43 59 75 91
11 32 42 54 71 94
11 34 47 68 78 90
11 40 55 64 70 73
11 41 81 82 83 87
11 51 52 53 57 77
12 16 35 43 57 70
12 20 71 83 88 90
12 22 34 51 74 87
12 23 26 33 61 72
12 25 46 56 68 85
12 27 36 42 45 79
12 28 44 60 76 92
12 29 52 65 86 96
12 50 54 73 81 95
13 14 15 19 39 69
13 21 35 48 86 90
13 22 28 31 65 94
13 24 60 71 74 81
13 25 30 32 50 58
13 26 64 68 87 95
13 29 45 61 77 93
13 34 44 56 73 96
13 36 49 70 80 92
13 42 57 66 72 75
13 43 83 84 85 89
13 53 54 55 59 79
14 18 37 45 59 72
14 22 73 85 90 92
14 24 36 53 76 89
14 25 28 35 63 74
14 27 48 58 70 87
14 29 38 44 47 81
14 30 46 62 78 94
15 16 17 21 41 71
15 23 37 50 88 92
15 24 30 33 67 96
15 26 62 73 76 83
15 27 32 34 52 60
15 31 47 63 79 95
15 38 51 72 82 94
15 44 59 68 74 77
15 45 85 86 87 91
15 55 56 57 61 81
16 20 39 47 61 74
16 24 75 87 92 94
16 26 38 55 78 91
16 27 30 37 65 76
16 29 50 60 72 89
16 31 40 46 49 83
16 32 48 64 80 96
17 18 19 23 43 73
17 25 39 52 90 94
17 28 64 75 78 85
17 29 34 36 54 62
17 40 53 74 84 96
17 46 61 70 76 79
17 47 87 88 89 93
17 57 58 59 63 83
18 22 41 49 63 76
18 26 77 89 94 96
18 28 40 57 80 93
18 29 32 39 67 78
18 31 52 62 74 91
18 33 42 48 51 85
19 20 21 25 45 75
19 27 41 54 92 96
19 30 66 77 80 87
19 31 36 38 56 64
19 48 63 72 78 81
19 49 89 90 91 95
19 59 60 61 65 85
20 24 43 51 65 78
20 30 42 59 82 95
20 31 34 41 69 80
20 33 54 64 76 93
20 35 44 50 53 87
21 22 23 27 47 77
21 32 68 79 82 89
21 33 38 40 58 66
21 50 65 74 80 83
21 61 62 63 67 87
22 26 45 53 67 80
22 33 36 43 71 82
22 35 56 66 78 95
22 37 46 52 55 89
23 24 25 29 49 79
23 34 70 81 84 91
23 35 40 42 60 68
23 52 67 76 82 85
23 63 64 65 69 89
24 28 47 55 69 82
24 35 38 45 73 84
24 39 48 54 57 91
25 26 27 31 51 81
25 36 72 83 86 93
25 37 42 44 62 70
25 54 69 78 84 87
25 65 66 67 71 91
26 30 49 57 71 84
26 37 40 47 75 86
26 41 50 56 59 93
27 28 29 33 53 83
27 38 74 85 88 95
27 39 44 46 64 72
27 56 71 80 86 89
27 67 68 69 73 93
28 32 51 59 73 86
28 39 42 49 77 88
28 43 52 58 61 95
29 30 31 35 55 85
29 41 46 48 66 74
29 58 73 82 88 91
29 69 70 71 75 95
30 34 53 61 75 88
30 41 44 51 79 90
31 32 33 37 57 87
31 43 48 50 68 76
31 60 75 84 90 93
32 36 55 63 77 90
32 43 46 53 81 92
33 34 35 39 59 89
33 45 50 52 70 78
33 62 77 86 92 95
34 38 57 65 79 92
34 45 48 55 83 94
35 36 37 41 61 91
35 47 52 54 72 80
36 40 59 67 81 94
36 47 50 57 85 96
37 38 39 43 63 93
37 49 54 56 74 82
38 42 61 69 83 96
39 40 41 45 65 95
39 51 56 58 76 84
41 53 58 60 78 86
43 55 60 62 80 88
45 57 62 64 82 90
47 59 64 66 84 92
49 61 66 68 86 94
51 63 68 70 88 96
