0 1 2 3 4 5 6 7
0 1 2 8 9 10 11 12
0 1 2 13 14 15 16 17
0 1 2 18 19 20 21 22
0 1 2 23 24 25 26 27
0 1 2 28 29 30 31 32
0 1 2 33 34 35 36 37
0 1 2 38 39 40 41 42
0 1 2 43 44 45 46 47
0 1 2 48 49 50 51 52
0 1 2 53 54 55 56 57
0 1 2 58 59 60 61 62
0 1 2 63 64 65 66 67
0 1 2 68 69 70 71 72
0 1 2 73 74 75 76 77
3 4 5 6 8 9 10 11
3 6 14 33 61 75 76 77
3 12 21 30 39 48 57 66
3 13 22 31 40 49 58 67
3 14 23 32 41 50 59 68
3 15 24 33 42 51 60 69
3 16 25 34 43 52 61 70
3 17 26 35 44 53 62 71
3 18 27 36 45 54 63 72
3 19 28 37 46 55 64 73
3 20 29 38 47 56 65 74
4 12 23 31 45 56 64 69
4 13 21 32 46 54 65 70
4 14 22 30 47 55 63 71
4 15 26 34 39 50 58 72
4 15 49 51 60 75 76 77
4 16 24 35 40 48 59 73
4 17 25 33 41 49 57 74
4 18 29 37 42 53 61 66
4 19 27 38 43 51 62 67
4 20 28 36 44 52 60 68
5 12 22 32 42 52 62 72
5 13 23 30 43 53 60 73
5 14 21 31 44 51 61 74
5 15 25 35 45 55 65 66
5 16 26 33 46 56 63 67
5 17 24 34 47 54 64 68
5 17 36 58 59 75 76 77
5 18 28 38 39 49 59 69
5 19 29 36 40 50 57 70
5 20 27 37 41 48 58 71
6 12 27 33 44 50 65 73
6 13 28 34 42 48 63 74
6 14 29 35 43 49 64 72
6 15 21 36 47 53 59 67
6 16 22 37 45 51 57 68
6 17 23 38 46 52 58 66
6 18 24 30 41 56 62 70
6 19 25 31 39 54 60 71
6 20 26 32 40 55 61 69
7 8 9 10 11 75 76 77
7 12 29 34 41 55 60 67
7 13 27 35 39 56 61 68
7 14 28 33 40 54 62 66
7 15 23 37 44 49 63 70
7 16 21 38 42 50 64 71
7 17 22 36 43 48 65 69
7 18 26 31 47 52 57 73
7 19 24 32 45 53 58 74
7 20 25 30 46 51 59 72
8 12 28 35 47 51 58 70
8 13 29 33 45 52 59 71
8 14 27 34 46 53 57 69
8 15 22 38 41 54 61 73
8 16 23 36 39 55 62 74
8 17 21 37 40 56 60 72
8 18 25 32 44 48 64 67
8 19 26 30 42 49 65 68
8 20 24 31 43 50 63 66
9 12 24 36 46 49 61 71
9 13 25 37 47 50 62 69
9 14 26 38 45 48 60 70
9 15 27 30 40 52 64 74
9 16 28 31 41 53 65 72
9 17 29 32 39 51 63 73
9 18 21 33 43 55 58 68
9 19 22 34 44 56 59 66
9 20 23 35 42 54 57 67
10 12 26 37 43 54 59 74
10 13 24 38 44 55 57 72
10 14 25 36 42 56 58 73
10 15 29 31 46 48 62 68
10 16 27 32 47 49 60 66
10 17 28 30 45 50 61 67
10 18 23 34 40 51 65 71
10 19 21 35 41 52 63 69
10 20 22 33 39 53 64 70
11 12 25 38 40 53 63 68
11 13 26 36 41 51 64 66
11 14 24 37 39 52 65 67
11 15 28 32 43 56 57 71
11 16 29 30 44 54 58 69
11 17 27 31 42 55 59 70
11 18 22 35 46 50 60 74
11 19 23 33 47 48 61 72
11 20 21 34 45 49 62 73
12 13 14 15 17 18 19 20
12 16 18 68 70 75 76 77
13 23 24 35 44 75 76 77
16 19 20 50 69 75 76 77
21 22 23 26 27 28 29 75
21 22 24 25 28 29 76 77
25 27 37 46 47 75 76 77
26 45 48 61 71 75 76 77
30 31 32 33 35 36 37 38
30 31 32 34 38 75 76 77
39 40 41 42 43 75 76 77
39 40 41 42 44 45 46 47
48 49 50 51 53 54 55 56
52 53 54 55 56 75 76 77
57 58 59 60 61 63 64 65
57 62 63 64 65 75 76 77
66 67 68 69 70 71 73 74
66 67 72 73 74 75 76 77
