0 1 2 3 4
0 5 6 7 8
0 9 12 51 54
0 10 13 52 55
0 11 14 53 56
0 15 18 33 36
0 16 19 34 37
0 17 20 35 38
0 21 24 45 48
0 22 25 46 49
0 23 26 47 50
0 27 30 39 42
0 28 31 40 43
0 29 32 41 44
1 2 3 5 7
1 2 3 6 8
1 9 22 36 50
1 10 23 37 45
1 11 24 38 46
1 12 25 33 47
1 13 26 34 48
1 14 21 35 49
1 15 30 41 54
1 16 31 42 55
1 17 32 43 56
1 18 27 44 51
1 19 28 39 52
1 20 29 40 53
2 9 25 37 48
2 10 26 38 49
2 11 21 33 50
2 12 22 34 45
2 13 23 35 46
2 14 24 36 47
2 15 32 42 51
2 16 27 43 52
2 17 28 44 53
2 18 29 39 54
2 19 30 40 55
2 20 31 41 56
3 9 18 32 45
3 10 19 27 46
3 11 20 28 47
3 12 15 29 48
3 13 16 30 49
3 14 17 31 50
3 21 37 42 53
3 22 38 43 54
3 23 33 44 55
3 24 34 39 56
3 25 35 40 51
3 26 36 41 52
4 5 6 7 8
4 9 19 23 29
4 10 20 24 30
4 11 15 25 31
4 12 16 26 32
4 13 17 21 27
4 14 18 22 28
4 33 43 46 53
4 34 44 47 54
4 35 39 48 55
4 36 40 49 56
4 37 41 50 51
4 38 42 45 52
5 9 24 43 55
5 10 25 44 56
5 11 26 39 51
5 12 21 40 52
5 13 22 41 53
5 14 23 42 54
5 15 27 38 47
5 16 28 33 48
5 17 29 34 49
5 18 30 35 50
5 19 31 36 45
5 20 32 37 46
6 9 26 42 56
6 10 21 43 51
6 11 22 44 52
6 12 23 39 53
6 13 24 40 54
6 14 25 41 55
6 15 28 34 46
6 16 29 35 47
6 17 30 36 48
6 18 31 37 49
6 19 32 38 50
6 20 27 33 45
7 9 30 44 46
7 10 31 39 47
7 11 32 40 48
7 12 27 41 49
7 13 28 42 50
7 14 29 43 45
7 15 24 37 52
7 16 25 38 53
7 17 26 33 54
7 18 21 34 55
7 19 22 35 56
7 20 23 36 51
8 9 21 28 41
8 10 22 29 42
8 11 23 30 43
8 12 24 31 44
8 13 25 32 39
8 14 26 27 40
8 15 35 45 53
8 16 36 46 54
8 17 37 47 55
8 18 38 48 56
8 19 33 49 51
8 20 34 50 52
9 10 15 17 40
9 11 27 34 35
9 13 31 33 38
9 14 16 20 39
9 47 49 52 53
10 11 16 18 41
10 12 28 35 36
10 14 32 33 34
10 48 50 53 54
11 12 17 19 42
11 13 29 36 37
11 45 49 54 55
12 13 18 20 43
12 14 30 37 38
12 46 50 55 56
13 14 15 19 44
13 45 47 51 56
14 46 48 51 52
15 16 21 23 56
15 20 22 26 55
15 39 43 49 50
16 17 22 24 51
16 40 44 45 50
17 18 23 25 52
17 39 41 45 46
18 19 24 26 53
18 40 42 46 47
19 20 21 25 54
19 41 43 47 48
20 42 44 48 49
21 22 30 32 47
21 26 29 31 46
21 36 38 39 44
22 23 27 31 48
22 33 37 39 40
23 24 28 32 49
23 34 38 40 41
24 25 27 29 50
24 33 35 41 42
25 26 28 30 45
25 34 36 42 43
26 35 37 43 44
27 28 37 54 56
27 32 36 53 55
28 29 38 51 55
29 30 33 52 56
30 31 34 51 53
31 32 35 52 54
