0 1 2
0 3 58
0 4 14
0 5 56
0 6 49
0 7 63
0 8 35
0 9 15
0 10 30
0 11 16
0 12 46
0 13 24
0 17 61
0 18 54
0 19 51
0 20 39
0 21 55
0 22 45
0 23 34
0 25 32
0 26 37
0 27 40
0 28 59
0 29 62
0 31 50
0 33 52
0 36 53
0 38 42
0 41 57
0 43 60
0 44 64
0 47 48
1 3 26
1 4 10
1 5 52
1 6 43
1 7 22
1 8 29
1 9 21
1 11 27
1 12 17
1 13 47
1 14 63
1 15 55
1 16 20
1 18 39
1 19 38
1 23 49
1 24 58
1 25 62
1 28 45
1 30 44
1 31 41
1 32 57
1 33 56
1 34 46
1 35 59
1 36 42
1 37 50
1 40 54
1 48 51
1 53 61
1 60 64
2 3 27
2 4 9
2 5 39
2 6 38
2 7 62
2 8 52
2 10 54
2 11 47
2 12 19
2 13 40
2 14 50
2 15 24
2 16 46
2 17 26
2 18 59
2 20 56
2 21 22
2 23 36
2 25 63
2 28 51
2 29 60
2 30 48
2 31 35
2 32 45
2 33 57
2 34 37
2 41 42
2 43 49
2 44 53
2 55 61
2 58 64
3 4 31
3 5 40
3 6 29
3 7 28
3 8 38
3 9 61
3 10 55
3 11 13
3 12 52
3 14 60
3 15 34
3 16 33
3 17 35
3 18 57
3 19 36
3 20 44
3 21 41
3 22 63
3 23 59
3 24 56
3 25 39
3 30 42
3 32 48
3 37 47
3 43 46
3 45 50
3 49 53
3 51 62
3 54 64
4 5 60
4 6 13
4 7 15
4 8 59
4 11 51
4 12 37
4 16 54
4 17 20
4 18 21
4 19 48
4 22 42
4 23 32
4 24 43
4 25 53
4 26 52
4 27 45
4 28 56
4 29 47
4 30 49
4 33 39
4 34 64
4 35 63
4 36 41
4 38 61
4 40 57
4 44 55
4 46 62
4 50 58
5 6 34
5 7 54
5 8 63
5 9 30
5 10 22
5 11 41
5 12 62
5 13 51
5 14 59
5 15 32
5 16 24
5 17 18
5 19 31
5 20 37
5 21 35
5 23 46
5 25 44
5 26 27
5 28 33
5 29 48
5 36 55
5 38 57
5 42 53
5 43 50
5 45 47
5 49 58
5 61 64
6 7 23
6 8 16
6 9 63
6 10 52
6 11 54
6 12 30
6 14 45
6 15 26
6 17 62
6 18 28
6 19 21
6 20 50
6 22 44
6 24 27
6 25 47
6 31 32
6 33 53
6 35 40
6 36 48
6 37 59
6 39 56
6 41 61
6 42 46
6 51 58
6 55 64
6 57 60
7 8 13
7 9 39
7 10 56
7 11 64
7 12 60
7 14 30
7 16 47
7 17 34
7 18 33
7 19 24
7 20 36
7 21 48
7 25 46
7 26 35
7 27 50
7 29 53
7 31 37
7 32 49
7 38 59
7 40 61
7 41 44
7 42 43
7 45 58
7 51 52
7 55 57
8 9 45
8 10 46
8 11 26
8 12 55
8 14 41
8 15 43
8 17 36
8 18 31
8 19 60
8 20 27
8 21 57
8 22 62
8 23 33
8 24 42
8 25 51
8 28 44
8 30 54
8 32 50
8 34 61
8 37 39
8 40 53
8 47 64
8 48 58
8 49 56
9 10 53
9 11 25
9 12 48
9 13 36
9 14 46
9 16 62
9 17 43
9 18 32
9 19 44
9 20 31
9 22 47
9 23 34
9 24 49
9 26 51
9 27 58
9 28 54
9 29 59
9 33 40
9 35 37
9 38 41
9 42 57
9 50 56
9 52 64
9 55 60
10 11 23
10 12 18
10 13 62
10 14 35
10 15 20
10 16 29
10 17 50
10 19 49
10 21 34
10 24 41
10 25 40
10 26 44
10 27 63
10 28 48
10 31 47
10 32 37
10 33 43
10 36 59
10 38 45
10 39 42
10 51 61
10 57 64
10 58 60
11 12 57
11 14 29
11 15 61
11 17 58
11 18 48
11 19 45
11 20 49
11 21 60
11 22 35
11 24 63
11 28 46
11 30 40
11 31 53
11 32 39
11 33 62
11 34 50
11 36 44
11 37 52
11 38 55
11 42 56
11 43 59
12 13 50
12 14 42
12 15 39
12 16 53
12 20 54
12 21 40
12 22 41
12 23 26
12 24 44
12 25 58
12 27 59
12 28 49
12 29 38
12 31 63
12 32 34
12 33 36
