0 1 2 3 4 5
0 6 7 8 9 10
0 11 12 13 14 15
0 16 17 18 19 20
0 21 22 23 24 25
0 26 27 28 29 30
0 26 31 32 33 34
0 35 36 37 38 39
0 40 41 42 43 44
1 6 11 16 21 35
1 7 17 26 31 40
1 8 12 26 32 36
1 9 13 18 22 41
1 10 23 27 37 42
1 14 19 28 33 38
1 15 24 29 39 43
1 20 25 30 34 44
2 6 20 29 32 42
2 7 11 18 24 28
2 8 22 30 38 40
2 9 15 21 36 44
2 10 14 34 37 41
2 12 19 25 31 39
2 13 16 23 26 34
2 17 27 33 35 43
3 6 13 25 33 37
3 7 19 22 36 42
3 8 14 20 24 27
3 9 16 28 31 44
3 10 11 30 32 39
3 10 21 26 38 43
3 12 17 23 29 41
3 15 18 34 35 40
4 6 23 28 39 40
4 7 13 29 34 38
4 8 15 16 33 42
4 9 14 17 21 30
4 9 18 25 32 43
4 10 12 20 22 35
4 11 27 31 36 41
4 19 24 26 37 44
5 6 14 22 31 43
5 7 10 15 25 27
5 8 13 17 39 44
5 9 19 29 35 37
5 11 20 26 37 40
5 12 21 28 34 42
5 16 24 32 38 41
5 18 23 30 33 36
6 10 17 24 34 36
6 12 18 27 38 44
6 15 19 26 30 41
7 12 16 30 37 43
7 14 23 32 35 44
7 20 21 33 39 41
8 11 19 23 34 43
8 18 21 29 31 37
8 25 26 28 35 41
9 11 17 25 38 42
9 12 24 26 33 40
9 15 20 23 31 38
9 16 22 27 34 39
10 11 22 29 33 44
10 13 20 28 36 43
10 16 18 19 31 40
13 19 21 27 32 40
13 24 30 31 35 42
14 16 25 29 36 40
14 18 22 26 39 42
15 17 22 28 32 37
