0 1 2 3
0 4 5 6
0 7 8 9
0 10 44 45
0 11 22 33
0 12 23 43
0 13 24 42
0 14 25 41
0 15 26 40
0 16 27 39
0 17 28 38
0 18 29 37
0 19 30 36
0 20 31 35
0 21 32 34
1 4 7 10
1 5 8 44
1 6 9 45
1 11 23 34
1 12 24 33
1 13 25 43
1 14 26 42
1 15 27 41
1 16 28 40
1 17 29 39
1 18 30 38
1 19 31 37
1 20 32 36
1 21 22 35
2 4 8 45
2 5 9 10
2 6 7 44
2 11 24 35
2 12 25 34
2 13 26 33
2 14 27 43
2 15 28 42
2 16 29 41
2 17 30 40
2 18 31 39
2 19 32 38
2 20 22 37
2 21 23 36
3 4 9 44
3 5 7 45
3 6 8 10
3 11 25 36
3 12 26 35
3 13 27 34
3 14 28 33
3 15 29 43
3 16 30 42
3 17 31 41
3 18 32 40
3 19 22 39
3 20 23 38
3 21 24 37
4 11 26 37
4 12 27 36
4 13 28 35
4 14 29 34
4 15 30 33
4 16 31 43
4 17 32 42
4 18 22 41
4 19 23 40
4 20 24 39
4 21 25 38
5 11 27 38
5 12 28 37
5 13 29 36
5 14 30 35
5 15 31 34
5 16 32 33
5 17 22 43
5 18 23 42
5 19 24 41
5 20 25 40
5 21 26 39
6 11 28 39
6 12 29 38
6 13 30 37
6 14 31 36
6 15 32 35
6 16 22 34
6 17 23 33
6 18 24 43
6 19 25 42
6 20 26 41
6 21 27 40
7 11 29 40
7 12 30 39
7 13 31 38
7 14 32 37
7 15 22 36
7 16 23 35
7 17 24 34
7 18 25 33
7 19 26 43
7 20 27 42
7 21 28 41
8 11 30 41
8 12 31 40
8 13 32 39
8 14 22 38
8 15 23 37
8 16 24 36
8 17 25 35
8 18 26 34
8 19 27 33
8 20 28 43
8 21 29 42
9 11 31 42
9 12 32 41
9 13 22 40
9 14 23 39
9 15 24 38
9 16 25 37
9 17 26 36
9 18 27 35
9 19 28 34
9 20 29 33
9 21 30 43
10 11 32 43
10 12 22 42
10 13 23 41
10 14 24 40
10 15 25 39
10 16 26 38
10 17 27 37
10 18 28 36
10 19 29 35
10 20 30 34
10 21 31 33
11 12 13 14
11 15 16 17
11 18 19 20
11 21 44 45
12 15 18 21
12 16 19 44
12 17 20 45
13 15 19 45
13 16 20 21
13 17 18 44
14 15 20 44
14 16 18 45
14 17 19 21
22 23 24 25
22 26 27 28
22 29 30 31
22 32 44 45
23 26 29 32
23 27 30 44
23 28 31 45
24 26 30 45
24 27 31 32
24 28 29 44
25 26 31 44
25 27 29 45
25 28 30 32
33 34 35 36
33 37 38 39
33 40 41 42
33 43 44 45
34 37 40 43
34 38 41 44
34 39 42 45
35 37 41 45
35 38 42 43
35 39 40 44
36 37 42 44
36 38 40 45
36 39 41 43
