0 1 2 3 4 5 6 7 8
0 1 9 58 59 60 61 62 63
0 1 10 12 13 14 15 52 54
0 1 11 51 52 53 55 56 57
0 1 16 17 18 19 20 21 22
0 1 23 24 25 26 27 28 29
0 1 30 31 32 33 34 35 36
0 1 37 38 39 40 41 42 43
0 1 44 45 46 47 48 49 50
2 9 16 23 30 37 44 51 58
2 10 18 26 34 42 50 52 59
2 11 20 29 31 40 49 53 60
2 12 22 25 35 38 48 54 61
2 13 17 28 32 43 47 55 62
2 14 19 24 36 41 46 56 63
2 15 21 27 33 39 45 55 57
3 9 22 28 34 40 46 51 53
3 10 17 24 31 38 45 52 58
3 11 19 27 35 43 44 53 59
3 12 21 23 32 41 50 54 60
3 13 16 26 36 39 49 55 61
3 14 18 29 33 37 48 56 62
3 15 20 25 30 42 47 57 63
4 9 10 16 29 35 41 47 52
4 9 21 26 31 43 48 51 63
4 11 18 25 32 39 46 53 58
4 12 20 28 36 37 45 54 59
4 13 22 24 33 42 44 55 60
4 14 17 27 30 40 50 56 61
4 15 19 23 34 38 49 57 62
5 9 20 24 35 39 50 51 62
5 10 22 27 32 37 49 52 63
5 11 17 23 36 42 43 48 53
5 12 19 26 33 40 47 54 58
5 13 21 29 30 38 46 55 59
5 14 16 25 34 43 45 56 60
5 15 18 28 31 41 44 57 61
6 9 19 29 32 42 45 51 61
6 10 21 25 36 40 44 52 62
6 11 16 28 33 38 50 53 63
6 12 18 24 30 43 49 54 56
6 13 20 27 34 41 48 55 58
6 14 22 23 31 39 47 56 59
6 15 17 26 35 37 46 57 60
7 9 18 27 36 38 47 51 60
7 10 13 19 25 31 37 50 55
7 10 20 23 33 43 46 52 61
7 11 22 26 30 41 45 53 62
7 12 17 29 34 39 44 54 63
7 14 21 28 35 42 49 56 58
7 15 16 24 32 40 48 57 59
8 9 17 25 33 41 49 51 59
8 10 19 28 30 39 48 52 60
8 11 21 24 34 37 47 53 61
8 12 16 27 31 42 46 54 62
8 13 18 23 35 40 45 55 63
8 14 20 26 32 38 44 55 56
8 15 22 29 36 43 50 57 58
9 10 11 13 15 51 53 56 57
9 11 12 14 51 53 54 55 57
