0 1 2 3 4
0 1 2 5 6
0 1 2 7 8
0 9 49 64 81
0 10 13 19 20
0 11 17 23 87
0 12 16 18 22
0 14 15 21 24
0 25 41 59 77
0 26 43 62 84
0 27 45 65 76
0 28 67 75 83
0 29 48 54 74
0 30 50 57 73
0 31 51 60 72
0 32 40 66 71
0 33 44 55 69
0 34 46 58 80
0 35 47 61 79
0 36 52 53 82
0 37 39 56 78
0 38 63 86 88
0 42 68 70 85
1 9 23 50 65
1 10 48 61 80
1 11 47 59 69
1 12 46 55 71
1 13 45 53 86
1 14 44 67 72
1 15 43 66 73
1 16 42 64 74
1 17 41 62 75
1 18 40 60 76
1 19 39 58 84
1 20 38 56 77
1 21 52 54 78
1 22 51 68 82
1 24 49 63 79
1 25 29 33 34
1 26 27 32 36
1 28 81 85 88
1 30 31 35 37
1 57 70 83 87
2 9 24 36 66
2 10 57 74 88
2 11 37 65 79
2 12 25 64 80
2 13 55 76 85
2 14 26 63 69
2 15 33 54 84
2 16 27 62 70
2 17 34 53 77
2 18 28 61 71
2 19 35 68 78
2 20 29 60 86
2 21 67 81 82
2 22 30 59 72
2 23 31 58 73
2 32 56 75 87
2 38 42 47 48
2 39 40 46 51
2 41 45 50 83
2 43 44 49 52
3 4 5 6 7
3 4 5 8 9
3 6 78 82 84
3 10 22 23 24
3 11 15 18 19
3 12 13 21 87
3 14 16 17 20
3 25 36 37 81
3 26 31 33 85
3 27 28 29 35
3 30 32 34 88
3 38 50 51 52
3 39 44 47 83
3 40 41 42 49
3 43 45 46 48
3 53 66 67 68
3 54 59 62 63
3 55 56 57 65
3 58 60 61 64
3 69 76 79 80
3 70 72 75 86
3 71 73 74 77
4 6 72 73 76
4 10 17 18 21
4 11 13 16 24
4 12 15 20 23
4 14 19 22 87
4 25 32 35 85
4 26 29 37 88
4 27 30 33 81
4 28 31 34 36
4 38 46 49 83
4 39 42 45 52
4 40 43 47 50
4 41 44 48 51
4 53 54 56 58
4 55 62 64 68
4 57 59 61 66
4 60 63 65 67
4 69 77 82 86
4 70 74 79 84
4 71 75 78 80
5 6 71 79 86
5 10 15 16 87
5 11 20 21 22
5 12 17 19 24
5 13 14 18 23
5 25 27 31 88
5 26 34 35 81
5 28 32 33 37
5 29 30 36 85
5 38 40 44 45
5 39 48 49 50
5 41 46 47 52
5 42 43 51 83
5 53 55 59 60
5 54 64 65 66
5 56 61 63 68
5 57 58 62 67
5 69 70 73 78
5 72 74 80 82
5 75 76 77 84
6 8 70 77 80
6 9 69 74 75
6 10 25 38 53
6 11 26 39 54
6 12 28 41 56
6 13 29 42 57
6 14 30 43 58
6 15 31 44 59
6 16 45 60 88
6 17 32 46 61
6 18 62 83 85
6 19 33 47 63
6 20 34 48 64
6 21 35 49 65
6 22 50 66 81
6 23 36 51 67
6 24 37 52 68
6 27 40 55 87
7 9 10 37 51
7 11 34 42 86
7 12 26 52 79
7 13 43 72 81
7 14 32 48 77
7 15 28 38 80
7 16 36 44 73
7 17 33 49 78
7 18 30 39 69
7 19 25 45 74
7 20 35 50 82
7 21 40 70 88
7 22 27 46 75
7 23 41 71 85
7 24 29 76 83
7 31 47 84 87
7 53 61 62 65
7 54 57 60 68
7 55 58 63 66
7 56 59 64 67
8 10 11 12 14
8 13 15 17 22
8 16 19 21 23
8 18 20 24 87
8 25 26 28 30
8 27 34 37 85
8 29 31 32 81
8 33 35 36 88
8 38 39 41 43
8 40 48 52 83
8 42 44 46 50
8 45 47 49 51
8 53 57 63 64
8 54 55 61 67
8 56 60 62 66
8 58 59 65 68
8 69 71 72 84
8 73 75 79 82
8 74 76 78 86
9 11 25 52 67
9 12 27 39 53
9 13 28 40 54
9 14 29 41 55
9 15 30 42 56
9 16 31 43 57
9 17 44 58 88
9 18 32 45 59
9 19 46 60 85
9 20 33 61 83
9 21 34 47 62
9 22 35 48 63
9 26 38 68 87
9 70 71 76 82
9 72 77 78 79
9 73 80 84 86
10 26 40 56 82
10 27 42 59 78
10 28 44 62 77
10 29 46 65 84
10 30 47 67 76
10 31 49 54 75
10 32 52 60 73
10 33 41 66 86
10 34 43 68 71
10 35 45 55 70
10 36 50 64 79
10 39 63 72 85
10 58 69 81 83
11 27 41 57 82
11 28 43 60 78
11 29 45 63 77
11 30 66 83 84
11 31 48 68 76
11 32 51 58 74
11 33 40 64 72
11 35 44 53 71
11 36 49 62 80
11 38 61 73 85
11 46 56 70 81
11 50 55 75 88
12 29 43 59 82
12 30 45 62 78
12 31 65 77 83
12 32 50 54 76
12 33 38 60 74
12 34 40 63 73
12 35 42 66 72
12 36 47 58 70
12 37 49 61 69
12 44 68 81 86
12 48 67 84 88
12 51 57 75 85
13 25 50 62 69
13 26 51 65 80
13 27 38 67 79
13 30 44 60 82
13 31 46 63 78
13 32 49 68 84
13 33 52 58 75
13 34 39 61 74
13 35 41 64 73
13 36 56 71 83
13 37 48 59 70
13 47 66 77 88
14 25 49 60 70
14 27 52 66 80
14 28 39 68 79
14 31 45 61 82
14 33 51 56 76
14 34 38 59 75
14 35 40 62 74
14 36 46 54 86
14 37 47 57 71
14 42 65 73 81
14 50 53 84 85
14 64 78 83 88
15 25 48 58 71
15 26 50 61 70
15 27 51 64 69
15 29 40 53 79
15 32 47 65 78
15 34 52 57 76
15 35 39 60 75
15 36 45 68 72
15 37 55 83 86
15 41 63 74 81
15 46 62 82 88
15 49 67 77 85
16 25 47 56 86
16 26 49 59 71
16 28 52 65 69
16 29 39 67 80
16 30 41 54 79
16 32 63 82 83
16 33 50 68 77
16 34 51 55 84
16 35 38 58 76
16 37 46 53 72
16 40 61 75 81
16 48 66 78 85
17 25 54 72 83
17 26 48 57 86
17 27 50 60 71
17 28 51 63 70
17 29 38 66 69
17 30 40 68 80
17 31 42 55 79
17 35 52 56 84
17 36 43 65 74
17 37 45 67 73
17 39 59 76 81
17 47 64 82 85
18 25 46 68 73
18 26 47 55 72
18 27 49 58 86
18 29 52 64 70
18 31 41 53 80
18 33 48 65 82
18 34 50 67 78
18 35 51 54 77
18 36 42 63 75
18 37 44 66 74
18 38 57 81 84
18 43 56 79 88
19 26 53 73 83
19 27 48 56 72
19 28 50 59 86
19 29 51 62 71
19 30 38 65 70
19 31 40 67 69
19 32 44 57 79
19 34 49 66 82
19 36 41 61 76
19 37 43 64 75
19 42 54 80 88
19 52 55 77 81
20 25 44 65 75
20 26 46 67 74
20 27 47 54 73
20 28 49 57 72
20 30 52 63 71
20 31 39 66 70
20 32 43 55 80
20 36 40 59 84
20 37 42 62 76
20 41 68 69 88
20 45 58 79 85
20 51 53 78 81
21 25 43 63 76
21 26 45 66 75
21 27 68 74 83
21 28 48 55 73
21 29 50 58 72
21 30 51 61 86
21 31 38 64 71
21 32 42 53 69
21 33 46 59 79
21 36 39 57 77
21 37 41 60 84
21 44 56 80 85
22 25 42 61 84
22 26 44 64 76
22 28 47 53 74
22 29 49 56 73
22 31 52 62 86
22 32 41 67 70
22 33 45 57 80
22 34 60 79 83
22 36 38 55 78
22 37 40 58 77
22 39 65 71 88
22 43 54 69 85
23 25 40 57 78
23 26 42 60 77
23 27 44 63 84
23 28 46 66 76
23 29 47 68 75
