0 1 2 3 4 5 6 7 8
0 5 9 11 17 21 25 26 35
0 5 10 14 16 28 33 42 43
0 5 12 20 27 34 36 39 40
0 5 13 15 23 24 29 32 38
0 5 18 19 22 30 31 37 41
1 2 9 18 21 24 39 42 43
1 2 10 11 16 23 37 40 41
1 2 12 19 26 30 32 33 35
1 2 13 17 25 28 29 34 36
1 2 14 15 20 22 27 31 38
3 7 9 10 16 20 21 27 32
3 7 11 15 19 28 30 38 39
3 7 12 13 29 37 41 42 43
3 7 14 18 23 26 34 35 36
3 7 17 22 24 25 31 33 40
4 8 9 12 21 22 23 28 31
4 8 10 16 19 24 30 34 36
4 8 11 13 18 20 27 29 33
4 8 14 17 25 32 37 39 41
4 8 15 26 35 38 40 42 43
6 9 13 14 19 21 29 30 40
6 9 13 20 23 30 33 39 40
6 10 12 15 16 17 18 25 38
6 11 22 31 32 34 36 42 43
6 20 24 26 27 28 35 37 41
9 15 21 33 34 36 37 38 41
10 13 16 22 26 29 31 35 39
11 12 14 18 24 28 31 32 40
17 19 20 23 25 27 30 42 43
