0 1 2 3 4
0 5 14 28 43
0 6 11 19 34
0 7 26 32 35
0 8 18 20 44
0 9 10 23 38
0 12 17 25 36
0 13 24 33 40
0 15 31 37 42
0 16 22 27 30
0 21 29 39 41
1 5 11 24 39
1 6 10 29 44
1 7 12 15 30
1 8 27 33 36
1 9 19 21 40
1 13 18 26 37
1 14 20 34 41
1 16 32 38 43
1 17 23 28 31
1 22 25 35 42
2 5 15 22 41
2 6 12 20 35
2 7 11 25 40
2 8 13 16 31
2 9 28 34 37
2 10 21 30 42
2 14 19 27 38
2 17 33 39 44
2 18 24 29 32
2 23 26 36 43
3 5 29 30 38
3 6 16 23 42
3 7 13 21 36
3 8 12 26 41
3 9 14 17 32
3 10 15 28 39
3 11 22 31 43
3 18 34 35 40
3 19 20 25 33
3 24 27 37 44
4 5 10 18 33
4 6 25 31 39
4 7 17 24 43
4 8 14 22 37
4 9 13 27 42
4 11 16 29 35
4 12 23 32 44
4 15 21 26 34
4 19 30 36 41
4 20 28 38 40
5 6 7 8 9
5 12 16 37 40
5 13 23 25 34
5 17 21 27 35
5 19 26 31 44
5 20 32 36 42
6 13 17 38 41
6 14 24 26 30
6 15 27 32 40
6 18 22 28 36
6 21 33 37 43
7 10 20 27 31
7 14 18 39 42
7 16 28 33 41
7 19 23 29 37
7 22 34 38 44
8 10 19 35 43
8 11 21 28 32
8 15 24 25 38
8 17 29 34 42
8 23 30 39 40
9 11 15 36 44
9 12 22 29 33
9 16 20 26 39
9 18 25 30 43
9 24 31 35 41
10 11 12 13 14
10 16 24 34 36
10 17 22 26 40
10 25 32 37 41
11 17 20 30 37
11 18 23 27 41
11 26 33 38 42
12 18 21 31 38
12 19 24 28 42
12 27 34 39 43
13 15 20 29 43
13 19 22 32 39
13 28 30 35 44
14 15 23 33 35
14 16 21 25 44
14 29 31 36 40
15 16 17 18 19
20 21 22 23 24
25 26 27 28 29
30 31 32 33 34
35 36 37 38 39
40 41 42 43 44
