Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    8.87966e+15    0.00000e+00    1.65208e+23    4.93709e+18    0.00000e+00    0.00000e+00
    1.05207e-06    1.63131e+16    0.00000e+00    1.79300e+23    7.49503e+18    4.81838e+12    0.00000e+00
    1.10685e-06    1.73657e+16    0.00000e+00    1.87692e+23    7.22931e+18    5.31468e+12    0.00000e+00
    1.16448e-06    1.83420e+16    0.00000e+00    1.95298e+23    8.41196e+18    5.86208e+12    0.00000e+00
    1.22511e-06    2.12876e+16    0.00000e+00    2.13324e+23    1.17813e+19    6.46585e+12    0.00000e+00
    1.28890e-06    3.56908e+16    0.00000e+00    2.28503e+23    1.22709e+19    7.13184e+12    0.00000e+00
    1.35602e-06    3.96597e+16    0.00000e+00    2.42991e+23    1.57124e+19    7.86653e+12    0.00000e+00
    1.42662e-06    4.30792e+16    0.00000e+00    2.57238e+23    1.58066e+19    8.67672e+12    0.00000e+00
    1.50090e-06    8.66654e+16    0.00000e+00    2.79643e+23    1.94812e+19    9.57040e+12    0.00000e+00
    1.57905e-06    1.00666e+17    0.00000e+00    2.87635e+23    2.42119e+19    1.05562e+13    0.00000e+00
    1.66127e-06    9.32673e+16    0.00000e+00    3.10248e+23    2.48473e+19    1.16435e+13    0.00000e+00
    1.74777e-06    1.62666e+17    0.00000e+00    3.26863e+23    3.52352e+19    1.28428e+13    0.00000e+00
    1.83878e-06    1.89626e+17    0.00000e+00    3.46166e+23    3.61546e+19    1.41657e+13    0.00000e+00
    1.93452e-06    1.94668e+17    0.00000e+00    3.63919e+23    4.15835e+19    1.56247e+13    0.00000e+00
    2.03525e-06    2.57790e+17    0.00000e+00    3.80315e+23    5.60391e+19    1.72341e+13    0.00000e+00
    2.14122e-06    3.18592e+17    0.00000e+00    3.97379e+23    6.34391e+19    1.90092e+13    0.00000e+00
    2.25271e-06    4.22333e+17    0.00000e+00    4.23967e+23    6.76853e+19    2.09671e+13    0.00000e+00
    2.37001e-06    4.33605e+17    0.00000e+00    4.37537e+23    8.06330e+19    2.31269e+13    0.00000e+00
    2.49341e-06    5.54854e+17    0.00000e+00    4.57008e+23    8.85939e+19    2.55089e+13    0.00000e+00
    2.62324e-06    6.34078e+17    0.00000e+00    4.76020e+23    1.13932e+20    2.81364e+13    0.00000e+00
    2.75983e-06    7.01329e+17    0.00000e+00    4.97290e+23    1.29822e+20    3.10345e+13    0.00000e+00
    2.90353e-06    9.65553e+17    0.00000e+00    5.15937e+23    1.35107e+20    3.42311e+13    0.00000e+00
    3.05471e-06    1.16260e+18    0.00000e+00    5.32973e+23    1.63718e+20    3.77568e+13    0.00000e+00
