Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    3.46604e-15    0.00000e+00    4.11730e-13    1.75743e-13    0.00000e+00    0.00000e+00
    1.05207e-06    1.75890e+15    0.00000e+00    1.37088e+18    1.37088e+18    1.37088e+18    0.00000e+00
    1.10685e-06    2.04050e+15    0.00000e+00    1.51208e+18    1.51208e+18    1.51208e+18    0.00000e+00
    1.16448e-06    2.36716e+15    0.00000e+00    1.66782e+18    1.66782e+18    1.66782e+18    0.00000e+00
    1.22511e-06    2.74611e+15    0.00000e+00    1.83960e+18    1.83960e+18    1.83960e+18    0.00000e+00
    1.28890e-06    3.18575e+15    0.00000e+00    2.02908e+18    2.02908e+18    2.02908e+18    0.00000e+00
    1.35602e-06    3.69584e+15    0.00000e+00    2.23811e+18    2.23811e+18    2.23811e+18    0.00000e+00
    1.42662e-06    4.28748e+15    0.00000e+00    2.46861e+18    2.46861e+18    2.46861e+18    0.00000e+00
    1.50090e-06    4.97386e+15    0.00000e+00    2.72287e+18    2.72287e+18    2.72287e+18    0.00000e+00
    1.57905e-06    5.77016e+15    0.00000e+00    3.00333e+18    3.00333e+18    3.00333e+18    0.00000e+00
    1.66127e-06    6.69394e+15    0.00000e+00    3.31268e+18    3.31268e+18    3.31268e+18    0.00000e+00
    1.74777e-06    7.76561e+15    0.00000e+00    3.65389e+18    3.65389e+18    3.65389e+18    0.00000e+00
    1.83878e-06    9.00894e+15    0.00000e+00    4.03027e+18    4.03027e+18    4.03027e+18    0.00000e+00
    1.93452e-06    1.04512e+16    0.00000e+00    4.44538e+18    4.44538e+18    4.44538e+18    0.00000e+00
    2.03525e-06    1.21244e+16    0.00000e+00    4.90327e+18    4.90327e+18    4.90327e+18    0.00000e+00
    2.14122e-06    1.40654e+16    0.00000e+00    5.40830e+18    5.40830e+18    5.40830e+18    0.00000e+00
    2.25271e-06    1.63172e+16    0.00000e+00    5.96536e+18    5.96536e+18    5.96536e+18    0.00000e+00
    2.37001e-06    1.89296e+16    0.00000e+00    6.57982e+18    6.57982e+18    6.57982e+18    0.00000e+00
    2.49341e-06    2.19601e+16    0.00000e+00    7.25753e+18    7.25753e+18    7.25753e+18    0.00000e+00
    2.62324e-06    2.54758e+16    0.00000e+00    8.00508e+18    8.00508e+18    8.00508e+18    0.00000e+00
    2.75983e-06    2.95544e+16    0.00000e+00    8.82962e+18    8.82962e+18    8.82962e+18    0.00000e+00
    2.90353e-06    3.42860e+16    0.00000e+00    9.73907e+18    9.73907e+18    9.73907e+18    0.00000e+00
    3.05471e-06    3.97749e+16    0.00000e+00    1.07422e+19    1.07422e+19    1.07422e+19    0.00000e+00
    3.21376e-06    4.61424e+16    0.00000e+00    1.18486e+19    1.18486e+19    1.18486e+19    0.00000e+00
    3.38110e-06    5.08449e+16    0.00000e+00    1.29381e+19    1.29381e+19    1.29381e+19    0.00000e+00
    3.55715e-06    6.07421e+16    0.00000e+00    1.42957e+19    1.42957e+19    1.42957e+19    0.00000e+00
    3.74237e-06    7.23745e+16    0.00000e+00    1.57958e+19    1.57958e+19    1.57958e+19    0.00000e+00
    3.93723e-06    8.57042e+16    0.00000e+00    1.74533e+19    1.74533e+19    1.74533e+19    0.00000e+00
    4.14223e-06    1.00535e+17    0.00000e+00    1.92782e+19    1.92782e+19    1.92782e+19    0.00000e+00
    4.35791e-06    1.16772e+17    0.00000e+00    2.12985e+19    2.12985e+19    2.12985e+19    0.00000e+00
    4.58482e-06    1.34323e+17    0.00000e+00    2.35257e+19    2.35257e+19    2.35257e+19    0.00000e+00
    4.82355e-06    1.53433e+17    0.00000e+00    2.59790e+19    2.59790e+19    2.59790e+19    0.00000e+00
    5.07471e-06    1.74970e+17    0.00000e+00    2.86948e+19    2.86948e+19    2.86948e+19    0.00000e+00
