0 1 2 3 4 5
9 22 75 76 78 82
9 23 52 68 73 88
9 25 30 45 57 71
9 32 43 51 60 90
9 38 54 59 74 86
9 39 49 72 83 91
9 62 63 65 69 87
10 11 13 17 35 48
10 15 30 42 56 85
10 18 27 57 67 90
10 20 43 54 62 71
10 21 29 38 68 78
10 22 36 65 81 86
10 23 76 77 79 83
10 24 53 69 74 89
10 26 31 46 58 72
10 33 44 52 61 91
10 39 55 60 75 87
10 63 64 66 70 88
11 12 14 18 36 49
11 16 31 43 57 86
11 19 28 58 68 91
11 21 44 55 63 72
11 22 30 39 69 79
11 23 37 66 82 87
11 24 77 78 80 84
11 25 54 70 75 90
11 27 32 47 59 73
11 40 56 61 76 88
11 64 65 67 71 89
12 13 15 19 37 50
12 17 32 44 58 87
12 22 45 56 64 73
12 23 31 40 70 80
12 24 38 67 83 88
12 25 78 79 81 85
12 26 55 71 76 91
12 28 33 48 60 74
12 41 57 62 77 89
12 65 66 68 72 90
13 14 16 20 38 51
13 18 33 45 59 88
13 23 46 57 65 74
13 24 32 41 71 81
13 25 39 68 84 89
13 26 79 80 82 86
13 29 34 49 61 75
13 42 58 63 78 90
13 66 67 69 73 91
14 15 17 21 39 52
14 19 34 46 60 89
14 24 47 58 66 75
14 25 33 42 72 82
14 26 40 69 85 90
14 27 80 81 83 87
14 30 35 50 62 76
14 43 59 64 79 91
15 16 18 22 40 53
15 20 35 47 61 90
15 25 48 59 67 76
15 26 34 43 73 83
15 27 41 70 86 91
15 28 81 82 84 88
15 31 36 51 63 77
16 17 19 23 41 54
16 21 36 48 62 91
16 26 49 60 68 77
16 27 35 44 74 84
16 29 82 83 85 89
16 32 37 52 64 78
17 18 20 24 42 55
17 27 50 61 69 78
17 28 36 45 75 85
17 30 83 84 86 90
17 33 38 53 65 79
18 19 21 25 43 56
18 28 51 62 70 79
18 29 37 46 76 86
18 31 84 85 87 91
18 34 39 54 66 80
19 20 22 26 44 57
19 29 52 63 71 80
19 30 38 47 77 87
19 35 40 55 67 81
20 21 23 27 45 58
20 30 53 64 72 81
20 31 39 48 78 88
20 36 41 56 68 82
21 22 24 28 46 59
21 31 54 65 73 82
21 32 40 49 79 89
21 37 42 57 69 83
22 23 25 29 47 60
22 32 55 66 74 83
22 33 41 50 80 90
22 38 43 58 70 84
23 24 26 30 48 61
23 33 56 67 75 84
23 34 42 51 81 91
23 39 44 59 71 85
24 25 27 31 49 62
24 34 57 68 76 85
24 40 45 60 72 86
25 26 28 32 50 63
25 35 58 69 77 86
25 41 46 61 73 87
26 27 29 33 51 64
26 36 59 70 78 87
26 42 47 62 74 88
27 28 30 34 52 65
27 37 60 71 79 88
27 43 48 63 75 89
28 29 31 35 53 66
28 38 61 72 80 89
28 44 49 64 76 90
29 30 32 36 54 67
29 39 62 73 81 90
29 45 50 65 77 91
30 31 33 37 55 68
30 40 63 74 82 91
31 32 34 38 56 69
32 33 35 39 57 70
33 34 36 40 58 71
34 35 37 41 59 72
35 36 38 42 60 73
36 37 39 43 61 74
37 38 40 44 62 75
38 39 41 45 63 76
39 40 42 46 64 77
40 41 43 47 65 78
41 42 44 48 66 79
42 43 45 49 67 80
43 44 46 50 68 81
44 45 47 51 69 82
45 46 48 52 70 83
46 47 49 53 71 84
47 48 50 54 72 85
48 49 51 55 73 86
49 50 52 56 74 87
50 51 53 57 75 88
51 52 54 58 76 89
52 53 55 59 77 90
53 54 56 60 78 91
