0 1 2 3 4 5
0 1 2 3 4 91
0 6 7 8 9 10
0 11 12 13 14 15
0 16 17 18 19 20
0 21 22 23 24 25
0 26 27 28 29 30
0 31 32 33 34 35
0 36 37 38 39 40
0 41 42 43 44 45
0 46 47 48 49 50
0 51 52 53 54 55
0 56 57 58 59 60
0 61 62 63 64 65
0 66 67 68 69 70
0 71 72 73 74 75
0 76 77 78 79 80
0 81 82 83 84 85
0 86 87 88 89 90
1 2 4 8 26 39
1 3 7 25 38 91
1 5 23 36 89 90
1 6 21 33 47 76
1 9 18 48 58 81
1 10 40 50 73 84
1 11 34 45 53 62
1 12 20 29 59 69
1 13 27 56 72 77
1 14 67 68 70 74
1 15 44 60 65 80
1 16 28 42 71 87
1 17 22 37 49 63
1 19 32 85 86 88
1 24 35 43 52 82
1 30 46 51 66 78
1 31 41 64 75 83
1 54 55 57 61 79
2 3 5 9 27 40
2 6 24 37 90 91
2 7 22 34 48 77
2 10 19 49 59 82
2 11 41 51 74 85
2 12 35 46 54 63
2 13 21 30 60 70
2 14 28 57 73 78
2 15 68 69 71 75
2 16 45 61 66 81
2 17 29 43 72 88
2 18 23 38 50 64
2 20 33 86 87 89
2 25 36 44 53 83
2 31 47 52 67 79
2 32 42 65 76 84
2 55 56 58 62 80
3 4 6 10 28 41
3 8 23 35 49 78
3 11 20 50 60 83
3 12 42 52 75 86
3 13 36 47 55 64
3 14 22 31 61 71
3 15 29 58 74 79
3 16 69 70 72 76
3 17 46 62 67 82
3 18 30 44 73 89
3 19 24 39 51 65
3 21 34 87 88 90
3 26 37 45 54 84
3 32 48 53 68 80
3 33 43 66 77 85
3 56 57 59 63 81
4 5 7 11 29 42
4 9 24 36 50 79
4 12 21 51 61 84
4 13 43 53 76 87
4 14 37 48 56 65
4 15 23 32 62 72
4 16 30 59 75 80
4 17 70 71 73 77
4 18 47 63 68 83
4 19 31 45 74 90
4 20 25 40 52 66
4 22 35 88 89 91
4 27 38 46 55 85
4 33 49 54 69 81
4 34 44 67 78 86
4 57 58 60 64 82
5 6 8 12 30 43
5 10 25 37 51 80
5 13 22 52 62 85
5 14 44 54 77 88
5 15 38 49 57 66
5 16 24 33 63 73
5 17 31 60 76 81
5 18 71 72 74 78
5 19 48 64 69 84
5 20 32 46 75 91
5 21 26 41 53 67
5 28 39 47 56 86
5 34 50 55 70 82
5 35 45 68 79 87
5 58 59 61 65 83
6 7 9 13 31 44
6 11 26 38 52 81
6 14 23 53 63 86
6 15 45 55 78 89
6 16 39 50 58 67
6 17 25 34 64 74
6 18 32 61 77 82
6 19 72 73 75 79
6 20 49 65 70 85
6 22 27 42 54 68
6 29 40 48 57 87
6 35 51 56 71 83
6 36 46 69 80 88
6 59 60 62 66 84
7 8 10 14 32 45
7 12 27 39 53 82
7 15 24 54 64 87
7 16 46 56 79 90
7 17 40 51 59 68
7 18 26 35 65 75
7 19 33 62 78 83
7 20 73 74 76 80
7 21 50 66 71 86
7 23 28 43 55 69
7 30 41 49 58 88
7 36 52 57 72 84
7 37 47 70 81 89
7 60 61 63 67 85
8 9 11 15 33 46
8 13 28 40 54 83
8 16 25 55 65 88
8 17 47 57 80 91
8 18 41 52 60 69
8 19 27 36 66 76
8 20 34 63 79 84
8 21 74 75 77 81
8 22 51 67 72 87
8 24 29 44 56 70
8 31 42 50 59 89
8 37 53 58 73 85
8 38 48 71 82 90
8 61 62 64 68 86
9 10 12 16 34 47
9 14 29 41 55 84
9 17 26 56 66 89
9 19 42 53 61 70
9 20 28 37 67 77
9 21 35 64 80 85
