0 1 2 3
0 2 5 12
0 3 4 9
0 6 7 8
0 10 11 13
0 14 28 42
0 15 29 43
0 16 30 44
0 17 31 45
0 18 32 46
0 19 33 47
0 20 34 48
0 21 35 49
0 22 36 50
0 23 37 51
0 24 38 52
0 25 39 53
0 26 40 54
0 27 41 55
1 4 15 18
1 5 7 9
1 6 11 12
1 8 10 13
1 14 29 55
1 15 37 46
1 16 39 50
1 17 34 44
1 18 36 53
1 19 32 48
1 20 31 52
1 21 28 54
1 22 38 45
1 23 35 47
1 24 30 49
1 25 33 51
1 26 41 43
1 27 40 42
2 3 8 13
2 4 6 10
2 7 9 11
2 14 36 45
2 15 38 49
2 16 33 43
2 17 35 52
2 18 31 47
2 19 30 51
2 20 40 53
2 21 37 44
2 22 34 46
2 23 29 48
2 24 32 50
2 25 41 42
2 26 28 55
2 27 39 54
3 5 7 10
3 6 11 12
3 14 37 48
3 15 32 42
3 16 34 51
3 17 30 46
3 18 29 50
3 19 39 52
3 20 36 43
3 21 33 45
3 22 28 47
3 23 31 49
3 24 41 54
3 25 40 55
3 26 35 44
3 27 38 53
4 5 8 11
4 7 12 13
4 14 31 54
4 15 33 50
4 16 29 45
4 17 28 49
4 18 38 51
4 19 35 42
4 20 32 44
4 21 40 46
4 22 30 48
4 23 41 53
4 24 39 55
4 25 34 43
4 26 36 47
4 27 37 52
5 6 9 13
5 14 32 49
5 15 28 44
5 16 40 48
5 17 37 50
5 18 34 54
5 19 31 43
5 20 39 45
5 21 29 47
5 22 41 52
5 23 38 55
5 24 33 42
5 25 35 46
5 26 30 53
5 27 36 51
6 14 40 43
6 15 39 47
6 16 36 49
6 17 33 53
6 18 30 42
6 19 38 44
6 20 28 46
6 21 41 51
6 22 37 55
6 23 32 54
6 24 34 45
6 25 29 52
6 26 31 48
6 27 35 50
7 14 38 46
7 15 35 48
7 16 32 52
7 17 29 54
7 18 37 43
7 19 40 45
7 20 41 50
7 21 36 55
7 22 31 53
7 23 33 44
7 24 28 51
7 25 30 47
7 26 39 42
7 27 34 49
8 9 10 12
8 14 34 47
8 15 31 51
8 16 28 53
8 17 36 42
8 18 39 44
8 19 41 49
8 20 35 55
8 21 30 52
8 22 32 43
8 23 40 50
8 24 29 46
8 25 38 54
8 26 37 45
8 27 33 48
9 14 30 50
9 15 40 52
9 16 35 54
9 17 38 43
9 18 41 48
9 19 34 55
9 20 29 51
9 21 31 42
9 22 39 49
9 23 28 45
9 24 37 53
9 25 36 44
9 26 33 46
9 27 32 47
10 14 39 51
10 15 34 53
10 16 37 42
10 17 41 47
10 18 33 55
10 19 28 50
10 20 30 54
10 21 38 48
10 22 40 44
10 23 36 52
10 24 35 43
10 25 32 45
10 26 29 49
10 27 31 46
11 14 33 52
11 15 36 54
11 16 41 46
11 17 32 55
11 18 40 49
11 19 29 53
11 20 37 47
11 21 39 43
11 22 35 51
11 23 34 42
11 24 31 44
11 25 28 48
11 26 38 50
11 27 30 45
12 14 35 53
12 15 41 45
12 16 31 55
12 17 39 48
12 18 28 52
12 19 36 46
12 20 38 42
12 21 34 50
12 22 33 54
12 23 30 43
12 24 40 47
12 25 37 49
12 26 32 51
12 27 29 44
13 14 41 44
13 15 30 55
13 16 38 47
13 17 40 51
13 18 35 45
13 19 37 54
13 20 33 49
13 21 32 53
13 22 29 42
13 23 39 46
13 24 36 48
13 25 31 50
13 26 34 52
13 27 28 43
14 15 16 17
14 16 19 26
14 17 18 23
14 20 21 22
14 24 25 27
15 19 21 23
15 20 25 26
15 22 24 27
16 17 22 27
16 18 20 24
16 21 23 25
17 19 21 24
17 20 25 26
18 19 22 25
18 21 26 27
19 20 23 27
22 23 24 26
28 29 30 31
28 30 33 40
28 31 32 37
28 34 35 36
28 38 39 41
29 32 43 46
29 33 35 37
29 34 39 40
29 36 38 41
30 31 36 41
30 32 34 38
30 35 37 39
31 33 35 38
31 34 39 40
32 33 36 39
32 35 40 41
33 34 37 41
36 37 38 40
42 43 44 45
42 44 47 54
42 45 46 51
42 48 49 50
42 52 53 55
43 47 49 51
43 48 53 54
43 50 52 55
44 45 50 55
44 46 48 52
44 49 51 53
45 47 49 52
45 48 53 54
46 47 50 53
46 49 54 55
47 48 51 55
50 51 52 54
