0 1 2 3
0 2 8 10
0 4 6 9
0 5 7 44
0 11 22 33
0 12 23 34
0 13 24 35
0 14 25 36
0 15 26 37
0 16 27 38
0 17 28 39
0 18 29 40
0 19 30 41
0 20 31 42
0 21 32 43
1 4 10 44
1 5 6 8
1 7 8 9
1 11 32 42
1 12 22 43
1 13 23 33
1 14 24 34
1 15 25 35
1 16 26 36
1 17 27 37
1 18 28 38
1 19 29 39
1 20 30 40
1 21 31 41
2 4 5 7
2 6 9 44
2 11 31 40
2 12 32 41
2 13 22 42
2 14 23 43
2 15 24 33
2 16 25 34
2 17 26 35
2 18 27 36
2 19 28 37
2 20 29 38
2 21 30 39
3 4 8 44
3 5 9 10
3 6 7 10
3 11 30 38
3 12 31 39
3 13 32 40
3 14 22 41
3 15 23 42
3 16 24 43
3 17 25 33
3 18 26 34
3 19 27 35
3 20 28 36
3 21 29 37
4 11 29 36
4 12 30 37
4 13 31 38
4 14 32 39
4 15 22 40
4 16 23 41
4 17 24 42
4 18 25 43
4 19 26 33
4 20 27 34
4 21 28 35
5 11 28 34
5 12 29 35
5 13 30 36
5 14 31 37
5 15 32 38
5 16 22 39
5 17 23 40
5 18 24 41
5 19 25 42
5 20 26 43
5 21 27 33
6 11 27 43
6 12 28 33
6 13 29 34
6 14 30 35
6 15 31 36
6 16 32 37
6 17 22 38
6 18 23 39
6 19 24 40
6 20 25 41
6 21 26 42
7 11 26 41
7 12 27 42
7 13 28 43
7 14 29 33
7 15 30 34
7 16 31 35
7 17 32 36
7 18 22 37
7 19 23 38
7 20 24 39
7 21 25 40
8 11 25 39
8 12 26 40
8 13 27 41
8 14 28 42
8 15 29 43
8 16 30 33
8 17 31 34
8 18 32 35
8 19 22 36
8 20 23 37
8 21 24 38
9 11 24 37
9 12 25 38
9 13 26 39
9 14 27 40
9 15 28 41
9 16 29 42
9 17 30 43
9 18 31 33
9 19 32 34
9 20 22 35
9 21 23 36
10 11 23 35
10 12 24 36
10 13 25 37
10 14 26 38
10 15 27 39
10 16 28 40
10 17 29 41
10 18 30 42
10 19 31 43
10 20 32 33
10 21 22 34
11 12 13 14
11 13 19 21
11 15 17 20
11 16 18 44
12 15 21 44
12 16 17 19
12 18 19 20
13 15 16 18
13 17 20 44
14 15 19 44
14 16 20 21
14 17 18 21
22 23 24 25
22 24 30 32
22 26 28 31
22 27 29 44
23 26 32 44
23 27 28 30
23 29 30 31
24 26 27 29
24 28 31 44
25 26 30 44
25 27 31 32
25 28 29 32
33 34 35 36
33 35 41 43
33 37 39 42
33 38 40 44
34 37 43 44
34 38 39 41
34 40 41 42
35 37 38 40
35 39 42 44
36 37 41 44
36 38 42 43
36 39 40 43
