0 1 2 3 4 5 6 7
0 8 16 24 32 40 48 56
0 9 18 27 36 45 54 63
0 10 20 30 37 47 49 59
0 11 22 29 33 42 55 60
0 12 21 25 39 43 50 62
0 13 23 26 35 46 52 57
0 14 17 31 34 44 51 61
0 15 19 28 38 41 53 58
1 8 19 26 37 44 55 62
1 9 17 25 33 41 49 57
1 10 23 28 32 43 54 61
1 11 21 31 36 46 48 58
1 12 22 27 34 47 53 56
1 13 20 24 38 42 51 63
1 14 18 29 39 40 52 59
1 15 16 30 35 45 50 60
2 8 22 28 39 45 51 57
2 9 20 31 35 40 53 62
2 10 18 26 34 42 50 58
2 11 16 25 38 47 52 61
2 12 19 29 32 46 49 63
2 13 17 30 36 43 55 56
2 14 23 27 37 41 48 60
2 15 21 24 33 44 54 59
3 8 21 30 34 41 52 63
3 9 23 29 38 44 50 56
3 10 17 24 39 46 53 60
3 11 19 27 35 43 51 59
3 12 16 31 37 42 54 57
3 13 18 28 33 47 48 62
3 14 20 25 32 45 55 58
3 15 22 26 36 40 49 61
4 8 17 29 35 47 54 58
4 9 19 30 39 42 48 61
4 10 21 27 38 40 55 57
4 11 23 24 34 45 49 62
4 12 20 28 36 44 52 60
4 13 22 31 32 41 50 59
4 14 16 26 33 43 53 63
4 15 18 25 37 46 51 56
5 8 18 31 38 43 49 60
5 9 16 28 34 46 55 59
5 10 22 25 35 44 48 63
5 11 20 26 39 41 54 56
5 12 23 30 33 40 51 58
5 13 21 29 37 45 53 61
5 14 19 24 36 47 50 57
5 15 17 27 32 42 52 62
6 8 23 25 36 42 53 59
6 9 21 26 32 47 51 60
6 10 19 31 33 45 52 56
6 11 17 28 37 40 50 63
6 12 18 24 35 41 55 61
6 13 16 27 39 44 49 58
6 14 22 30 38 46 54 62
6 15 20 29 34 43 48 57
7 8 20 27 33 46 50 61
7 9 22 24 37 43 52 58
7 10 16 29 36 41 51 62
7 11 18 30 32 44 53 57
7 12 17 26 38 45 48 59
7 13 19 25 34 40 54 60
7 14 21 28 35 42 49 56
7 15 23 31 39 47 55 63
8 9 10 11 12 13 14 15
16 17 18 19 20 21 22 23
24 25 26 27 28 29 30 31
32 33 34 35 36 37 38 39
40 41 42 43 44 45 46 47
48 49 50 51 52 53 54 55
56 57 58 59 60 61 62 63
