0 1 2 3
0 1 35 36
0 4 7 22
0 5 20 23
0 6 15 17
0 7 14 30
0 8 21 28
0 9 12 18
0 10 31 37
0 11 24 34
0 13 25 29
0 16 19 26
0 27 32 33
1 3 19 29
1 4 12 37
1 4 24 32
1 5 9 34
1 5 21 30
1 6 14 18
1 7 25 27
1 8 13 26
1 10 17 28
1 11 22 31
1 15 20 33
1 16 18 23
2 4 20 28
2 5 17 26
2 6 24 31
2 7 10 23
2 8 29 33
2 9 25 36
2 11 13 18
2 12 15 30
2 14 22 32
2 16 34 37
2 17 30 35
2 19 21 27
3 4 6 33
3 5 27 37
3 7 18 20
3 8 15 25
3 9 10 11
3 12 28 35
3 13 14 34
3 16 17 22
3 21 23 24
3 26 32 36
3 29 30 31
4 5 14 16
4 8 18 27
4 9 19 30
4 10 26 35
4 11 20 25
4 13 15 21
4 17 23 29
4 31 34 36
5 6 12 13
5 6 29 36
5 7 24 33
5 8 10 11
5 15 18 32
5 19 22 28
5 25 31 35
6 7 9 26
6 8 22 23
6 10 20 30
6 11 16 21
6 19 32 35
6 25 32 34
6 27 28 37
7 8 12 19
7 11 28 36
7 13 17 19
7 15 16 31
7 21 32 37
7 29 34 35
8 9 16 35
8 9 34 37
8 14 17 32
8 19 20 31
8 24 30 36
9 13 20 32
9 14 27 29
9 15 22 24
9 17 21 31
9 23 28 33
10 12 19 34
10 13 22 36
10 14 25 33
10 15 21 27
10 16 29 32
10 18 19 24
11 12 14 19
11 15 29 37
11 17 33 35
11 23 26 27
11 28 30 32
12 16 20 33
12 17 24 25
12 21 26 29
12 22 27 36
12 23 31 32
13 14 28 31
13 16 23 36
13 24 27 35
13 30 33 37
14 15 23 35
14 20 21 36
14 24 26 37
15 19 33 36
15 26 28 34
16 24 25 28
16 27 30 31
17 18 36 37
17 20 27 34
18 21 25 35
18 22 28 29
18 23 30 34
18 26 31 33
19 23 25 37
20 22 35 37
20 24 26 29
21 22 33 34
22 25 26 30
