0 1 2 3
0 4 9 48
0 5 44 58
0 6 15 69
0 7 42 67
0 8 13 49
0 10 19 59
0 11 46 68
0 12 17 50
0 14 23 60
0 16 21 51
0 18 27 61
0 20 25 52
0 22 31 62
0 24 29 53
0 26 35 63
0 28 33 54
0 30 39 64
0 32 37 55
0 34 43 65
0 36 41 56
0 38 47 66
0 40 45 57
1 4 45 58
1 5 8 48
1 6 43 67
1 7 14 69
1 9 12 49
1 10 47 68
1 11 18 59
1 13 16 50
1 15 22 60
1 17 20 51
1 19 26 61
1 21 24 52
1 23 30 62
1 25 28 53
1 27 34 63
1 29 32 54
1 31 38 64
1 33 36 55
1 35 42 65
1 37 40 56
1 39 46 66
1 41 44 57
2 4 13 69
2 5 40 67
2 6 11 48
2 7 46 58
2 8 17 59
2 9 44 68
2 10 15 49
2 12 21 60
2 14 19 50
2 16 25 61
2 18 23 51
2 20 29 62
2 22 27 52
2 24 33 63
2 26 31 53
2 28 37 64
2 30 35 54
2 32 41 65
2 34 39 55
2 36 45 66
2 38 43 56
2 42 47 57
3 4 41 67
3 5 12 69
3 6 47 58
3 7 10 48
3 8 45 68
3 9 16 59
3 11 14 49
3 13 20 60
3 15 18 50
3 17 24 61
3 19 22 51
3 21 28 62
3 23 26 52
3 25 32 63
3 27 30 53
3 29 36 64
3 31 34 54
3 33 40 65
3 35 38 55
3 37 44 66
3 39 42 56
3 43 46 57
4 5 6 7
4 8 22 64
4 10 37 54
4 11 32 62
4 12 29 51
4 14 36 52
4 15 24 59
4 16 26 55
4 17 23 57
4 18 44 63
4 19 43 68
4 20 27 66
4 21 40 49
4 25 33 56
4 28 39 65
4 30 42 50
4 31 47 61
4 34 38 60
4 35 46 53
5 9 23 64
5 10 33 62
5 11 36 54
5 13 28 51
5 14 25 59
5 15 37 52
5 16 22 57
5 17 27 55
5 18 42 68
5 19 45 63
5 20 41 49
5 21 26 66
5 24 32 56
5 29 38 65
5 30 46 61
5 31 43 50
5 34 47 53
5 35 39 60
6 8 39 54
6 9 34 62
6 10 20 64
6 12 38 52
6 13 26 59
6 14 31 51
6 16 46 63
6 17 41 68
6 18 24 55
6 19 21 57
6 22 25 66
6 23 42 49
6 27 35 56
6 28 40 50
6 29 45 61
6 30 37 65
6 32 36 60
6 33 44 53
7 8 35 62
7 9 38 54
7 11 21 64
7 12 27 59
7 13 39 52
7 15 30 51
7 16 40 68
7 17 47 63
7 18 20 57
7 19 25 55
7 22 43 49
7 23 24 66
7 26 34 56
7 28 44 61
7 29 41 50
7 31 36 65
