0 1 2
0 3 4
0 5 6
0 7 8
0 9 10
0 11 12
0 13 14
0 15 16
0 17 18
0 19 20
0 21 22
0 23 24
0 25 26
0 27 28
0 29 30
0 31 32
0 33 34
0 35 36
0 37 38
1 3 24
1 4 29
1 5 36
1 6 11
1 7 17
1 8 25
1 9 18
1 10 26
1 12 23
1 13 30
1 14 28
1 15 34
1 16 32
1 19 21
1 20 33
1 22 38
1 27 31
1 35 37
2 3 27
2 4 18
2 5 24
2 6 28
2 7 29
2 8 35
2 9 21
2 10 14
2 11 20
2 12 31
2 13 23
2 15 26
2 16 17
2 19 36
2 22 30
2 25 34
2 32 37
2 33 38
3 5 31
3 6 20
3 7 11
3 8 38
3 9 23
3 10 16
3 12 35
3 13 28
3 14 18
3 15 17
3 19 25
3 21 32
3 22 34
3 26 37
3 29 33
3 30 36
4 5 19
4 6 32
4 7 20
4 8 24
4 9 34
4 10 22
4 11 30
4 12 13
4 14 15
4 16 37
4 17 25
4 21 27
4 23 35
4 26 33
4 28 38
4 31 36
5 7 38
5 8 37
5 9 16
5 10 11
5 12 15
5 13 21
5 14 22
5 17 20
5 18 28
5 23 26
5 25 30
5 27 33
5 29 34
5 32 35
6 7 13
6 8 22
6 9 19
6 10 29
6 12 33
6 14 38
6 15 23
6 16 30
6 17 35
6 18 36
6 21 37
6 24 25
6 26 27
6 31 34
7 9 24
7 10 32
7 12 34
7 14 27
7 15 30
7 16 28
7 18 25
7 19 33
7 21 36
7 22 35
7 23 37
7 26 31
8 9 20
8 10 30
8 11 33
8 12 36
8 13 18
8 14 32
8 15 19
8 16 26
8 17 34
8 21 28
8 23 31
8 27 29
9 11 38
9 12 26
9 13 36
9 14 35
9 15 25
9 17 29
9 22 31
9 27 37
9 28 30
9 32 33
10 12 17
10 13 37
10 15 33
10 18 31
10 19 34
10 20 25
10 21 38
10 23 36
10 24 28
10 27 35
11 13 17
11 14 29
11 15 28
11 16 22
11 18 23
11 19 32
11 21 34
11 24 31
11 25 27
11 26 35
11 36 37
12 14 25
12 16 19
12 18 21
12 20 22
12 24 37
12 27 30
12 28 32
12 29 38
13 15 29
13 16 24
13 19 26
13 20 31
13 22 33
13 25 32
13 27 38
13 34 35
14 16 31
14 17 19
14 20 23
14 21 33
14 24 30
14 26 36
14 34 37
15 18 32
15 20 37
15 21 24
15 22 27
15 31 35
15 36 38
16 18 34
16 20 29
16 21 35
16 23 38
16 25 33
16 27 36
17 21 31
17 22 28
17 23 33
17 24 27
17 26 38
17 30 37
17 32 36
18 19 29
18 20 27
18 22 24
18 26 30
18 33 37
18 35 38
19 22 37
19 23 27
19 24 38
19 28 31
19 30 35
20 21 30
20 24 35
20 26 28
20 32 38
20 34 36
21 23 25
21 26 29
22 23 29
22 25 36
22 26 32
23 28 34
23 30 32
24 26 34
24 29 32
24 33 36
25 28 37
25 29 35
25 31 38
27 32 34
28 29 36
28 33 35
29 31 37
30 31 33
30 34 38
