total_nanos,idx,x,y,z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,length,width,height,roll,pitch,yaw,type,role,subtype
0,0,42.69870751002679,-69.87825808098475,0.75,-2.040323807787435,9.78964140095927,0.0,0.0,0.0,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7762715207639246,2,0,4
0,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
33000000,0,42.63057038739118,-69.55537296883084,0.75,-2.04287826047275,9.788964141239116,0.0,-0.07740765713075624,-0.0205230218228579,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7767984477991792,2,0,4
33000000,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
66000000,0,42.5622710109619,-69.23252197869874,0.75,-2.0480118509873724,9.787896751059103,0.0,-0.15556334892795048,-0.03234515697010791,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7773202114048556,2,0,4
66000000,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
99000000,0,42.493811074535316,-68.90970487784348,0.75,-2.0530940927656616,9.786836067927096,0.0,-0.1540073266148242,-0.032141913091115186,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7778368105512719,2,0,4
99000000,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
132000000,0,42.42519235214013,-68.58692180855913,0.75,-2.058122578306886,9.785770725387847,0.0,-0.1523783497340718,-0.03228310724997148,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7783482436438065,2,0,4
132000000,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
165000000,0,42.35641641818303,-68.2641719720219,0.75,-2.0631032940612775,9.78472925872695,0.0,-0.1509307804361066,-0.031559595784767504,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7788545106063134,2,0,4
165000000,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
198000000,0,42.28748501744876,-67.94145536964511,0.75,-2.0680311291619002,9.783687410771593,0.0,-0.14932833638250845,-0.03157115016231652,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.7793556101160612,2,0,4
198000000,1,35.67839751592896,-23.57046779023927,0.9229999780654907,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.5,1.7999999523162842,0.0,0.0,1.798401823099394,3,-1,-1
231000000,0,42.218399834446295,-67.61877171761986,0.75,-2.072907890741569,9.782653832090634,0.0,-0.14778065392934978,-0.03132056608965966,0.0,5.039999961853027,2.0,1.5,0.0,0.0,1.779851541326387,2,0,4
