Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    1.20107e+16    0.00000e+00    1.70577e+23    6.60023e+18    0.00000e+00    0.00000e+00
    1.05207e-06    2.20498e+16    0.00000e+00    1.83824e+23    9.99704e+18    6.48937e+12    0.00000e+00
    1.10685e-06    2.34763e+16    0.00000e+00    1.93968e+23    9.65192e+18    7.15778e+12    0.00000e+00
    1.16448e-06    2.47975e+16    0.00000e+00    2.00200e+23    1.12159e+19    7.89501e+12    0.00000e+00
    1.22511e-06    2.87656e+16    0.00000e+00    2.17416e+23    1.56801e+19    8.70817e+12    0.00000e+00
    1.28890e-06    4.82013e+16    0.00000e+00    2.30847e+23    1.63285e+19    9.60512e+12    0.00000e+00
    1.35602e-06    5.35713e+16    0.00000e+00    2.45513e+23    2.08806e+19    1.05946e+13    0.00000e+00
    1.42662e-06    5.81758e+16    0.00000e+00    2.58485e+23    2.10367e+19    1.16857e+13    0.00000e+00
    1.50090e-06    1.16879e+17    0.00000e+00    2.78236e+23    2.58927e+19    1.28894e+13    0.00000e+00
    1.57905e-06    1.35770e+17    0.00000e+00    2.86157e+23    3.21128e+19    1.42170e+13    0.00000e+00
    1.66127e-06    1.25828e+17    0.00000e+00    3.05071e+23    3.29591e+19    1.56814e+13    0.00000e+00
    1.74777e-06    2.19114e+17    0.00000e+00    3.19973e+23    4.66004e+19    1.72966e+13    0.00000e+00
    1.83878e-06    2.55419e+17    0.00000e+00    3.36184e+23    4.78356e+19    1.90782e+13    0.00000e+00
    1.93452e-06    2.62122e+17    0.00000e+00    3.54334e+23    5.50299e+19    2.10433e+13    0.00000e+00
    2.03525e-06    3.46924e+17    0.00000e+00    3.67109e+23    7.37330e+19    2.32108e+13    0.00000e+00
    2.14122e-06    4.28648e+17    0.00000e+00    3.81567e+23    8.34874e+19    2.56015e+13    0.00000e+00
    2.25271e-06    5.67489e+17    0.00000e+00    4.02070e+23    8.90775e+19    2.82384e+13    0.00000e+00
    2.37001e-06    5.82550e+17    0.00000e+00    4.13734e+23    1.05915e+20    3.11471e+13    0.00000e+00
    2.49341e-06    7.45227e+17    0.00000e+00    4.29515e+23    1.16488e+20    3.43552e+13    0.00000e+00
    2.62324e-06    8.51880e+17    0.00000e+00    4.44057e+23    1.49118e+20    3.78939e+13    0.00000e+00
    2.75983e-06    9.42100e+17    0.00000e+00    4.60806e+23    1.69540e+20    4.17970e+13    0.00000e+00
    2.90353e-06    1.29531e+18    0.00000e+00    4.74545e+23    1.76630e+20    4.61022e+13    0.00000e+00
    3.05471e-06    1.55932e+18    0.00000e+00    4.85027e+23    2.13978e+20    5.08506e+13    0.00000e+00
    3.21376e-06    1.72500e+18    0.00000e+00    4.96387e+23    2.36127e+20    5.60882e+13    0.00000e+00
    3.38110e-06    2.06859e+18    0.00000e+00    5.07923e+23    2.94385e+20    6.18654e+13    0.00000e+00
    3.55715e-06    2.71889e+18    0.00000e+00    5.16757e+23    3.56409e+20    6.82377e+13    0.00000e+00
    3.74237e-06    3.40069e+18    0.00000e+00    5.24403e+23    3.74670e+20    7.52664e+13    0.00000e+00
    3.93723e-06    3.26072e+18    0.00000e+00    5.36440e+23    4.32567e+20    8.30189e+13    0.00000e+00
    4.14223e-06    4.09145e+18    0.00000e+00    5.38365e+23    4.96195e+20    9.15697e+13    0.00000e+00
    4.35791e-06    5.70625e+18    0.00000e+00    5.42980e+23    5.73277e+20    1.01001e+14    0.00000e+00
    4.58482e-06    6.34102e+18    0.00000e+00    5.45727e+23    6.73932e+20    1.11405e+14    0.00000e+00
    4.82355e-06    6.89200e+18    0.00000e+00    5.47455e+23    7.32542e+20    1.22880e+14    0.00000e+00
    5.07471e-06    9.23484e+18    0.00000e+00    5.43364e+23    7.67748e+20    1.35537e+14    0.00000e+00
    5.33894e-06    9.97108e+18    0.00000e+00    5.39927e+23    9.56536e+20    1.49497e+14    0.00000e+00
    5.61693e-06    1.14878e+19    0.00000e+00    5.33448e+23    1.08399e+21    1.64895e+14    0.00000e+00
    5.90940e-06    1.30900e+19    0.00000e+00    5.26363e+23    1.22337e+21    1.81880e+14    0.00000e+00
    6.21709e-06    1.55028e+19    0.00000e+00    5.17984e+23    1.30197e+21    2.00613e+14    0.00000e+00
    6.54081e-06    1.87425e+19    0.00000e+00    5.09701e+23    1.46515e+21    2.21277e+14    0.00000e+00
    6.88138e-06    2.12596e+19    0.00000e+00    4.93209e+23    1.70630e+21    2.44069e+14    0.00000e+00
    7.23968e-06    2.69627e+19    0.00000e+00    4.81228e+23    1.89333e+21    2.69208e+14    0.00000e+00
    7.61664e-06    2.95458e+19    0.00000e+00    4.65289e+23    2.05349e+21    2.96936e+14    0.00000e+00
    8.01323e-06    3.06850e+19    0.00000e+00    4.49603e+23    2.36725e+21    3.27521e+14    0.00000e+00
    8.43047e-06    4.17313e+19    0.00000e+00    4.31314e+23    2.59428e+21    3.61256e+14    0.00000e+00
    8.86943e-06    5.06796e+19    0.00000e+00    4.12856e+23    2.85185e+21    3.98466e+14    0.00000e+00
    9.33125e-06    5.45540e+19    0.00000e+00    3.90349e+23    3.27956e+21    4.39508e+14    0.00000e+00
    9.81712e-06    6.18550e+19    0.00000e+00    3.74004e+23    3.62916e+21    4.84779e+14    0.00000e+00
    1.03283e-05    7.18603e+19    0.00000e+00    3.50964e+23    3.83533e+21    5.34713e+14    0.00000e+00
    1.08661e-05    8.35702e+19    0.00000e+00    3.31187e+23    4.42423e+21    5.89791e+14    0.00000e+00
