Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    1.50385e+15    0.00000e+00    1.88236e+17    6.30069e+16    0.00000e+00    0.00000e+00
    1.05207e-06    1.09094e+15    0.00000e+00    2.02679e+17    1.02965e+17    3.51319e+16    0.00000e+00
    1.10685e-06    2.13102e+15    0.00000e+00    1.97437e+17    1.14097e+17    3.87505e+16    0.00000e+00
    1.16448e-06    2.47627e+15    0.00000e+00    1.89889e+17    1.20909e+17    4.27417e+16    0.00000e+00
    1.22511e-06    2.12212e+15    0.00000e+00    1.82139e+17    1.33119e+17    4.71439e+16    0.00000e+00
    1.28890e-06    3.56990e+15    0.00000e+00    1.77516e+17    1.46170e+17    5.19998e+16    0.00000e+00
    1.35602e-06    4.25230e+15    0.00000e+00    1.83946e+17    1.60188e+17    5.73566e+16    0.00000e+00
    1.42662e-06    3.82894e+15    0.00000e+00    1.89867e+17    1.76625e+17    6.32638e+16    0.00000e+00
    1.50090e-06    5.24123e+15    0.00000e+00    1.94141e+17    1.94641e+17    6.97799e+16    0.00000e+00
    1.57905e-06    5.59783e+15    0.00000e+00    1.99610e+17    2.06970e+17    7.69673e+16    0.00000e+00
    1.66127e-06    6.35952e+15    0.00000e+00    2.08838e+17    2.19746e+17    8.48951e+16    0.00000e+00
    1.74777e-06    5.92862e+15    0.00000e+00    2.22914e+17    2.42222e+17    9.36394e+16    0.00000e+00
    1.83878e-06    5.19097e+15    0.00000e+00    2.31902e+17    2.62432e+17    1.03285e+17    0.00000e+00
    1.93452e-06    6.09758e+15    0.00000e+00    2.50027e+17    2.84092e+17    1.13923e+17    0.00000e+00
    2.03525e-06    7.96405e+15    0.00000e+00    2.66595e+17    3.04353e+17    1.25658e+17    0.00000e+00
    2.14122e-06    1.06391e+16    0.00000e+00    2.84402e+17    3.32901e+17    1.38600e+17    0.00000e+00
    2.25271e-06    1.07996e+16    0.00000e+00    3.13851e+17    3.56372e+17    1.52876e+17    0.00000e+00
    2.37001e-06    1.17471e+16    0.00000e+00    3.35182e+17    3.81996e+17    1.68623e+17    0.00000e+00
    2.49341e-06    1.33155e+16    0.00000e+00    3.52263e+17    4.16332e+17    1.85991e+17    0.00000e+00
    2.62324e-06    1.60212e+16    0.00000e+00    3.79372e+17    4.46179e+17    2.05148e+17    0.00000e+00
    2.75983e-06    1.71612e+16    0.00000e+00    4.04644e+17    4.77671e+17    2.26279e+17    0.00000e+00
    2.90353e-06    2.08613e+16    0.00000e+00    4.32531e+17    5.17927e+17    2.49586e+17    0.00000e+00
    3.05471e-06    2.38655e+16    0.00000e+00    4.74744e+17    5.49009e+17    2.75293e+17    0.00000e+00
    3.21376e-06    2.34453e+16    0.00000e+00    5.09699e+17    5.81422e+17    3.03648e+17    0.00000e+00
    3.38110e-06    2.74783e+16    0.00000e+00    5.42390e+17    6.35815e+17    3.34925e+17    0.00000e+00
    3.55715e-06    3.07441e+16    0.00000e+00    5.84356e+17    6.82361e+17    3.69422e+17    0.00000e+00
    3.74237e-06    3.20008e+16    0.00000e+00    6.29033e+17    7.32811e+17    4.07474e+17    0.00000e+00
    3.93723e-06    3.38558e+16    0.00000e+00    6.73226e+17    7.85994e+17    4.49444e+17    0.00000e+00
    4.14223e-06    3.61442e+16    0.00000e+00    7.31140e+17    8.48161e+17    4.95736e+17    0.00000e+00
    4.35791e-06    3.88185e+16    0.00000e+00    7.87654e+17    9.15901e+17    5.46797e+17    0.00000e+00
    4.58482e-06    4.32938e+16    0.00000e+00    8.45070e+17    9.79573e+17    6.03118e+17    0.00000e+00
    4.82355e-06    4.70406e+16    0.00000e+00    9.15256e+17    1.04774e+18    6.65241e+17    0.00000e+00
    5.07471e-06    4.88808e+16    0.00000e+00    9.87172e+17    1.13452e+18    7.33763e+17    0.00000e+00
    5.33894e-06    5.23539e+16    0.00000e+00    1.07085e+18    1.22516e+18    8.09340e+17    0.00000e+00
    5.61693e-06    5.66520e+16    0.00000e+00    1.16387e+18    1.31547e+18    8.92703e+17    0.00000e+00
    5.90940e-06    6.10843e+16    0.00000e+00    1.25714e+18    1.42248e+18    9.84653e+17    0.00000e+00
    6.21709e-06    6.33913e+16    0.00000e+00    1.35558e+18    1.53474e+18    1.08607e+18    0.00000e+00
    6.54081e-06    6.69463e+16    0.00000e+00    1.47713e+18    1.65646e+18    1.19794e+18    0.00000e+00
    6.88138e-06    7.28875e+16    0.00000e+00    1.60596e+18    1.78977e+18    1.32133e+18    0.00000e+00
    7.23968e-06    7.51007e+16    0.00000e+00    1.74257e+18    1.93201e+18    1.45743e+18    0.00000e+00
    7.61664e-06    8.01409e+16    0.00000e+00    1.89651e+18    2.09059e+18    1.60754e+18    0.00000e+00
    8.01323e-06    8.71693e+16    0.00000e+00    2.06626e+18    2.25788e+18    1.77312e+18    0.00000e+00
    8.43047e-06    8.98552e+16    0.00000e+00    2.25039e+18    2.44919e+18    1.95576e+18    0.00000e+00
    8.86943e-06    9.35052e+16    0.00000e+00    2.45576e+18    2.66279e+18    2.15720e+18    0.00000e+00
    9.33125e-06    9.85209e+16    0.00000e+00    2.67781e+18    2.88682e+18    2.37939e+18    0.00000e+00
    9.81712e-06    1.04965e+17    0.00000e+00    2.92156e+18    3.13501e+18    2.62448e+18    0.00000e+00
    1.03283e-05    1.08075e+17    0.00000e+00    3.19352e+18    3.40861e+18    2.89481e+18    0.00000e+00
    1.08661e-05    1.11030e+17    0.00000e+00    3.49119e+18    3.71520e+18    3.19299e+18    0.00000e+00
    1.14318e-05    1.17857e+17    0.00000e+00    3.82095e+18    4.04866e+18    3.52182e+18    0.00000e+00
    1.20271e-05    1.22472e+17    0.00000e+00    4.18176e+18    4.41020e+18    3.88461e+18    0.00000e+00
    1.26533e-05    1.27020e+17    0.00000e+00    4.57936e+18    4.81313e+18    4.28470e+18    0.00000e+00
    1.33122e-05    1.31518e+17    0.00000e+00    5.01912e+18    5.25335e+18    4.72607e+18    0.00000e+00
    1.40053e-05    1.36666e+17    0.00000e+00    5.50789e+18    5.74247e+18    5.21283e+18    0.00000e+00
    1.47345e-05    1.41166e+17    0.00000e+00    6.04011e+18    6.28207e+18    5.74973e+18    0.00000e+00
    1.55018e-05    1.46163e+17    0.00000e+00    6.63104e+18    6.86617e+18    6.34203e+18    0.00000e+00
    1.63089e-05    1.54201e+17    0.00000e+00    7.28295e+18    7.51706e+18    6.99522e+18    0.00000e+00
    1.71581e-05    1.60945e+17    0.00000e+00    7.99909e+18    8.23650e+18    7.71575e+18    0.00000e+00
    1.80515e-05    1.66321e+17    0.00000e+00    8.78916e+18    9.02844e+18    8.51048e+18    0.00000e+00
