Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    4.06627e+15    0.00000e+00    1.54704e+23    2.27884e+18    0.00000e+00    0.00000e+00
    1.05207e-06    7.43869e+15    0.00000e+00    1.67258e+23    3.47403e+18    2.20191e+12    0.00000e+00
    1.10685e-06    7.93564e+15    0.00000e+00    1.72208e+23    3.34503e+18    2.42871e+12    0.00000e+00
    1.16448e-06    8.39473e+15    0.00000e+00    1.85514e+23    3.90278e+18    2.67885e+12    0.00000e+00
    1.22511e-06    9.71561e+15    0.00000e+00    1.99283e+23    5.48499e+18    2.95477e+12    0.00000e+00
    1.28890e-06    1.62568e+16    0.00000e+00    2.23181e+23    5.71529e+18    3.25911e+12    0.00000e+00
    1.35602e-06    1.80666e+16    0.00000e+00    2.31560e+23    7.33710e+18    3.59485e+12    0.00000e+00
    1.42662e-06    1.96405e+16    0.00000e+00    2.50358e+23    7.35909e+18    3.96509e+12    0.00000e+00
    1.50090e-06    3.94695e+16    0.00000e+00    2.78851e+23    9.09426e+18    4.37348e+12    0.00000e+00
    1.57905e-06    4.58537e+16    0.00000e+00    2.86864e+23    1.13518e+19    4.82396e+12    0.00000e+00
    1.66127e-06    4.25159e+16    0.00000e+00    3.19179e+23    1.16488e+19    5.32084e+12    0.00000e+00
    1.74777e-06    7.41752e+16    0.00000e+00    3.35954e+23    1.66218e+19    5.86889e+12    0.00000e+00
    1.83878e-06    8.64128e+16    0.00000e+00    3.67129e+23    1.70395e+19    6.47343e+12    0.00000e+00
    1.93452e-06    8.88231e+16    0.00000e+00    3.82616e+23    1.95891e+19    7.14018e+12    0.00000e+00
    2.03525e-06    1.17648e+17    0.00000e+00    4.06798e+23    2.67315e+19    7.87564e+12    0.00000e+00
    2.14122e-06    1.45464e+17    0.00000e+00    4.35904e+23    3.02492e+19    8.68682e+12    0.00000e+00
    2.25271e-06    1.93128e+17    0.00000e+00    4.73254e+23    3.22736e+19    9.58157e+12    0.00000e+00
    2.37001e-06    1.98373e+17    0.00000e+00    4.91661e+23    3.86064e+19    1.05685e+13    0.00000e+00
    2.49341e-06    2.53913e+17    0.00000e+00    5.15937e+23    4.23214e+19    1.16571e+13    0.00000e+00
    2.62324e-06    2.90065e+17    0.00000e+00    5.53394e+23    5.49596e+19    1.28578e+13    0.00000e+00
    2.75983e-06    3.20984e+17    0.00000e+00    5.85039e+23    6.29092e+19    1.41821e+13    0.00000e+00
