Hawking primary spectra for each particle types.
energy/particle         photon         gluons          higgs            W+-             Z0      neutrinos       electron           muon            tau             up           down          charm        strange            top         bottom       graviton             DM
    1.00000e-06    2.71710e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.86780e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.37765e-05    0.00000e+00
    1.05207e-06    3.15210e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.16318e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.36096e-05    0.00000e+00
    1.10685e-06    3.65674e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.48899e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.63053e-05    0.00000e+00
    1.16448e-06    4.24217e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.84836e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    7.26969e-05    0.00000e+00
    1.22511e-06    4.92132e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.24475e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    9.38606e-05    0.00000e+00
    1.28890e-06    5.70920e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    4.68196e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.21185e-04    0.00000e+00
    1.35602e-06    6.62321e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.16421e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    1.56465e-04    0.00000e+00
    1.42662e-06    7.68356e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    5.69613e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.02015e-04    0.00000e+00
    1.50090e-06    8.91366e+07    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.28284e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    2.60826e-04    0.00000e+00
    1.57905e-06    1.03407e+08    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    6.92998e+13    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    3.36758e-04    0.00000e+00
