Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
    1.05207e-06    2.04965e+19    0.00000e+00    6.37132e+20    6.37132e+20    6.37132e+20    0.00000e+00
    1.10685e-06    2.36621e+19    0.00000e+00    6.96688e+20    6.96688e+20    6.96688e+20    0.00000e+00
    1.16448e-06    2.72361e+19    0.00000e+00    7.61464e+20    7.61464e+20    7.61464e+20    0.00000e+00
    1.22511e-06    3.13919e+19    0.00000e+00    8.31632e+20    8.31632e+20    8.31632e+20    0.00000e+00
    1.28890e-06    3.61002e+19    0.00000e+00    9.07787e+20    9.07787e+20    9.07787e+20    0.00000e+00
    1.35602e-06    4.15823e+19    0.00000e+00    9.90281e+20    9.90281e+20    9.90281e+20    0.00000e+00
    1.42662e-06    4.77565e+19    0.00000e+00    1.07940e+21    1.07940e+21    1.07940e+21    0.00000e+00
    1.50090e-06    5.49412e+19    0.00000e+00    1.17597e+21    1.17597e+21    1.17597e+21    0.00000e+00
    1.57905e-06    6.31321e+19    0.00000e+00    1.28013e+21    1.28013e+21    1.28013e+21    0.00000e+00
    1.66127e-06    7.24483e+19    0.00000e+00    1.39251e+21    1.39251e+21    1.39251e+21    0.00000e+00
    1.74777e-06    8.31774e+19    0.00000e+00    1.51377e+21    1.51377e+21    1.51377e+21    0.00000e+00
    1.83878e-06    9.54002e+19    0.00000e+00    1.64420e+21    1.64420e+21    1.64420e+21    0.00000e+00
    1.93452e-06    1.09352e+20    0.00000e+00    1.78461e+21    1.78461e+21    1.78461e+21    0.00000e+00
    2.03525e-06    1.25245e+20    0.00000e+00    1.93544e+21    1.93544e+21    1.93544e+21    0.00000e+00
    2.14122e-06    1.43311e+20    0.00000e+00    2.09704e+21    2.09704e+21    2.09704e+21    0.00000e+00
    2.25271e-06    1.64040e+20    0.00000e+00    2.27030e+21    2.27030e+21    2.27030e+21    0.00000e+00
    2.37001e-06    1.87463e+20    0.00000e+00    2.45522e+21    2.45522e+21    2.45522e+21    0.00000e+00
    2.49341e-06    2.14150e+20    0.00000e+00    2.65206e+21    2.65206e+21    2.65206e+21    0.00000e+00
    2.62324e-06    2.44465e+20    0.00000e+00    2.86071e+21    2.86071e+21    2.86071e+21    0.00000e+00
    2.75983e-06    2.78783e+20    0.00000e+00    3.08044e+21    3.08044e+21    3.08044e+21    0.00000e+00
    2.90353e-06    3.17597e+20    0.00000e+00    3.30981e+21    3.30981e+21    3.30981e+21    0.00000e+00
    3.05471e-06    3.61621e+20    0.00000e+00    3.54609e+21    3.54609e+21    3.54609e+21    0.00000e+00
    3.21376e-06    4.11024e+20    0.00000e+00    3.78593e+21    3.78593e+21    3.78593e+21    0.00000e+00
    3.38110e-06    4.66830e+20    0.00000e+00    4.02092e+21    4.02092e+21    4.02092e+21    0.00000e+00
    3.55715e-06    5.29252e+20    0.00000e+00    4.24374e+21    4.24374e+21    4.24374e+21    0.00000e+00
    3.74237e-06    5.98924e+20    0.00000e+00    4.44188e+21    4.44188e+21    4.44188e+21    0.00000e+00
    3.93723e-06    6.76452e+20    0.00000e+00    4.59527e+21    4.59527e+21    4.59527e+21    0.00000e+00
    4.14223e-06    7.61598e+20    0.00000e+00    4.69077e+21    4.69077e+21    4.69077e+21    0.00000e+00
    4.35791e-06    8.54357e+20    0.00000e+00    4.70162e+21    4.70162e+21    4.70162e+21    0.00000e+00
    4.58482e-06    9.53247e+20    0.00000e+00    4.61158e+21    4.61158e+21    4.61158e+21    0.00000e+00
    4.82355e-06    1.05631e+21    0.00000e+00    4.41512e+21    4.41512e+21    4.41512e+21    0.00000e+00
    5.07471e-06    1.15854e+21    0.00000e+00    4.09896e+21    4.09896e+21    4.09896e+21    0.00000e+00
    5.33894e-06    1.25344e+21    0.00000e+00    3.69091e+21    3.69091e+21    3.69091e+21    0.00000e+00
    5.61693e-06    1.33089e+21    0.00000e+00    3.21391e+21    3.21391e+21    3.21391e+21    0.00000e+00
    5.90940e-06    1.37434e+21    0.00000e+00    2.70620e+21    2.70620e+21    2.70620e+21    0.00000e+00
    6.21709e-06    1.37283e+21    0.00000e+00    2.20364e+21    2.20364e+21    2.20364e+21    0.00000e+00
    6.54081e-06    1.31026e+21    0.00000e+00    1.74092e+21    1.74092e+21    1.74092e+21    0.00000e+00
