Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
    1.05207e-06    1.49684e+18    0.00000e+00    1.17382e+20    1.17382e+20    1.17382e+20    0.00000e+00
    1.10685e-06    1.72273e+18    0.00000e+00    1.29304e+20    1.29304e+20    1.29304e+20    0.00000e+00
    1.16448e-06    1.98505e+18    0.00000e+00    1.42368e+20    1.42368e+20    1.42368e+20    0.00000e+00
    1.22511e-06    2.30754e+18    0.00000e+00    1.56723e+20    1.56723e+20    1.56723e+20    0.00000e+00
    1.28890e-06    2.69080e+18    0.00000e+00    1.72486e+20    1.72486e+20    1.72486e+20    0.00000e+00
    1.35602e-06    3.11510e+18    0.00000e+00    1.89741e+20    1.89741e+20    1.89741e+20    0.00000e+00
    1.42662e-06    3.58645e+18    0.00000e+00    2.08714e+20    2.08714e+20    2.08714e+20    0.00000e+00
    1.50090e-06    4.14880e+18    0.00000e+00    2.29478e+20    2.29478e+20    2.29478e+20    0.00000e+00
    1.57905e-06    4.82428e+18    0.00000e+00    2.52196e+20    2.52196e+20    2.52196e+20    0.00000e+00
    1.66127e-06    5.57987e+18    0.00000e+00    2.77126e+20    2.77126e+20    2.77126e+20    0.00000e+00
    1.74777e-06    6.42498e+18    0.00000e+00    3.04347e+20    3.04347e+20    3.04347e+20    0.00000e+00
    1.83878e-06    7.44688e+18    0.00000e+00    3.34138e+20    3.34138e+20    3.34138e+20    0.00000e+00
    1.93452e-06    8.62318e+18    0.00000e+00    3.66703e+20    3.66703e+20    3.66703e+20    0.00000e+00
    2.03525e-06    9.92340e+18    0.00000e+00    4.02199e+20    4.02199e+20    4.02199e+20    0.00000e+00
    2.14122e-06    1.14902e+19    0.00000e+00    4.41027e+20    4.41027e+20    4.41027e+20    0.00000e+00
    2.25271e-06    1.32725e+19    0.00000e+00    4.83318e+20    4.83318e+20    4.83318e+20    0.00000e+00
    2.37001e-06    1.52795e+19    0.00000e+00    5.29365e+20    5.29365e+20    5.29365e+20    0.00000e+00
    2.49341e-06    1.76764e+19    0.00000e+00    5.79596e+20    5.79596e+20    5.79596e+20    0.00000e+00
    2.62324e-06    2.03427e+19    0.00000e+00    6.34148e+20    6.34148e+20    6.34148e+20    0.00000e+00
    2.75983e-06    2.34879e+19    0.00000e+00    6.93488e+20    6.93488e+20    6.93488e+20    0.00000e+00
    2.90353e-06    2.70387e+19    0.00000e+00    7.57966e+20    7.57966e+20    7.57966e+20    0.00000e+00
    3.05471e-06    3.11588e+19    0.00000e+00    8.27813e+20    8.27813e+20    8.27813e+20    0.00000e+00
    3.21376e-06    3.58437e+19    0.00000e+00    9.03694e+20    9.03694e+20    9.03694e+20    0.00000e+00
    3.38110e-06    4.12799e+19    0.00000e+00    9.85811e+20    9.85811e+20    9.85811e+20    0.00000e+00
