      E_gamma(MeV)          Gamma Rays            Positrons
    5.1454400000e-01     3.1000000000e+01     1.4000000000e+01
    5.4133600000e-01     5.0000000000e-01     1.0000000000e+00
    5.6952300000e-01     7.0000000000e-02     2.0000000000e-01
    5.9917700000e-01     2.7118793968e-02     6.5120318167e-02
    6.3037500000e-01     1.0000000000e-02     2.0000000000e-02
    6.6319800000e-01     4.0000000000e-04     7.0000000000e-04
    6.9773000000e-01     9.9999999998e-07     1.0000000000e-05
    7.3406000000e-01     2.0000000000e-07     3.0252589068e-06
    7.7228100000e-01     4.3000000000e-07     8.6000000000e-07
    8.1249300000e-01     2.0000000000e-09     4.0000000000e-09
    8.5479800000e-01     2.1000000000e-09     4.1000000000e-09
    8.9930700000e-01     3.0000000000e-12     6.0000000001e-12
    9.4613200000e-01     3.6000000000e-12     7.1000000000e-12
    9.9539600000e-01     7.0000000000e-14     1.3800000000e-13
    1.0472300000e+00     1.0000000000e-15     2.0000000000e-15
    1.1017500000e+00     5.8300000000e-16     1.1500000000e-15
    1.1591200000e+00     2.0000000000e-20     3.9999999999e-20
    1.2194700000e+00     2.1480000000e-19     4.1900000000e-19
    1.2829700000e+00     2.0000000000e-24     4.7891893387e-21
    1.3497700000e+00     2.2320000000e-23     4.3390000000e-23
    1.4200500000e+00     2.2170000000e-25     4.2770000000e-25
    1.4939900000e+00     1.5780000000e-27     3.0740000000e-27
    1.5717800000e+00     9.1480000000e-30     1.7530000000e-29
    1.6536200000e+00     3.5190000000e-32     6.7660000000e-32
    1.7397300000e+00     1.7000000000e-37     3.2000000000e-37
    1.8303100000e+00     8.0270000000e-38     1.5190000000e-37
    1.9256100000e+00     2.8458000000e-40     5.4530000000e-40
    2.0258800000e+00     1.5000000000e-46     3.0000000000e-46
    2.1313600000e+00     1.6240000000e-46     3.0865000000e-46
    2.2423400000e+00     1.0000000000e-53     9.9999999999e-54
    2.3591000000e+00     1.2000000000e-56     2.3000000000e-56
    2.4819300000e+00     7.3500000000e-58     1.3802000000e-57
    2.6111600000e+00     4.5889000000e-61     8.2900000000e-61
    2.7471200000e+00     3.3594000000e-65     6.2128000000e-65
    2.8901600000e+00     2.2213058073e-71     3.9589574500e-71
    3.0406500000e+00     7.0000000000e-78     1.2000000000e-77
    3.1989700000e+00     2.0000000000e-83     4.0000000000e-83
    3.3655300000e+00     1.2012290000e-82     2.1451360000e-82
    3.5407700000e+00     6.1545900000e-88     1.1159520000e-87
    3.7251400000e+00     3.0000000000e-99     5.0000000000e-99
    3.9191000000e+00    2.5800200000e-100    4.6599700000e-100
    4.1231600000e+00    2.5979140000e-105    4.6625170000e-105
    4.3378500000e+00    9.1195100000e-113    1.6198370000e-112
    4.5637200000e+00    4.0000000000e-125    7.0000000000e-125
    4.8013400000e+00    3.3255631000e-125    5.4176474000e-125
    5.0513400000e+00    1.0998076800e-132    1.7590420600e-132
    5.3143600000e+00    1.1801464929e-140    1.0000000000e-148
    5.5910700000e+00    4.8725309600e-149    7.8261200900e-149
    5.8821900000e+00    5.8354248100e-158    9.2724385900e-158
    6.1884700000e+00    1.0000000000e-175    1.0000000000e-175
    6.5106900000e+00    1.6026222183e-175    2.5898044155e-175
    6.8497000000e+00    6.0000000000e-196    9.0000000001e-196
    7.2063500000e+00    2.3233642723e-196    3.4576210771e-196
    7.5815800000e+00    2.0000000000e-218    2.0000000000e-218
    7.9763400000e+00    2.0000000000e-231    1.3130540776e-230
    8.3916600000e+00    1.0000000000e-243    2.0000000000e-243
    8.8286000000e+00    1.0000000000e-257    1.0000000000e-257
    9.2882900000e+00    2.0106899975e-257    2.6002299963e-257
    9.7719200000e+00    6.5541399970e-272    9.7996299963e-272
    1.0280700000e+01    1.9304600000e-285    2.3240000000e-285
    1.0816000000e+01    3.9031800000e-301    5.2736800000e-301
    1.1379200000e+01     0.0000000000e+00     0.0000000000e+00
    1.1971700000e+01     0.0000000000e+00     0.0000000000e+00
    1.2595100000e+01     0.0000000000e+00     0.0000000000e+00
    1.3250900000e+01     0.0000000000e+00     0.0000000000e+00
    1.3940800000e+01     0.0000000000e+00     0.0000000000e+00
    1.4666700000e+01     0.0000000000e+00     0.0000000000e+00
    1.5430400000e+01     0.0000000000e+00     0.0000000000e+00
    1.6233800000e+01     0.0000000000e+00     0.0000000000e+00
    1.7079100000e+01     0.0000000000e+00     0.0000000000e+00
    1.7968400000e+01     0.0000000000e+00     0.0000000000e+00
    1.8904000000e+01     0.0000000000e+00     0.0000000000e+00
    1.9888300000e+01     0.0000000000e+00     0.0000000000e+00
    2.0923800000e+01     0.0000000000e+00     0.0000000000e+00
    2.2013300000e+01     0.0000000000e+00     0.0000000000e+00
    2.3159500000e+01     0.0000000000e+00     0.0000000000e+00
    2.4365400000e+01     0.0000000000e+00     0.0000000000e+00
    2.5634100000e+01     0.0000000000e+00     0.0000000000e+00
    2.6968800000e+01     0.0000000000e+00     0.0000000000e+00
    2.8373000000e+01     0.0000000000e+00     0.0000000000e+00
    2.9850400000e+01     0.0000000000e+00     0.0000000000e+00
    3.1404700000e+01     0.0000000000e+00     0.0000000000e+00
    3.3039900000e+01     0.0000000000e+00     0.0000000000e+00
    3.4760200000e+01     0.0000000000e+00     0.0000000000e+00
    3.6570100000e+01     0.0000000000e+00     0.0000000000e+00
    3.8474300000e+01     0.0000000000e+00     0.0000000000e+00
    4.0477600000e+01     0.0000000000e+00     0.0000000000e+00
    4.2585200000e+01     0.0000000000e+00     0.0000000000e+00
    4.4802500000e+01     0.0000000000e+00     0.0000000000e+00
    4.7135300000e+01     0.0000000000e+00     0.0000000000e+00
    4.9589600000e+01     0.0000000000e+00     0.0000000000e+00
    5.2171700000e+01     0.0000000000e+00     0.0000000000e+00
    5.4888200000e+01     0.0000000000e+00     0.0000000000e+00
    5.7746200000e+01     0.0000000000e+00     0.0000000000e+00
    6.0752900000e+01     0.0000000000e+00     0.0000000000e+00
    6.3916200000e+01     0.0000000000e+00     0.0000000000e+00
    6.7244300000e+01     0.0000000000e+00     0.0000000000e+00
    7.0745600000e+01     0.0000000000e+00     0.0000000000e+00
    7.4429200000e+01     0.0000000000e+00     0.0000000000e+00
    7.8304700000e+01     0.0000000000e+00     0.0000000000e+00
    8.2381900000e+01     0.0000000000e+00     0.0000000000e+00
    8.6671400000e+01     0.0000000000e+00     0.0000000000e+00
    9.1184300000e+01     0.0000000000e+00     0.0000000000e+00
    9.5932100000e+01     0.0000000000e+00     0.0000000000e+00
    1.0092700000e+02     0.0000000000e+00     0.0000000000e+00
    1.0618200000e+02     0.0000000000e+00     0.0000000000e+00
    1.1171100000e+02     0.0000000000e+00     0.0000000000e+00
    1.1752800000e+02     0.0000000000e+00     0.0000000000e+00
    1.2364700000e+02     0.0000000000e+00     0.0000000000e+00
    1.3008500000e+02     0.0000000000e+00     0.0000000000e+00
    1.3685900000e+02     0.0000000000e+00     0.0000000000e+00
    1.4398500000e+02     0.0000000000e+00     0.0000000000e+00
    1.5148200000e+02     0.0000000000e+00     0.0000000000e+00
    1.5936900000e+02     0.0000000000e+00     0.0000000000e+00
    1.6766800000e+02     0.0000000000e+00     0.0000000000e+00
    1.7639800000e+02     0.0000000000e+00     0.0000000000e+00
    1.8558300000e+02     0.0000000000e+00     0.0000000000e+00
    1.9524600000e+02     0.0000000000e+00     0.0000000000e+00
    2.0541200000e+02     0.0000000000e+00     0.0000000000e+00
    2.1610700000e+02     0.0000000000e+00     0.0000000000e+00
    2.2736000000e+02     0.0000000000e+00     0.0000000000e+00
    2.3919800000e+02     0.0000000000e+00     0.0000000000e+00
    2.5165300000e+02     0.0000000000e+00     0.0000000000e+00
    2.6475600000e+02     0.0000000000e+00     0.0000000000e+00
    2.7854100000e+02     0.0000000000e+00     0.0000000000e+00
    2.9304500000e+02     0.0000000000e+00     0.0000000000e+00
    3.0830300000e+02     0.0000000000e+00     0.0000000000e+00
    3.2435600000e+02     0.0000000000e+00     0.0000000000e+00
    3.4124500000e+02     0.0000000000e+00     0.0000000000e+00
    3.5901300000e+02     0.0000000000e+00     0.0000000000e+00
    3.7770600000e+02     0.0000000000e+00     0.0000000000e+00
    3.9737300000e+02     0.0000000000e+00     0.0000000000e+00
    4.1806400000e+02     0.0000000000e+00     0.0000000000e+00
    4.3983200000e+02     0.0000000000e+00     0.0000000000e+00
    4.6273300000e+02     0.0000000000e+00     0.0000000000e+00
    4.8682700000e+02     0.0000000000e+00     0.0000000000e+00
    5.1217600000e+02     0.0000000000e+00     0.0000000000e+00
    5.3884400000e+02     0.0000000000e+00     0.0000000000e+00
    5.6690100000e+02     0.0000000000e+00     0.0000000000e+00
    5.9641800000e+02     0.0000000000e+00     0.0000000000e+00
    6.2747300000e+02     0.0000000000e+00     0.0000000000e+00
    6.6014500000e+02     0.0000000000e+00     0.0000000000e+00
    6.9451800000e+02     0.0000000000e+00     0.0000000000e+00
    7.3068000000e+02     0.0000000000e+00     0.0000000000e+00
