0 1 2 3 4 5
0 1 2 3 6 54
0 1 2 3 7 8
0 9 18 27 36 45
0 10 19 28 37 46
0 11 20 29 38 47
0 12 21 30 39 48
0 13 22 31 40 49
0 14 23 32 41 50
0 15 24 33 42 51
0 16 25 34 43 52
0 17 26 35 44 53
1 9 20 28 42 53
1 10 18 29 43 51
1 11 19 27 44 52
1 12 23 31 36 47
1 13 21 32 37 45
1 14 22 30 38 46
1 15 26 34 39 50
1 16 24 35 40 48
1 17 25 33 41 49
2 9 19 29 39 49
2 10 20 27 40 50
2 11 18 28 41 48
2 12 22 32 42 52
2 13 23 30 43 53
2 14 21 31 44 51
2 15 25 35 36 46
2 16 26 33 37 47
2 17 24 34 38 45
3 9 24 30 41 47
3 10 25 31 39 45
3 11 26 32 40 46
3 12 18 33 44 50
3 13 19 34 42 48
3 14 20 35 43 49
3 15 21 27 38 53
3 16 22 28 36 51
3 17 23 29 37 52
4 5 6 7 8 54
4 9 26 31 38 52
4 10 24 32 36 53
4 11 25 30 37 51
4 12 20 34 41 46
4 13 18 35 39 47
4 14 19 33 40 45
4 15 23 28 44 49
4 16 21 29 42 50
4 17 22 27 43 48
5 9 25 32 44 48
5 10 26 30 42 49
5 11 24 31 43 50
5 12 19 35 38 51
5 13 20 33 36 52
5 14 18 34 37 53
5 15 22 29 41 45
5 16 23 27 39 46
5 17 21 28 40 47
6 9 21 33 43 46
6 10 22 34 44 47
6 11 23 35 42 45
6 12 24 27 37 49
6 13 25 28 38 50
6 14 26 29 36 48
6 15 18 30 40 52
6 16 19 31 41 53
6 17 20 32 39 51
7 9 23 34 40 51
7 10 21 35 41 52
7 11 22 33 39 53
7 12 26 28 43 45
7 13 24 29 44 46
7 14 25 27 42 47
7 15 20 31 37 48
7 16 18 32 38 49
7 17 19 30 36 50
8 9 22 35 37 50
8 10 23 33 38 48
8 11 21 34 36 49
8 12 25 29 40 53
8 13 26 27 41 51
8 14 24 28 39 52
8 15 19 32 43 47
8 16 20 30 44 45
8 17 18 31 42 46
9 10 11 12 13 14
9 10 11 12 15 54
9 10 11 12 16 17
13 14 15 16 17 54
18 19 20 21 22 23
18 19 20 21 24 54
18 19 20 21 25 26
22 23 24 25 26 54
27 28 29 30 31 32
27 28 29 30 33 54
27 28 29 30 34 35
31 32 33 34 35 54
36 37 38 39 40 41
36 37 38 39 42 54
36 37 38 39 43 44
40 41 42 43 44 54
45 46 47 48 49 50
45 46 47 48 51 54
45 46 47 48 52 53
49 50 51 52 53 54
