0 1 2 3 4
0 5 6 7 8
0 9 10 11 12
0 13 14 15 16
0 17 71 92 93
0 18 35 89 91
0 18 36 54 90
0 19 43 58 73
0 20 49 68 75
0 21 48 69 82
0 22 47 70 79
0 23 46 71 81
0 24 38 55 84
0 25 37 62 72
0 26 45 64 76
0 27 53 59 86
0 28 52 61 83
0 29 51 63 85
0 30 50 65 77
0 31 39 60 74
0 32 44 67 88
0 33 41 57 78
0 34 40 66 80
0 35 42 56 87
1 5 9 13 17
1 6 10 14 90
1 7 11 91 93
1 8 12 16 92
1 15 23 69 72
1 18 40 61 73
1 19 37 55 89
1 20 44 59 74
1 21 36 68 88
1 22 49 69 81
1 23 48 70 78
1 24 47 71 80
1 25 39 56 83
1 26 38 63 72
1 27 46 65 75
1 28 53 60 85
1 29 52 62 82
1 30 51 64 84
1 31 50 66 76
1 32 45 54 87
1 33 42 58 77
1 34 41 67 79
1 35 43 57 86
2 5 10 50 92
2 6 9 16 91
2 7 12 13 90
2 8 11 14 17
2 10 15 68 93
2 18 50 67 75
2 19 41 62 74
2 20 38 56 89
2 21 45 60 73
2 22 37 68 87
2 23 36 69 80
2 24 49 70 77
2 25 48 71 79
2 26 40 57 82
2 27 39 64 72
2 28 47 66 88
2 29 53 61 84
2 30 52 63 81
2 31 51 65 83
2 32 46 55 86
2 33 43 59 76
2 34 42 54 78
2 35 44 58 85
3 5 11 16 90
3 6 12 15 17
3 7 9 14 92
3 8 10 13 91
3 16 20 76 93
3 18 51 66 82
3 19 50 54 88
3 20 42 63 73
3 21 39 57 89
3 22 46 61 74
3 23 38 68 86
3 24 37 69 79
3 25 36 70 76
3 26 49 71 78
3 27 41 58 81
3 28 40 65 72
3 29 48 67 87
3 30 53 62 83
3 31 52 64 80
3 32 47 56 85
3 33 44 60 75
3 34 43 55 77
3 35 45 59 84
4 5 12 14 91
4 6 11 13 92
4 7 10 16 17
4 8 9 15 90
4 18 52 65 79
4 19 51 67 81
4 20 50 55 87
4 21 43 64 74
4 22 40 58 89
4 23 47 62 73
4 24 39 68 85
4 25 38 69 78
4 26 37 70 75
4 27 36 71 77
4 28 42 59 80
4 29 41 66 72
4 30 49 54 86
4 31 53 63 82
4 32 48 57 84
4 33 45 61 88
4 34 44 56 76
4 35 46 60 83
4 63 70 74 93
5 15 21 56 86
5 18 53 64 81
5 19 52 66 78
5 20 51 54 80
5 22 44 65 73
5 23 41 59 89
5 24 48 63 74
5 25 40 68 84
5 26 39 69 77
5 27 38 70 88
5 28 37 71 76
5 29 43 60 79
5 30 42 67 72
5 31 36 55 85
5 32 49 58 83
5 33 46 62 87
5 34 45 57 75
5 35 47 61 82
5 55 83 87 93
6 18 37 56 84
6 19 53 65 80
6 20 52 67 77
6 21 51 55 79
6 22 50 57 85
6 23 45 66 74
6 24 42 60 89
6 25 49 64 73
6 26 41 68 83
6 27 40 69 76
6 28 39 70 87
6 29 38 71 75
6 30 44 61 78
6 31 43 54 72
6 32 36 59 82
6 33 47 63 86
6 34 46 58 88
6 35 48 62 81
6 40 45 57 93
7 11 15 36 91
7 18 44 55 72
7 19 38 57 83
7 20 53 66 79
7 21 52 54 76
7 22 51 56 78
7 23 50 58 84
7 24 46 67 73
7 25 43 61 89
7 26 36 65 74
7 27 42 68 82
7 28 41 69 75
7 29 40 70 86
7 30 39 71 88
7 31 45 62 77
7 32 37 60 81
7 33 48 64 85
7 34 47 59 87
7 35 49 63 80
8 13 28 72 93
8 18 46 63 76
8 19 45 56 72
8 20 39 58 82
8 21 53 67 78
8 22 52 55 75
8 23 51 57 77
8 24 50 59 83
8 25 47 54 74
8 26 44 62 89
8 27 37 66 73
8 28 43 68 81
8 29 42 69 88
8 30 41 70 85
8 31 40 71 87
8 32 38 61 80
8 33 49 65 84
8 34 48 60 86
8 35 36 64 79
9 18 41 71 86
9 19 32 33 93
9 19 47 64 75
9 20 46 57 72
9 21 40 59 81
9 22 53 54 77
9 23 52 56 88
9 24 51 58 76
9 25 50 60 82
9 26 48 55 73
9 27 45 63 89
9 28 38 67 74
9 29 44 68 80
9 30 43 69 87
9 31 42 70 84
9 32 39 62 79
9 33 36 66 83
9 34 49 61 85
9 35 37 65 78
10 18 43 70 83
10 19 42 71 85
10 20 48 65 88
10 21 47 58 72
10 22 41 60 80
10 23 53 55 76
10 24 52 57 87
10 25 51 59 75
10 26 50 61 81
10 27 49 56 74
10 28 46 64 89
10 29 39 54 73
10 30 45 68 79
10 31 44 69 86
10 32 40 63 78
10 33 37 67 82
10 34 36 62 84
10 35 38 66 77
11 18 45 69 85
11 19 44 70 82
11 20 43 71 84
11 21 49 66 87
11 22 48 59 72
11 23 42 61 79
11 24 53 56 75
11 25 52 58 86
11 26 51 60 88
11 27 50 62 80
11 28 36 57 73
11 29 47 65 89
11 30 40 55 74
11 31 46 68 78
11 32 41 64 77
11 33 38 54 81
11 34 37 63 83
11 35 39 67 76
12 18 47 68 77
12 19 46 69 84
12 20 45 70 81
12 21 44 71 83
12 22 36 67 86
12 23 43 47 93
12 23 49 60 72
12 24 43 62 78
12 25 53 57 88
12 26 52 59 85
12 27 51 61 87
12 28 50 63 79
12 29 37 58 74
12 30 48 66 89
12 31 41 56 73
12 32 42 65 76
12 33 39 55 80
12 34 38 64 82
12 35 40 54 75
13 17 26 46 79
13 18 42 57 74
13 19 48 68 76
13 20 47 69 83
13 21 46 70 80
13 22 45 71 82
13 23 37 54 85
13 24 36 61 93
13 25 44 63 77
13 26 53 58 87
13 27 52 60 84
13 28 51 62 86
13 29 50 64 78
13 30 38 59 73
13 31 49 67 89
13 32 43 66 75
13 33 40 56 79
13 34 39 65 81
13 35 41 55 88
14 18 49 62 88
14 19 36 63 87
14 20 37 64 86
14 21 38 65 85
14 22 39 66 84
14 23 40 67 83
14 24 34 61 72
14 24 41 54 82
14 25 42 55 81
14 26 43 56 80
14 27 44 57 79
14 28 45 58 78
14 29 46 59 77
14 30 47 60 76
14 31 48 61 75
14 32 50 68 89
14 33 52 71 73
14 34 53 69 93
14 35 51 70 74
15 18 35 54 92
15 19 40 60 77
15 20 41 61 76
15 21 42 62 75
15 22 43 63 88
15 23 44 64 87
15 24 45 65 86
15 25 46 66 85
15 26 47 67 84
15 27 48 54 83
15 28 49 55 82
15 29 36 56 81
15 30 37 57 80
15 31 38 58 79
15 32 53 70 73
15 33 51 69 89
15 34 50 71 74
15 39 52 59 78
16 18 48 58 80
16 19 49 59 79
16 20 36 60 78
16 21 37 61 77
16 22 38 62 76
16 23 39 63 75
16 24 40 64 88
16 25 41 65 87
16 26 42 66 86
16 27 43 67 85
16 28 44 54 84
16 29 45 55 83
16 30 46 56 82
16 31 47 57 81
16 32 51 71 72
16 33 53 68 74
16 34 52 70 89
16 35 50 69 73
17 18 38 60 87
17 19 39 61 86
17 20 40 62 85
17 21 41 63 84
17 22 42 64 83
17 23 43 65 82
17 24 44 66 81
17 25 45 67 80
17 27 47 55 78
17 28 48 56 77
17 29 49 57 76
17 30 36 58 75
17 31 37 59 88
17 32 52 69 74
17 33 50 70 72
17 34 51 68 73
17 35 53 71 90
17 54 71 89 91
18 19 20 21 22
18 23 24 25 26
18 27 28 29 30
18 31 32 33 34
18 39 59 78 93
19 23 27 31 35
19 24 28 32 90
19 25 29 33 91
19 26 30 34 92
20 23 28 33 92
20 24 27 34 91
20 25 30 31 90
20 26 29 32 35
21 23 29 34 90
21 24 30 33 35
21 25 27 32 92
21 26 28 31 91
21 50 56 86 93
22 23 30 32 91
22 24 29 31 92
22 25 28 34 35
22 26 27 33 90
22 65 81 85 93
25 80 89 90 93
26 46 54 79 93
27 30 41 42 93
29 31 77 84 93
35 52 68 72 93
36 37 38 39 40
36 41 42 43 44
36 45 46 47 48
36 49 50 51 52
36 53 72 89 92
37 41 45 49 53
37 42 46 50 90
37 43 47 51 91
37 44 48 52 92
37 51 58 66 93
38 41 46 51 92
38 42 45 52 91
38 43 48 49 90
38 44 47 50 53
38 48 67 75 93
39 41 47 52 90
39 42 48 51 53
39 43 45 50 92
39 44 46 49 91
40 41 48 50 91
40 42 47 49 92
40 43 46 52 53
40 44 45 51 90
44 62 64 88 93
49 60 73 82 93
53 72 90 91 92
54 55 56 57 58
54 59 60 61 62
54 63 64 65 66
54 67 68 69 70
55 59 63 67 71
55 60 64 68 90
55 61 65 69 91
55 62 66 70 92
56 59 64 69 92
56 60 63 70 91
56 61 66 67 90
56 62 65 68 71
57 59 65 70 90
57 60 66 69 71
57 61 63 68 92
57 62 64 67 91
58 59 66 68 91
58 60 65 67 92
58 61 64 70 71
58 62 63 69 90
72 73 74 75 76
72 77 78 79 80
72 81 82 83 84
72 85 86 87 88
73 77 81 85 89
73 78 82 86 90
73 79 83 87 91
73 80 84 88 92
74 77 82 87 92
74 78 81 88 91
74 79 84 85 90
74 80 83 86 89
75 77 83 88 90
75 78 84 87 89
75 79 81 86 92
75 80 82 85 91
76 77 84 86 91
76 78 83 85 92
76 79 82 88 89
76 80 81 87 90
