0 1 2 3 4
0 2 3 7 8
0 2 5 6 45
0 9 18 27 36
0 10 19 28 37
0 11 20 29 38
0 12 21 30 39
0 13 22 31 40
0 14 23 32 41
0 15 24 33 42
0 16 25 34 43
0 17 26 35 44
1 4 5 7 8
1 6 7 8 45
1 9 20 28 42
1 10 18 29 43
1 11 19 27 44
1 12 23 31 36
1 13 21 32 37
1 14 22 30 38
1 15 26 34 39
1 16 24 35 40
1 17 25 33 41
2 9 19 29 39
2 10 20 27 40
2 11 18 28 41
2 12 22 32 42
2 13 23 30 43
2 14 21 31 44
2 15 25 35 36
2 16 26 33 37
2 17 24 34 38
3 4 5 6 45
3 9 24 30 41
3 10 25 31 39
3 11 26 32 40
3 12 18 33 44
3 13 19 34 42
3 14 20 35 43
3 15 21 27 38
3 16 22 28 36
3 17 23 29 37
4 9 26 31 38
4 10 24 32 36
4 11 25 30 37
4 12 20 34 41
4 13 18 35 39
4 14 19 33 40
4 15 23 28 44
4 16 21 29 42
4 17 22 27 43
5 9 25 32 44
5 10 26 30 42
5 11 24 31 43
5 12 19 35 38
5 13 20 33 36
5 14 18 34 37
5 15 22 29 41
5 16 23 27 39
5 17 21 28 40
6 9 21 33 43
6 10 22 34 44
6 11 23 35 42
6 12 24 27 37
6 13 25 28 38
6 14 26 29 36
6 15 18 30 40
6 16 19 31 41
6 17 20 32 39
7 9 23 34 40
7 10 21 35 41
7 11 22 33 39
7 12 26 28 43
7 13 24 29 44
7 14 25 27 42
7 15 20 31 37
7 16 18 32 38
7 17 19 30 36
8 9 22 35 37
8 10 23 33 38
8 11 21 34 36
8 12 25 29 40
8 13 26 27 41
8 14 24 28 39
8 15 19 32 43
8 16 20 30 44
8 17 18 31 42
9 10 11 12 13
9 11 12 16 17
9 11 14 15 45
10 13 14 16 17
10 15 16 17 45
12 13 14 15 45
18 19 20 21 22
18 20 21 25 26
18 20 23 24 45
19 22 23 25 26
19 24 25 26 45
21 22 23 24 45
27 28 29 30 31
27 29 30 34 35
27 29 32 33 45
28 31 32 34 35
28 33 34 35 45
30 31 32 33 45
36 37 38 39 40
36 38 39 43 44
36 38 41 42 45
37 40 41 43 44
37 42 43 44 45
39 40 41 42 45
