0 1 2 3 4 5 6 7 8 9
0 1 2 3 4 5 6 7 8 94
0 1 2 3 10 11 12 13 14 15
0 1 2 3 16 17 18 19 20 21
0 1 2 3 22 23 24 25 26 27
0 1 2 3 28 29 30 31 32 33
0 1 2 3 34 35 36 37 38 39
0 1 2 3 40 41 42 43 44 45
0 1 2 3 46 47 48 49 50 51
0 1 2 3 52 53 54 55 56 57
0 1 2 3 58 59 60 61 62 63
0 1 2 3 64 65 66 67 68 69
0 1 2 3 70 71 72 73 74 75
0 1 2 3 76 77 78 79 80 81
0 1 2 3 82 83 84 85 86 87
0 1 2 3 88 89 90 91 92 93
4 5 7 13 31 53 60 65 81 85
4 6 12 30 52 59 64 80 84 94
4 8 18 19 21 27 45 67 74 79
4 9 25 29 39 40 42 48 66 88
4 10 28 50 57 62 78 82 92 93
4 11 16 32 36 46 47 49 55 73
4 14 15 17 23 41 63 70 75 91
4 20 24 34 35 37 43 61 83 90
4 22 44 51 56 72 76 86 87 89
4 26 33 38 54 58 68 69 71 77
5 6 8 14 32 54 61 66 82 86
5 9 19 20 22 28 46 68 75 80
5 10 26 30 40 41 43 49 67 89
5 11 29 51 58 63 79 83 93 94
5 12 17 33 37 47 48 50 56 74
5 15 16 18 24 42 64 71 76 92
5 21 25 35 36 38 44 62 84 91
5 23 45 52 57 73 77 87 88 90
5 27 34 39 55 59 69 70 72 78
6 7 9 15 33 55 62 67 83 87
6 10 20 21 23 29 47 69 76 81
6 11 27 31 41 42 44 50 68 90
6 13 18 34 38 48 49 51 57 75
6 16 17 19 25 43 65 72 77 93
6 22 26 36 37 39 45 63 85 92
6 24 46 53 58 74 78 88 89 91
6 28 35 40 56 60 70 71 73 79
7 8 10 16 34 56 63 68 84 88
7 11 21 22 24 30 48 70 77 82
7 12 28 32 42 43 45 51 69 91
7 14 19 35 39 49 50 52 58 76
7 17 18 20 26 44 66 73 78 94
7 23 27 37 38 40 46 64 86 93
7 25 47 54 59 75 79 89 90 92
7 29 36 41 57 61 71 72 74 80
8 9 11 17 35 57 64 69 85 89
8 12 22 23 25 31 49 71 78 83
8 13 29 33 43 44 46 52 70 92
8 15 20 36 40 50 51 53 59 77
8 24 28 38 39 41 47 65 87 94
8 26 48 55 60 76 80 90 91 93
8 30 37 42 58 62 72 73 75 81
9 10 12 18 36 58 65 70 86 90
9 13 23 24 26 32 50 72 79 84
9 14 30 34 44 45 47 53 71 93
9 16 21 37 41 51 52 54 60 78
9 27 49 56 61 77 81 91 92 94
9 31 38 43 59 63 73 74 76 82
10 11 13 19 37 59 66 71 87 91
10 14 24 25 27 33 51 73 80 85
10 15 31 35 45 46 48 54 72 94
10 17 22 38 42 52 53 55 61 79
10 32 39 44 60 64 74 75 77 83
11 12 14 20 38 60 67 72 88 92
11 15 25 26 28 34 52 74 81 86
11 18 23 39 43 53 54 56 62 80
11 33 40 45 61 65 75 76 78 84
12 13 15 21 39 61 68 73 89 93
12 16 26 27 29 35 53 75 82 87
12 19 24 40 44 54 55 57 63 81
12 34 41 46 62 66 76 77 79 85
13 14 16 22 40 62 69 74 90 94
13 17 27 28 30 36 54 76 83 88
13 20 25 41 45 55 56 58 64 82
13 35 42 47 63 67 77 78 80 86
14 18 28 29 31 37 55 77 84 89
14 21 26 42 46 56 57 59 65 83
14 36 43 48 64 68 78 79 81 87
15 19 29 30 32 38 56 78 85 90
15 22 27 43 47 57 58 60 66 84
15 37 44 49 65 69 79 80 82 88
16 20 30 31 33 39 57 79 86 91
16 23 28 44 48 58 59 61 67 85
16 38 45 50 66 70 80 81 83 89
17 21 31 32 34 40 58 80 87 92
17 24 29 45 49 59 60 62 68 86
17 39 46 51 67 71 81 82 84 90
18 22 32 33 35 41 59 81 88 93
18 25 30 46 50 60 61 63 69 87
18 40 47 52 68 72 82 83 85 91
19 23 33 34 36 42 60 82 89 94
19 26 31 47 51 61 62 64 70 88
19 41 48 53 69 73 83 84 86 92
20 27 32 48 52 62 63 65 71 89
20 42 49 54 70 74 84 85 87 93
21 28 33 49 53 63 64 66 72 90
21 43 50 55 71 75 85 86 88 94
22 29 34 50 54 64 65 67 73 91
23 30 35 51 55 65 66 68 74 92
24 31 36 52 56 66 67 69 75 93
25 32 37 53 57 67 68 70 76 94
