0 1 2 3 4 5
0 4 6 9 66 68
0 4 7 8 10 67
0 11 22 33 44 55
0 12 23 34 45 56
0 13 24 35 46 57
0 14 25 36 47 58
0 15 26 37 48 59
0 16 27 38 49 60
0 17 28 39 50 61
0 18 29 40 51 62
0 19 30 41 52 63
0 20 31 42 53 64
0 21 32 43 54 65
1 2 6 8 9 10
1 2 7 66 67 68
1 11 32 42 52 62
1 12 22 43 53 63
1 13 23 33 54 64
1 14 24 34 44 65
1 15 25 35 45 55
1 16 26 36 46 56
1 17 27 37 47 57
1 18 28 38 48 58
1 19 29 39 49 59
1 20 30 40 50 60
1 21 31 41 51 61
2 11 31 40 49 58
2 12 32 41 50 59
2 13 22 42 51 60
2 14 23 43 52 61
2 15 24 33 53 62
2 16 25 34 54 63
2 17 26 35 44 64
2 18 27 36 45 65
2 19 28 37 46 55
2 20 29 38 47 56
2 21 30 39 48 57
3 5 6 7 9 67
3 5 8 10 66 68
3 11 30 38 46 65
3 12 31 39 47 55
3 13 32 40 48 56
3 14 22 41 49 57
3 15 23 42 50 58
3 16 24 43 51 59
3 17 25 33 52 60
3 18 26 34 53 61
3 19 27 35 54 62
3 20 28 36 44 63
3 21 29 37 45 64
4 11 29 36 54 61
4 12 30 37 44 62
4 13 31 38 45 63
4 14 32 39 46 64
4 15 22 40 47 65
4 16 23 41 48 55
4 17 24 42 49 56
4 18 25 43 50 57
4 19 26 33 51 58
4 20 27 34 52 59
4 21 28 35 53 60
5 11 28 34 51 57
5 12 29 35 52 58
5 13 30 36 53 59
5 14 31 37 54 60
5 15 32 38 44 61
5 16 22 39 45 62
5 17 23 40 46 63
5 18 24 41 47 64
5 19 25 42 48 65
5 20 26 43 49 55
5 21 27 33 50 56
6 11 27 43 48 64
6 12 28 33 49 65
6 13 29 34 50 55
6 14 30 35 51 56
6 15 31 36 52 57
6 16 32 37 53 58
6 17 22 38 54 59
6 18 23 39 44 60
6 19 24 40 45 61
6 20 25 41 46 62
6 21 26 42 47 63
7 11 26 41 45 60
7 12 27 42 46 61
7 13 28 43 47 62
7 14 29 33 48 63
7 15 30 34 49 64
7 16 31 35 50 65
7 17 32 36 51 55
7 18 22 37 52 56
7 19 23 38 53 57
7 20 24 39 54 58
7 21 25 40 44 59
8 11 25 39 53 56
8 12 26 40 54 57
8 13 27 41 44 58
8 14 28 42 45 59
8 15 29 43 46 60
8 16 30 33 47 61
8 17 31 34 48 62
8 18 32 35 49 63
8 19 22 36 50 64
8 20 23 37 51 65
8 21 24 38 52 55
9 11 24 37 50 63
9 12 25 38 51 64
9 13 26 39 52 65
9 14 27 40 53 55
9 15 28 41 54 56
9 16 29 42 44 57
9 17 30 43 45 58
9 18 31 33 46 59
9 19 32 34 47 60
9 20 22 35 48 61
9 21 23 36 49 62
10 11 23 35 47 59
10 12 24 36 48 60
10 13 25 37 49 61
10 14 26 38 50 62
10 15 27 39 51 63
10 16 28 40 52 64
10 17 29 41 53 65
10 18 30 42 54 55
10 19 31 43 44 56
10 20 32 33 45 57
10 21 22 34 46 58
11 12 13 14 15 16
11 15 17 20 66 68
11 15 18 19 21 67
12 13 17 19 20 21
12 13 18 66 67 68
14 16 17 18 20 67
14 16 19 21 66 68
22 23 24 25 26 27
22 26 28 31 66 68
22 26 29 30 32 67
23 24 28 30 31 32
23 24 29 66 67 68
25 27 28 29 31 67
25 27 30 32 66 68
33 34 35 36 37 38
33 37 39 42 66 68
33 37 40 41 43 67
34 35 39 41 42 43
34 35 40 66 67 68
36 38 39 40 42 67
36 38 41 43 66 68
44 45 46 47 48 49
44 48 50 53 66 68
44 48 51 52 54 67
45 46 50 52 53 54
45 46 51 66 67 68
47 49 50 51 53 67
47 49 52 54 66 68
55 56 57 58 59 60
55 59 61 64 66 68
55 59 62 63 65 67
56 57 61 63 64 65
56 57 62 66 67 68
58 60 61 62 64 67
58 60 63 65 66 68
