0 1 2 3 4 5 6 7 8
0 3 10 42 52 54 57 64 93
0 4 14 26 32 48 70 72 80
0 5 20 28 33 41 75 85 87
0 6 13 34 37 59 60 77 94
0 7 9 16 43 69 73 76 98
0 8 23 35 47 50 63 83 90
0 11 24 36 39 46 66 91 96
0 12 17 25 38 53 82 84 88
0 15 22 29 30 40 56 58 68
0 18 21 31 44 49 62 89 97
0 19 45 55 71 79 86 92 95
0 27 51 61 65 67 74 78 81
1 3 18 29 34 39 76 86 88
1 4 11 43 53 55 58 65 94
1 5 12 24 30 49 71 73 78
1 6 21 33 45 48 64 81 91
1 7 14 35 38 57 61 75 95
1 8 10 17 44 70 74 77 96
1 9 25 37 40 47 67 92 97
1 13 15 26 36 51 83 85 89
1 16 23 27 31 41 54 59 66
1 19 22 32 42 50 60 87 98
1 20 46 56 69 80 84 90 93
1 28 52 62 63 68 72 79 82
2 3 13 25 31 50 69 74 79
2 4 19 27 35 40 77 84 89
2 5 9 44 51 56 59 63 95
2 6 11 15 42 71 72 75 97
2 7 22 34 46 49 65 82 92
2 8 12 33 36 58 62 76 93
2 10 26 38 41 45 68 90 98
2 14 16 24 37 52 81 86 87
2 17 21 28 32 39 55 57 67
2 18 47 54 70 78 85 91 94
2 20 23 30 43 48 61 88 96
2 29 53 60 64 66 73 80 83
3 6 14 41 53 56 89 92 96
3 7 15 23 55 62 70 81 84
3 8 19 28 37 46 48 51 73
3 9 27 32 38 58 71 83 91
3 11 16 26 33 40 49 61 63
3 12 21 47 59 65 75 80 98
3 17 20 36 60 68 78 95 97
3 22 24 43 67 72 77 85 90
3 30 35 44 45 66 82 87 94
4 6 20 29 38 47 49 52 74
4 7 12 39 51 54 87 90 97
4 8 16 21 56 60 71 82 85
4 9 17 24 34 41 50 62 64
4 10 28 30 36 59 69 81 92
4 13 22 45 57 63 76 78 96
4 15 18 37 61 66 79 93 98
4 23 25 44 68 73 75 86 91
4 31 33 42 46 67 83 88 95
5 6 17 22 54 61 69 83 86
5 7 18 27 36 45 50 53 72
5 8 13 40 52 55 88 91 98
5 10 15 25 35 39 48 60 65
5 11 29 31 37 57 70 82 90
5 14 23 46 58 64 77 79 97
5 16 19 38 62 67 80 94 96
5 21 26 42 66 74 76 84 92
5 32 34 43 47 68 81 89 93
6 9 19 23 26 39 78 82 93
6 10 18 58 63 67 73 84 87
6 12 28 40 43 50 66 70 95
6 16 32 36 44 65 79 88 90
6 24 31 35 51 55 68 76 80
6 25 27 30 46 57 62 85 98
7 10 20 21 24 40 79 83 94
7 11 19 59 64 68 74 85 88
7 13 29 41 44 48 67 71 93
7 17 30 37 42 63 80 89 91
7 25 32 33 52 56 66 77 78
7 26 28 31 47 58 60 86 96
8 9 20 57 65 66 72 86 89
8 11 18 22 25 41 80 81 95
8 14 27 39 42 49 68 69 94
8 15 31 38 43 64 78 87 92
8 24 29 32 45 59 61 84 97
8 26 30 34 53 54 67 75 79
9 10 11 12 13 14 15 16 17
9 12 29 35 42 79 81 85 96
9 13 21 46 53 61 68 70 87
9 14 18 30 33 55 60 74 90
9 15 28 45 49 54 77 80 88
9 22 31 36 48 52 75 84 94
10 12 19 31 34 56 61 72 91
10 13 27 33 43 80 82 86 97
10 14 22 47 51 62 66 71 88
10 16 29 46 50 55 75 78 89
10 23 32 37 49 53 76 85 95
11 12 23 45 52 60 67 69 89
11 13 20 32 35 54 62 73 92
11 14 28 34 44 78 83 84 98
11 17 27 47 48 56 76 79 87
11 21 30 38 50 51 77 86 93
12 15 32 41 46 63 74 86 94
12 16 18 48 57 68 77 83 92
12 20 22 26 27 37 44 55 64
13 16 30 39 47 64 72 84 95
13 17 19 49 58 66 75 81 90
13 18 23 24 28 38 42 56 65
14 15 20 50 59 67 76 82 91
14 17 31 40 45 65 73 85 93
14 19 21 25 29 36 43 54 63
15 19 24 33 44 47 53 57 69
15 21 27 34 52 73 90 95 96
16 20 25 34 42 45 51 58 70
16 22 28 35 53 74 91 93 97
17 18 26 35 43 46 52 59 71
17 23 29 33 51 72 92 94 98
18 19 20 21 22 23 24 25 26
18 32 40 51 64 69 75 82 96
19 30 41 52 65 70 76 83 97
20 31 39 53 63 71 77 81 98
21 35 37 41 58 69 72 78 88
22 33 38 39 59 70 73 79 89
23 34 36 40 57 71 74 80 87
24 27 60 63 70 75 88 92 93
24 48 54 58 74 82 89 95 98
25 28 61 64 71 76 89 90 94
25 49 55 59 72 83 87 93 96
26 29 62 65 69 77 87 91 95
26 50 56 57 73 81 88 94 97
27 28 29 30 31 32 33 34 35
33 37 50 54 65 68 71 84 96
34 38 48 55 63 66 69 85 97
35 36 49 56 64 67 70 86 98
36 37 38 39 40 41 42 43 44
36 41 42 47 55 61 73 77 82
37 39 43 45 56 62 74 75 83
38 40 44 46 54 60 72 76 81
39 44 50 52 58 61 80 85 92
40 42 48 53 59 62 78 86 90
41 43 49 51 57 60 79 84 91
45 46 47 48 49 50 51 52 53
54 55 56 57 58 59 60 61 62
63 64 65 66 67 68 69 70 71
72 73 74 75 76 77 78 79 80
81 82 83 84 85 86 87 88 89
90 91 92 93 94 95 96 97 98
