Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    1.40646e+14    0.00000e+00    2.96517e+22    7.85463e+16    0.00000e+00    0.00000e+00
    1.05207e-06    2.57585e+14    0.00000e+00    3.00995e+22    1.20022e+17    7.59981e+10    0.00000e+00
    1.10685e-06    2.74424e+14    0.00000e+00    3.96953e+22    1.15453e+17    8.38260e+10    0.00000e+00
    1.16448e-06    2.89971e+14    0.00000e+00    3.73165e+22    1.35003e+17    9.24598e+10    0.00000e+00
    1.22511e-06    3.35984e+14    0.00000e+00    4.12549e+22    1.90121e+17    1.01983e+11    0.00000e+00
    1.28890e-06    5.62588e+14    0.00000e+00    6.15870e+22    1.98181e+17    1.12487e+11    0.00000e+00
    1.35602e-06    6.25447e+14    0.00000e+00    6.28690e+22    2.54649e+17    1.24075e+11    0.00000e+00
    1.42662e-06    6.79185e+14    0.00000e+00    7.19523e+22    2.54942e+17    1.36854e+11    0.00000e+00
    1.50090e-06    1.36308e+15    0.00000e+00    7.73695e+22    3.15662e+17    1.50949e+11    0.00000e+00
    1.57905e-06    1.58348e+15    0.00000e+00    7.43196e+22    3.95159e+17    1.66497e+11    0.00000e+00
    1.66127e-06    1.46813e+15    0.00000e+00    1.17539e+23    4.05848e+17    1.83647e+11    0.00000e+00
    1.74777e-06    2.55680e+15    0.00000e+00    1.19813e+23    5.82762e+17    2.02563e+11    0.00000e+00
    1.83878e-06    2.97969e+15    0.00000e+00    1.14117e+23    5.96620e+17    2.23428e+11    0.00000e+00
    1.93452e-06    3.06113e+15    0.00000e+00    1.49835e+23    6.85837e+17    2.46441e+11    0.00000e+00
    2.03525e-06    4.05245e+15    0.00000e+00    1.53436e+23    9.49842e+17    2.71825e+11    0.00000e+00
    2.14122e-06    5.01114e+15    0.00000e+00    1.79599e+23    1.07551e+18    2.99823e+11    0.00000e+00
    2.25271e-06    6.64556e+15    0.00000e+00    2.15991e+23    1.14808e+18    3.30705e+11    0.00000e+00
    2.37001e-06    6.82731e+15    0.00000e+00    2.07303e+23    1.38146e+18    3.64769e+11    0.00000e+00
    2.49341e-06    8.73930e+15    0.00000e+00    2.59389e+23    1.50822e+18    4.02340e+11    0.00000e+00
    2.62324e-06    9.98392e+15    0.00000e+00    2.72330e+23    1.98767e+18    4.43782e+11    0.00000e+00
    2.75983e-06    1.10488e+16    0.00000e+00    2.99262e+23    2.29373e+18    4.89492e+11    0.00000e+00
    2.90353e-06    1.52335e+16    0.00000e+00    3.66734e+23    2.37180e+18    5.39910e+11    0.00000e+00
    3.05471e-06    1.83528e+16    0.00000e+00    3.56877e+23    2.87158e+18    5.95520e+11    0.00000e+00
    3.21376e-06    2.03344e+16    0.00000e+00    4.32909e+23    3.21336e+18    6.56858e+11    0.00000e+00
    3.38110e-06    2.44238e+16    0.00000e+00    4.51338e+23    4.12146e+18    7.24516e+11    0.00000e+00
    3.55715e-06    3.22676e+16    0.00000e+00    4.76242e+23    5.10389e+18    7.99142e+11    0.00000e+00
    3.74237e-06    4.04795e+16    0.00000e+00    5.90247e+23    5.45324e+18    8.81457e+11    0.00000e+00
    3.93723e-06    3.86562e+16    0.00000e+00    6.24573e+23    6.32071e+18    9.72248e+11    0.00000e+00
    4.14223e-06    4.85479e+16    0.00000e+00    6.18557e+23    7.26330e+18    1.07239e+12    0.00000e+00
    4.35791e-06    6.85251e+16    0.00000e+00    7.31664e+23    8.54516e+18    1.18284e+12    0.00000e+00
    4.58482e-06    7.60678e+16    0.00000e+00    7.73830e+23    1.08672e+19    1.30468e+12    0.00000e+00
    4.82355e-06    8.27987e+16    0.00000e+00    8.45608e+23    1.18858e+19    1.43906e+12    0.00000e+00
    5.07471e-06    1.12138e+17    0.00000e+00    9.18816e+23    1.17742e+19    1.58729e+12    0.00000e+00
    5.33894e-06    1.21155e+17    0.00000e+00    9.68809e+23    1.64262e+19    1.75078e+12    0.00000e+00
    5.61693e-06    1.39832e+17    0.00000e+00    1.05323e+24    1.99619e+19    1.93111e+12    0.00000e+00
    5.90940e-06    1.59218e+17    0.00000e+00    1.15253e+24    2.19654e+19    2.13002e+12    0.00000e+00
    6.21709e-06    1.89076e+17    0.00000e+00    1.21740e+24    2.45027e+19    2.34941e+12    0.00000e+00
    6.54081e-06    2.31029e+17    0.00000e+00    1.33602e+24    2.85944e+19    2.59141e+12    0.00000e+00
    6.88138e-06    2.62894e+17    0.00000e+00    1.41362e+24    3.26942e+19    2.85833e+12    0.00000e+00
    7.23968e-06    3.37398e+17    0.00000e+00    1.52066e+24    3.71165e+19    3.15273e+12    0.00000e+00
    7.61664e-06    3.69961e+17    0.00000e+00    1.62511e+24    4.35832e+19    3.47747e+12    0.00000e+00
    8.01323e-06    3.81286e+17    0.00000e+00    1.76560e+24    5.50052e+19    3.83565e+12    0.00000e+00
    8.43047e-06    5.34628e+17    0.00000e+00    1.95757e+24    5.78190e+19    4.23073e+12    0.00000e+00
    8.86943e-06    6.56501e+17    0.00000e+00    1.99602e+24    6.52284e+19    4.66650e+12    0.00000e+00
