Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    1.02066e+18    0.00000e+00    2.32545e+22    1.77595e+20    0.00000e+00    0.00000e+00
    1.05207e-06    1.78820e+18    0.00000e+00    2.17074e+22    2.30733e+20    7.17147e+14    0.00000e+00
    1.10685e-06    1.92546e+18    0.00000e+00    2.01175e+22    2.35907e+20    7.91014e+14    0.00000e+00
    1.16448e-06    2.04162e+18    0.00000e+00    1.87481e+22    2.59356e+20    8.72486e+14    0.00000e+00
    1.22511e-06    2.29319e+18    0.00000e+00    1.71732e+22    3.17159e+20    9.62349e+14    0.00000e+00
    1.28890e-06    3.69800e+18    0.00000e+00    1.59677e+22    3.24267e+20    1.06147e+15    0.00000e+00
    1.35602e-06    4.16468e+18    0.00000e+00    1.45556e+22    3.65947e+20    1.17082e+15    0.00000e+00
    1.42662e-06    4.42326e+18    0.00000e+00    1.33797e+22    4.13147e+20    1.29140e+15    0.00000e+00
    1.50090e-06    7.95961e+18    0.00000e+00    1.21272e+22    4.53583e+20    1.42442e+15    0.00000e+00
    1.57905e-06    9.29150e+18    0.00000e+00    1.11563e+22    4.84851e+20    1.57113e+15    0.00000e+00
    1.66127e-06    8.82538e+18    0.00000e+00    1.00718e+22    5.25071e+20    1.73296e+15    0.00000e+00
    1.74777e-06    1.30576e+19    0.00000e+00    9.19205e+21    6.19121e+20    1.91146e+15    0.00000e+00
    1.83878e-06    1.51546e+19    0.00000e+00    8.27685e+21    6.23512e+20    2.10836e+15    0.00000e+00
    1.93452e-06    1.48053e+19    0.00000e+00    7.53139e+21    7.29811e+20    2.32551e+15    0.00000e+00
    2.03525e-06    1.82565e+19    0.00000e+00    6.81132e+21    7.50874e+20    2.56505e+15    0.00000e+00
    2.14122e-06    2.19648e+19    0.00000e+00    6.14577e+21    8.40581e+20    2.82924e+15    0.00000e+00
    2.25271e-06    2.41547e+19    0.00000e+00    5.61264e+21    8.95605e+20    3.12066e+15    0.00000e+00
    2.37001e-06    2.46447e+19    0.00000e+00    5.06303e+21    9.82086e+20    3.44210e+15    0.00000e+00
    2.49341e-06    3.07980e+19    0.00000e+00    4.60749e+21    1.08652e+21    3.79663e+15    0.00000e+00
    2.62324e-06    3.65735e+19    0.00000e+00    4.25663e+21    1.15948e+21    4.18769e+15    0.00000e+00
    2.75983e-06    3.99037e+19    0.00000e+00    3.86204e+21    1.23921e+21    4.61903e+15    0.00000e+00
    2.90353e-06    4.62453e+19    0.00000e+00    3.56706e+21    1.37720e+21    5.09480e+15    0.00000e+00
    3.05471e-06    5.57862e+19    0.00000e+00    3.29519e+21    1.46577e+21    5.61956e+15    0.00000e+00
    3.21376e-06    5.83950e+19    0.00000e+00    3.12126e+21    1.55141e+21    6.19836e+15    0.00000e+00
    3.38110e-06    6.80450e+19    0.00000e+00    2.88073e+21    1.68790e+21    6.83681e+15    0.00000e+00
    3.55715e-06    7.83525e+19    0.00000e+00    2.75806e+21    1.81085e+21    7.54102e+15    0.00000e+00
    3.74237e-06    8.98151e+19    0.00000e+00    2.64706e+21    1.93483e+21    8.31777e+15    0.00000e+00
    3.93723e-06    9.63180e+19    0.00000e+00    2.56531e+21    2.05581e+21    9.17450e+15    0.00000e+00
    4.14223e-06    1.13929e+20    0.00000e+00    2.52278e+21    2.21995e+21    1.01195e+16    0.00000e+00
    4.35791e-06    1.26217e+20    0.00000e+00    2.46503e+21    2.34977e+21    1.11618e+16    0.00000e+00
    4.58482e-06    1.42057e+20    0.00000e+00    2.47806e+21    2.48431e+21    1.23114e+16    0.00000e+00
    4.82355e-06    1.60786e+20    0.00000e+00    2.44644e+21    2.67930e+21    1.35796e+16    0.00000e+00
    5.07471e-06    1.74323e+20    0.00000e+00    2.50024e+21    2.80483e+21    1.49783e+16    0.00000e+00
    5.33894e-06    1.88771e+20    0.00000e+00    2.51100e+21    2.98502e+21    1.65211e+16    0.00000e+00
    5.61693e-06    2.17730e+20    0.00000e+00    2.53143e+21    3.13995e+21    1.82227e+16    0.00000e+00
    5.90940e-06    2.33537e+20    0.00000e+00    2.60682e+21    3.32007e+21    2.00997e+16    0.00000e+00
    6.21709e-06    2.57589e+20    0.00000e+00    2.68089e+21    3.46183e+21    2.21700e+16    0.00000e+00
    6.54081e-06    2.81196e+20    0.00000e+00    2.72324e+21    3.68121e+21    2.44535e+16    0.00000e+00
    6.88138e-06    3.13170e+20    0.00000e+00    2.82058e+21    3.83457e+21    2.69723e+16    0.00000e+00
    7.23968e-06    3.43914e+20    0.00000e+00    2.89966e+21    4.02091e+21    2.97504e+16    0.00000e+00
    7.61664e-06    3.66786e+20    0.00000e+00    2.96137e+21    4.17624e+21    3.28147e+16    0.00000e+00
