0 1 2
0 3 4
0 5 6
0 7 8
0 9 10
0 11 12
0 13 14
0 15 16
0 17 18
0 19 20
0 21 22
0 23 24
0 25 26
0 27 28
0 29 30
0 31 32
1 3 11
1 4 31
1 5 17
1 6 8
1 7 14
1 9 12
1 10 13
1 15 32
1 16 18
1 19 21
1 20 22
1 23 25
1 24 26
1 27 29
1 28 30
2 3 14
2 4 28
2 5 22
2 6 16
2 7 25
2 8 23
2 9 29
2 10 11
2 12 27
2 13 31
2 15 17
2 18 30
2 19 24
2 20 21
2 26 32
3 5 12
3 6 10
3 7 20
3 8 13
3 9 32
3 15 24
3 16 23
3 17 26
3 18 25
3 19 28
3 21 30
3 22 29
3 27 31
4 5 8
4 6 7
4 9 11
4 10 25
4 12 13
4 14 32
4 15 18
4 16 17
4 19 22
4 20 24
4 21 29
4 23 26
4 27 30
5 7 18
5 9 21
5 10 31
5 11 14
5 13 32
5 15 19
5 16 20
5 23 27
5 24 28
5 25 29
5 26 30
6 9 31
6 11 13
6 12 14
6 15 20
6 17 22
6 18 21
6 19 32
6 23 28
6 24 27
6 25 30
6 26 29
7 9 13
7 10 12
7 11 31
7 15 21
7 16 22
7 17 19
7 23 29
7 24 30
7 26 28
7 27 32
8 9 14
8 10 30
8 11 32
8 12 31
8 15 22
8 16 21
8 17 20
8 18 19
8 24 29
8 25 28
8 26 27
9 15 23
9 16 24
9 17 25
9 18 26
9 19 27
9 20 28
9 22 30
10 14 18
10 15 27
10 16 28
10 17 29
10 19 23
10 20 32
10 21 24
10 22 26
11 15 26
11 16 25
11 17 24
11 18 23
11 19 30
11 20 29
11 21 28
11 22 27
12 15 25
12 16 26
12 17 23
12 18 24
12 19 29
12 20 30
12 21 32
12 22 28
13 15 29
13 16 30
13 17 27
13 18 28
13 19 25
13 20 26
13 21 23
13 22 24
14 15 30
14 16 27
14 17 21
14 19 26
14 20 25
14 22 23
14 24 31
14 28 29
15 28 31
16 19 31
16 29 32
17 28 32
17 30 31
18 20 27
18 22 32
18 29 31
20 23 31
21 25 27
21 26 31
22 25 31
23 30 32
24 25 32
