0 1 2 3 4 5 6 7 8 9
0 10 11 12 13 14 15 16 17 18
0 19 20 21 22 23 24 25 26 27
1 2 3 10 11 12 19 20 21 28
4 5 6 13 14 15 22 23 24 28
7 8 9 16 17 18 25 26 27 28
1 2 3 4 13 14 15 25 26 27
1 2 3 4 16 17 18 22 23 24
4 7 8 9 10 11 12 22 23 24
4 7 8 9 13 14 15 19 20 21
5 6 10 11 12 16 19 25 26 27
0 5 6 16 17 18 19 20 21 28
