0 1 2 3 4 5 6 7 8
0 1 2 3 4 5 6 7 81
0 9 18 27 36 45 54 63 72
0 10 20 30 40 50 60 70 80
0 11 19 33 44 52 57 68 76
0 12 24 34 37 49 59 71 74
0 13 26 28 41 51 56 66 79
0 14 25 31 42 47 62 64 75
0 15 21 32 38 53 61 67 73
0 16 23 35 39 46 58 65 78
0 17 22 29 43 48 55 69 77
1 9 20 34 42 53 58 66 77
1 10 19 28 37 46 55 64 73
1 11 18 31 41 48 61 71 78
1 12 26 32 43 45 60 65 76
1 13 25 35 38 50 57 69 72
1 14 24 29 39 52 54 67 80
1 15 23 27 44 49 56 70 75
1 16 22 30 36 51 62 68 74
1 17 21 33 40 47 59 63 79
2 9 19 32 39 49 62 69 79
2 10 18 35 43 51 59 67 75
2 11 20 29 38 47 56 65 74
2 12 25 27 40 53 55 68 78
2 13 24 30 44 46 61 63 77
2 14 26 33 36 48 58 70 73
2 15 22 34 41 45 57 64 80
2 16 21 28 42 50 54 71 76
2 17 23 31 37 52 60 66 72
3 9 24 35 41 47 55 70 76
3 10 26 29 42 49 61 68 72
3 11 25 32 37 51 58 63 80
3 12 21 30 39 48 57 66 75
3 13 23 33 43 53 54 64 74
3 14 22 27 38 46 60 71 79
3 15 18 28 40 52 62 65 77
3 16 20 31 44 45 59 69 73
3 17 19 34 36 50 56 67 78
4 9 26 30 38 52 59 64 78
4 10 25 33 39 45 56 71 77
4 11 24 27 43 50 62 66 73
4 12 23 28 36 47 61 69 80
4 13 22 31 40 49 58 67 76
4 14 21 34 44 51 55 65 72
4 15 20 35 37 48 54 68 79
4 16 19 29 41 53 60 63 75
4 17 18 32 42 46 57 70 74
5 9 25 28 44 48 60 67 74
5 10 24 31 36 53 57 65 79
5 11 26 34 40 46 54 69 75
5 12 22 35 42 52 56 63 73
5 13 21 29 37 45 62 70 78
5 14 23 32 41 50 59 68 77
5 15 19 30 43 47 58 71 72
5 16 18 33 38 49 55 66 80
5 17 20 27 39 51 61 64 76
6 9 21 31 43 46 56 68 80
6 10 23 34 38 48 62 63 76
6 11 22 28 39 53 59 70 72
6 12 18 29 44 50 58 64 79
6 13 20 32 36 52 55 71 75
6 14 19 35 40 45 61 66 74
6 15 24 33 42 51 60 69 78
6 16 26 27 37 47 57 67 77
6 17 25 30 41 49 54 65 73
7 9 23 29 40 51 57 71 73
7 10 22 32 44 47 54 66 78
7 11 21 35 36 49 60 64 77
7 12 20 33 41 46 62 67 72
7 13 19 27 42 48 59 65 80
7 14 18 30 37 53 56 69 76
7 15 26 31 39 50 55 63 74
7 16 25 34 43 52 61 70 79
7 17 24 28 38 45 58 68 75
8 9 10 11 12 13 14 15 81
8 9 22 33 37 50 61 65 75
8 10 21 27 41 52 58 69 74
8 11 23 30 42 45 55 67 79
8 12 19 31 38 51 54 70 77
8 13 18 34 39 47 60 68 73
8 14 20 28 43 49 57 63 78
8 15 25 29 36 46 59 66 76
8 16 24 32 40 48 56 64 72
8 17 26 35 44 53 62 71 80
9 10 11 12 13 14 15 16 17
16 17 18 19 20 21 22 23 81
18 19 20 21 22 23 24 25 26
24 25 26 27 28 29 30 31 81
27 28 29 30 31 32 33 34 35
32 33 34 35 36 37 38 39 81
36 37 38 39 40 41 42 43 44
40 41 42 43 44 45 46 47 81
45 46 47 48 49 50 51 52 53
48 49 50 51 52 53 54 55 81
54 55 56 57 58 59 60 61 62
56 57 58 59 60 61 62 63 81
63 64 65 66 67 68 69 70 71
64 65 66 67 68 69 70 71 81
72 73 74 75 76 77 78 79 80
72 73 74 75 76 77 78 79 81
73 74 75 76 77 78 79 80 81
