0 1 2 3
0 4 6 7
0 5 23 34
0 8 16 28
0 9 29 31
0 10 17 37
0 11 19 30
0 12 33 43
0 13 27 40
0 14 42 54
0 15 26 41
0 18 25 36
0 20 22 38
0 21 32 51
0 24 35 46
0 39 52 53
0 44 48 49
0 45 47 50
1 4 35 38
1 5 25 45
1 6 12 31
1 7 36 41
1 8 22 32
1 9 18 33
1 10 19 46
1 11 17 47
1 13 29 54
1 14 26 39
1 15 28 40
1 16 49 51
1 20 24 44
1 21 23 30
1 27 52 53
1 34 43 50
1 37 42 48
2 4 8 12
2 5 24 47
2 6 21 35
2 7 10 45
2 9 38 43
2 11 29 51
2 13 28 39
2 14 27 41
2 15 53 54
2 16 19 52
2 17 22 49
2 18 20 37
2 23 40 46
2 25 31 32
2 26 34 42
2 30 36 48
2 33 44 50
3 4 33 53
3 5 26 35
3 6 15 52
3 7 8 23
3 9 24 40
3 10 32 48
3 11 45 49
3 12 20 47
3 13 21 41
3 14 36 38
3 16 29 42
3 17 30 43
3 18 31 44
3 19 22 50
3 25 28 37
3 27 39 54
3 34 46 51
4 5 19 54
4 9 15 36
4 10 22 28
4 11 21 40
4 13 23 50
4 14 24 34
4 16 30 44
4 17 31 42
4 18 29 43
4 20 39 51
4 25 41 48
4 26 37 45
4 27 47 49
4 32 46 52
5 6 28 51
5 7 15 50
5 8 36 53
5 9 10 39
5 11 20 41
5 12 13 49
5 14 22 46
5 16 31 43
5 17 29 44
5 18 30 42
5 21 48 52
5 27 32 38
5 33 37 40
6 8 11 39
6 9 16 37
6 10 42 50
6 13 24 43
6 14 23 33
6 17 18 54
6 19 32 45
6 20 30 53
6 22 29 36
6 25 26 47
6 27 34 48
6 38 40 44
6 41 46 49
7 9 13 51
7 11 14 31
7 12 21 42
7 16 25 34
7 17 26 38
7 18 24 28
7 19 43 53
7 20 33 46
7 22 37 39
7 27 35 44
7 29 30 52
7 32 40 49
7 47 48 54
8 9 46 54
8 10 14 43
8 13 38 45
8 15 19 48
8 17 24 27
8 18 35 52
8 20 25 29
8 21 34 47
8 26 31 49
8 30 40 50
8 33 42 51
8 37 41 44
9 11 25 52
9 12 27 30
9 14 21 45
9 17 23 41
9 19 42 49
9 20 26 50
9 22 35 48
9 28 32 47
9 34 44 53
10 11 38 54
10 12 29 40
10 13 18 47
10 15 27 33
10 16 20 21
10 23 36 49
10 24 25 53
10 26 44 51
10 30 35 41
10 31 34 52
11 12 23 53
11 13 33 48
11 15 18 34
11 16 22 27
11 24 37 50
11 26 36 43
11 28 44 46
11 32 35 42
12 14 18 32
12 15 44 45
12 16 41 50
12 17 28 35
12 19 34 39
12 22 24 52
12 25 38 51
12 26 46 48
12 36 37 54
13 14 15 16
13 17 19 20
13 22 42 44
13 25 30 46
13 26 52 53
13 31 35 36
13 32 34 37
14 17 48 51
14 19 25 44
14 20 28 49
14 29 35 50
14 30 37 47
14 40 52 53
15 17 21 25
15 20 23 32
15 22 30 51
15 24 38 42
15 29 39 47
15 31 37 46
15 35 43 49
16 17 46 53
16 18 39 48
16 23 35 45
16 24 32 36
16 26 40 54
16 33 38 47
17 32 39 50
17 33 45 52
17 34 36 40
18 19 38 41
18 21 49 53
18 22 23 26
18 27 46 50
18 40 45 51
19 21 24 26
19 23 29 37
19 27 31 51
19 28 33 36
19 35 40 47
20 27 36 45
20 31 40 48
20 34 35 54
20 42 43 52
21 22 33 54
21 27 37 43
21 28 31 50
21 29 38 46
21 36 39 44
22 25 40 43
22 31 47 53
22 34 41 45
23 24 51 54
23 25 27 42
23 28 43 48
23 31 38 39
23 44 47 52
24 29 45 48
24 30 39 49
24 31 33 41
25 33 35 39
25 49 50 54
26 27 28 29
26 30 32 33
28 30 34 38
28 41 52 54
28 42 45 53
29 32 41 53
29 33 34 49
30 31 45 54
32 43 44 54
35 37 51 53
36 42 46 47
36 50 51 52
37 38 49 52
38 48 50 53
39 40 41 42
39 43 45 46
41 43 47 51
