0 1 2 3
0 4 10 28
0 5 16 36
0 6 11 41
0 7 12 42
0 8 23 38
0 9 29 33
0 13 18 40
0 14 30 37
0 15 26 32
0 17 21 31
0 19 25 34
0 20 27 35
0 22 24 39
1 4 17 40
1 5 11 28
1 6 13 42
1 7 10 41
1 8 32 37
1 9 22 34
1 12 19 36
1 14 27 29
1 15 31 33
1 16 20 30
1 18 24 38
1 21 26 39
1 23 25 35
2 4 9 42
2 5 14 41
2 6 8 28
2 7 18 39
2 10 21 37
2 11 30 34
2 12 29 38
2 13 24 31
2 15 16 35
2 17 27 33
2 19 23 32
2 20 26 36
2 22 25 40
3 4 15 41
3 5 8 42
3 6 19 35
3 7 9 28
3 10 31 38
3 11 20 33
3 12 25 30
3 13 32 34
3 14 17 39
3 16 26 37
3 18 22 29
3 21 27 40
3 23 24 36
4 5 6 7
4 8 27 31
4 11 21 36
4 12 23 33
4 13 30 35
4 14 22 38
4 16 32 39
4 18 26 34
4 19 24 37
4 20 25 29
5 9 26 30
5 10 20 40
5 12 31 39
5 13 22 37
5 15 23 34
5 17 29 35
5 18 25 33
5 19 27 38
5 21 24 32
6 9 23 39
6 10 25 32
6 12 20 37
6 14 21 34
6 15 29 40
6 16 24 33
6 17 26 38
6 18 31 36
6 22 27 30
7 8 22 35
7 11 24 29
7 13 21 33
7 14 32 36
7 15 20 38
7 16 27 34
7 17 25 37
7 19 30 40
7 23 26 31
8 9 10 11
8 12 24 40
8 13 26 29
8 14 19 33
8 15 17 36
8 16 25 41
8 18 21 30
8 20 34 39
9 12 27 32
9 13 25 36
9 14 16 40
9 15 18 37
9 17 24 41
9 19 20 31
9 21 35 38
10 12 17 34
10 13 19 39
10 14 26 35
10 15 24 30
10 16 23 29
10 18 27 42
10 22 33 36
11 12 18 35
11 13 16 38
11 14 25 31
11 15 27 39
11 17 22 32
11 19 26 42
11 23 37 40
12 13 14 15
12 16 21 28
12 22 26 41
13 17 20 28
13 23 27 41
14 18 23 28
14 20 24 42
15 19 22 28
15 21 25 42
16 17 18 19
16 22 31 42
17 23 30 42
18 20 32 41
19 21 29 41
20 21 22 23
24 25 26 27
24 28 34 35
25 28 38 39
26 28 33 40
27 28 36 37
28 29 32 42
28 30 31 41
29 30 36 39
29 31 34 37
30 32 33 38
31 32 35 40
33 34 41 42
33 35 37 39
34 36 38 40
35 36 41 42
37 38 41 42
39 40 41 42
