#  CHARMM  CCD
	  N    N2
    C15    C25
    C14    C24
    C13    C23
    C12    C22
    C11    C21
      P    P1
    O13    O3
    O14    O4
    O11    O2
    O12	   O5
    C1S    C20
     NF    N1
    C2S    C19
    C3S    C26
     O3    O6
    C4S    C27
    C5S    C28
    C6S    C29
    C7S    C30
    C8S    C31
    C9S    C32
   C10S    C33
   C11S    C34
   C12S    C35
   C13S    C36
   C14S    C37
   C15S    C38
   C16S    C39
   C17S    C40
   C18S    C41
    C1F    C18
     OF    O1
    C2F    C17
    C3F    C16
    C4F    C15
    C5F    C14
    C6F    C13
    C7F    C12
    C8F    C11
    C9F    C10
   C10F    C9
   C11F    C8
   C12F    C7
   C13F    C6
   C14F    C5
   C15F    C4
   C16F    C3
   C17F    C2
   C18F    C1
