,Ips_acuminatus,Orthotomicus_erosus,Ernoporus_tiliae,Eidophelus_fagi,Euwallacea_fornicatus,Euwallacea_funereus,Euwallacea_wallacei,Euwallacea_destruens,Euwallacea_similis,Xyleborus_celsus,Xyleborus_ferrugineus,Xyleborus_glabratus,Xyleborus_perforans,Xyleborus_bispinatus,Xyleborus_monographus,Xyleborus_impressus,Xyleborus_spinulosus,Anisandrus_dispar,Anisandrus_sayi,Cnestus_mutilatus,Cnestus_bimaculatus,Dryocoetes_autographus,Dryocoetes_confusus,Hylesinus_crenatus,Hylesinus_varius,Hylesinus_aculeatus,Crypturgus_hispidulus,Dendroctonus_pseudotsugae,Platypus_cylindrus,Pityogenes_chalcographus,Pseudopityophthorus_minutissimus,Xylosandrus_germanus,Beaverium_insulindicus,Taphrorychus_bicolor,Hylurgus_ligniperda,Tomicus_destruens,Tomicus_piniperda,Tomicus_brevipilosus,Truncaudum_agnatum,Truncaudum_impexum,Coccotrypes_dactyliperda,Ambrosiophilus_atratus,Hadrodemius_globus,Leptoxyleborus_sordicauda,Coptoborus_pseudotenuis,Xyleborinus_andrewesi,Xyleborinus_gracilis,Xyleborinus_attenuatus,Xyleborinus_artestriatus,Xyleborinus_exiguus,Ambrosiodmus_rubricollis,Ambrosiodmus_asperatus,Ambrosiodmus_minor,Ambrosiodmus_lewisi,Ambrosiodmus_obliquus,Ambrosiodmus_tachygraphus,Cyclorhipidion_pelliculosum,Cyclorhipidion_bodoanum,Pseudowebbia_trepanicauda,Microperus_alpha,Microperus_popondettae,Debus_pumilus,Debus_emarginatus,Cryphalus_mangiferae,Webbia_pabo,Diuncus_justus,Diuncus_papatrae,Diuncus_haberkorni,Hypothenemus_hampei,Hypothenemus_birmanus,Hypothenemus_seriatus,Hypothenemus_eruditus,Hypothenemus_obscurus,Eccoptopterus_spinosus,Hylurgops_palliatus,Hylastes_ater,Hylastes_cunicularius,Hylastes_gracilis,Scolytus_schevyrewi,Scolytus_ratzeburgi,Scolytus_intricatus,Scolytus_multistriatus,Scolytus_rugulosus,Scolytus_carpini,Scolytus_dimidiatus,Dendroterus_defectus,Pagiocerus_frontalis,Monarthrum_fasciatum,Monarthrum_mali,Gnathotrichus_materiarius,Pityophthorus_pityographus,Polygraphus_poligraphus,Procryphalus_mucronatus,Trypodendron_signatum,Trypodendron_domesticum,Trypodendron_lineatum,Xyloterinus_politus,Hylocurus_langstoni,Xylocleptes_bispinus,Carphoborus_bifurcus,Pycnarthrum_hispidum,Premnobius_cavipennis,Ips_duplicatus,Ips_pini
Ips_acuminatus,0.0,0.2317146845,0.2498392495,0.3320995644,0.3464022724,0.36558049859999997,0.32510593219999995,0.38499938319999993,0.36306003979999996,0.45456673280000004,0.48148083220000004,7.3451155767,0.4717198273,0.45354021840000003,0.4085829568,0.38980533949999996,0.3369461121,0.36944269189999995,0.34910605659999994,0.3582569162,0.3953323766,0.32041358929999997,0.3244144273,0.322151378,0.316779729,0.41127226650000004,0.3158292522,12.2731486897,12.454063010699999,12.501177232699998,12.4763642242,12.481220239999999,12.435634023499999,12.436000675799999,12.2993041267,12.3292031961,12.2950108552,12.3169879476,5.776287196999999,5.8032244862999995,5.9037778687,5.891872591199999,5.885207745099999,5.8645601475,5.8831582952999995,5.863631139799999,5.893667878499999,5.877914677899999,5.897983687499999,5.901848164399999,11.6409112382,11.8808460322,5.893946160299999,5.902156028899999,5.915866825599998,5.886636960799999,5.871000245599999,5.893155070499999,5.867526851799999,5.931388796499999,5.8841396503,12.009242797499999,5.921538684999999,5.997822060099998,5.979740156699998,5.943828871799999,5.926603564499999,5.906910409199999,5.967584651099999,5.9725331884,11.4322480016,11.516324387700001,11.4766180855,5.9042471483,0.3427555377,0.355119669,0.39421671469999997,0.3993911536,0.4263761245,0.3966404843,0.3878285781,0.41441550709999997,0.3623302483,0.3840937962,0.4133153361,0.400125525,0.48143894229999995,0.4401667358,0.41226050579999995,0.4712453747,0.4077981112,0.3221286153,0.3652265241,0.3924725382,0.4309209358,0.37043140729999996,0.4926412722,0.2859257383,0.30029972829999996,0.34925639799999997,0.4482301998,0.2056447213,0.1577049235,0.2331733392
Orthotomicus_erosus,0.2317146845,0.0,0.3835427202,0.4658030351,0.4801057431,0.49928396929999996,0.45880940289999994,0.5187028538999999,0.49676351049999995,0.5882702035,0.6151843029,7.4788190474,0.605423298,0.5872436891,0.5422864275,0.5235088102,0.47064958279999997,0.5031461626,0.48280952729999993,0.4919603869,0.5290358473,0.45411705999999996,0.45811789799999997,0.4558548487,0.4504831997,0.5449757372,0.4495327229,12.4068521604,12.5877664814,12.634880703399999,12.6100676949,12.6149237107,12.5693374942,12.5697041465,12.4330075974,12.4629066668,12.4287143259,12.4506914183,5.9099906677,5.936927957,6.0374813394,6.0255760619,6.018911215799999,5.9982636182,6.016861766,5.997334610499999,6.027371349199999,6.011618148599999,6.0316871582,6.035551635099999,11.7746147089,12.0145495029,6.027649630999999,6.035859499599999,6.049570296299999,6.020340431499999,6.004703716299999,6.026858541199999,6.0012303225,6.0650922672,6.017843121,12.1429462682,6.055242155699999,6.1315255307999985,6.113443627399999,6.0775323425,6.060307035199999,6.0406138798999995,6.1012881218,6.1062366591,11.5659514723,11.650027858400001,11.6103215562,6.037950619,0.4764590084,0.4888231397,0.5279201854,0.5330946243,0.5600795952,0.530343955,0.5215320487999999,0.5481189778,0.496033719,0.5177972668999999,0.5470188067999999,0.5338289957,0.6151424129999999,0.5738702065,0.5459639765,0.6049488454,0.5415015819,0.45583208599999997,0.4989299948,0.5261760089,0.5646244065,0.5041348779999999,0.6263447429,0.419629209,0.43400319899999995,0.48295986869999996,0.5819336705,0.339348192,0.2914136354,0.3668820511
Ernoporus_tiliae,0.2498392495,0.3835427202,0.0,0.2373135975,0.3737686633,0.3929468895,0.3524723231,0.41236577409999997,0.39042643070000005,0.48193312369999997,0.5088472231,7.3724819676,0.4990862182,0.48090660929999995,0.43594934770000004,0.4171717304,0.364312503,0.39680908280000005,0.3764724475,0.38562330710000003,0.4226987675,0.3477799802,0.35178081819999996,0.34951776889999997,0.3441461199,0.4386386574000001,0.3431956431,12.300515080599999,12.481429401599998,12.528543623599997,12.503730615099999,12.508586630899998,12.463000414399998,12.463367066699998,12.326670517599998,12.356569587,12.322377246099999,12.344354338499999,5.8036535878999995,5.8305908772,5.9311442596,5.9192389820999995,5.912574135999999,5.8919265384,5.9105246862,5.890997530699999,5.921034269399999,5.905281068799999,5.925350078399999,5.929214555299999,11.668277629099999,11.908212423099998,5.921312551199999,5.929522419799999,5.943233216499999,5.914003351699999,5.898366636499999,5.920521461399999,5.894893242699999,5.9587551873999995,5.9115060412,12.036609188399998,5.948905075899999,6.025188450999998,6.0071065475999985,5.971195262699999,5.953969955399999,5.934276800099999,5.994951041999999,5.9998995793,11.459614392499999,11.5436907786,11.5039844764,5.9316135392,0.37012192860000004,0.3824860599,0.4215831056,0.42675754450000003,0.4537425154,0.4240068752,0.41519496899999997,0.441781898,0.3896966392,0.4114601871,0.44068172699999997,0.4274919159,0.5088053332,0.4675331267,0.4396268967,0.4986117656,0.4351645021,0.34949500619999996,0.39259291500000004,0.4198389291,0.45828732670000005,0.39779779819999994,0.5200076631,0.31329212920000005,0.3276661192,0.3766227889,0.47559659070000004,0.35747275700000003,0.3095382004,0.3850066161
Eidophelus_fagi,0.3320995644,0.4658030351,0.2373135975,0.0,0.4560289782,0.4752072044,0.434732638,0.494626089,0.4726867456,0.5641934386,0.5911075379999999,7.4547422825,0.5813465331,0.5631669241999999,0.5182096626,0.49943204529999996,0.44657281790000003,0.4790693977,0.4587327624,0.467883622,0.5049590824,0.43004029509999997,0.4340411331,0.4317780838,0.4264064348,0.5208989723,0.425455958,12.3827753955,12.563689716499999,12.610803938499998,12.58599093,12.5908469458,12.545260729299999,12.5456273816,12.4089308325,12.4388299019,12.404637561,12.4266146534,5.8859139028,5.9128511921,6.0134045745,6.001499297,5.994834450899999,5.9741868533,5.9927850011,5.973257845599999,6.003294584299999,5.987541383699999,6.007610393299999,6.011474870199999,11.750537944,11.990472738,6.003572866099999,6.011782734699999,6.025493531399999,5.996263666599999,5.980626951399999,6.002781776299999,5.9771535575999994,6.0410155023,5.9937663561,12.1188695033,6.031165390799999,6.107448765899998,6.089366862499999,6.053455577599999,6.036230270299999,6.016537114999999,6.0772113568999995,6.0821598942,11.5418747074,11.625951093500001,11.5862447913,6.0138738541,0.4523822435,0.46474637480000003,0.5038434205,0.5090178594,0.5360028303,0.5062671901,0.4974552839,0.5240422129,0.4719569541,0.493720502,0.5229420418999999,0.5097522308,0.5910656481,0.5497934416,0.5218872116,0.5808720805,0.517424817,0.4317553211,0.4748532299,0.5020992440000001,0.5405476416,0.48005811309999996,0.602267978,0.3955524441,0.40992643409999996,0.45888310379999997,0.5578569056,0.4397330719,0.3917985153,0.467266931
Euwallacea_fornicatus,0.3464022724,0.4801057431,0.3737686633,0.4560289782,0.0,0.1597017778,0.2049515522,0.2648450032,0.2587462976,0.3933167148,0.4202308142,7.2838655587,0.4104698093,0.3922902004,0.34733293880000005,0.3285553215,0.2756960941,0.3081926739,0.2878560386,0.29700689820000004,0.3340823586,0.2591635713,0.2631644093,0.4460807918,0.4407091428,0.5352016803,0.439758666,12.3970781035,12.5779924245,12.625106646499999,12.600293638,12.6051496538,12.5595634373,12.5599300896,12.4232335405,12.4531326099,12.418940269,12.4409173614,5.900216610799999,5.9271539000999995,6.0277072825,6.015802004999999,6.009137158899999,5.9884895613,6.0070877090999995,5.987560553599999,6.017597292299999,6.001844091699999,6.021913101299999,6.025777578199999,11.764840652,12.004775446,6.017875574099999,6.026085442699999,6.039796239399998,6.010566374599999,5.994929659399999,6.017084484299999,5.991456265599999,6.055318210299999,6.0080690641,12.1331722113,6.045468098799999,6.121751473899998,6.103669570499998,6.067758285599999,6.050532978299999,6.030839822999999,6.091514064899999,6.0964626022,11.5561774154,11.640253801500002,11.600547499300001,6.0281765621,0.4666849515,0.4790490828,0.5181461285,0.5233205674,0.5503055383,0.5205698981,0.5117579918999999,0.5383449209,0.4862596621,0.50802321,0.5372447498999999,0.5240549388,0.6053683561,0.5640961496,0.5361899196,0.5951747885,0.531727525,0.4460580291,0.4891559379,0.516401952,0.5548503496,0.49436082109999996,0.616570686,0.4098551521,0.42422914209999996,0.47318581179999997,0.5721596136,0.4540357799,0.4061012233,0.481569639
Euwallacea_funereus,0.36558049859999997,0.49928396929999996,0.3929468895,0.4752072044,0.1597017778,0.0,0.22412977839999998,0.2840232294,0.2779245238,0.412494941,0.4394090404,7.3030437849,0.42964803549999997,0.4114684266,0.366511165,0.3477335477,0.2948743203,0.3273709001,0.30703426479999996,0.3161851244,0.3532605848,0.2783417975,0.2823426355,0.465259018,0.45988736900000005,0.5543799065000001,0.4589368922,12.4162563297,12.597170650699999,12.644284872699998,12.6194718642,12.62432788,12.578741663499999,12.5791083158,12.4424117667,12.4723108361,12.4381184952,12.4600955876,5.919394837,5.9463321263,6.0468855087,6.0349802312,6.028315385099999,6.0076677875,6.0262659353,6.006738779799999,6.036775518499999,6.021022317899999,6.041091327499999,6.044955804399999,11.7840188782,12.0239536722,6.037053800299999,6.045263668899999,6.058974465599999,6.029744600799999,6.014107885599999,6.036262710499999,6.010634491799999,6.0744964365,6.0272472903,12.152350437499999,6.064646324999999,6.140929700099998,6.122847796699999,6.086936511799999,6.069711204499999,6.050018049199999,6.1106922910999995,6.1156408284,11.5753556416,11.659432027700001,11.6197257255,6.0473547883,0.48586317770000004,0.498227309,0.5373243547,0.5424987936000001,0.5694837645,0.5397481243,0.5309362181,0.5575231471,0.5054378883,0.5272014362,0.5564229761,0.543233165,0.6245465823,0.5832743758000001,0.5553681457999999,0.6143530147,0.5509057512,0.4652362553,0.5083341641000001,0.5355801782,0.5740285758000001,0.5135390473,0.6357489122,0.42903337830000005,0.44340736830000005,0.492364038,0.5913378398,0.4732140061,0.42527944949999996,0.5007478651999999
Euwallacea_wallacei,0.32510593219999995,0.45880940289999994,0.3524723231,0.434732638,0.2049515522,0.22412977839999998,0.0,0.1898817378,0.23744995739999997,0.37202037460000004,0.39893447400000004,7.2625692184999995,0.38917346909999995,0.3709938602,0.3260365986,0.30725898129999996,0.2543997539,0.2868963337,0.2665596984,0.275710558,0.3127860184,0.2378672311,0.2418680691,0.4247844516,0.4194128026,0.5139053401,0.4184623258,12.3757817633,12.556696084299999,12.603810306299998,12.578997297799999,12.583853313599999,12.538267097099999,12.538633749399999,12.401937200299999,12.4318362697,12.397643928799999,12.4196210212,5.878920270599999,5.905857559899999,6.0064109423,5.994505664799999,5.987840818699999,5.9671932211,5.985791368899999,5.966264213399999,5.996300952099999,5.980547751499999,6.000616761099999,6.0044812379999986,11.7435443118,11.983479105799999,5.996579233899999,6.004789102499998,6.018499899199998,5.989270034399999,5.973633319199998,5.995788144099999,5.970159925399999,6.034021870099999,5.9867727239,12.111875871099999,6.024171758599999,6.100455133699998,6.082373230299998,6.046461945399999,6.029236638099999,6.009543482799999,6.070217724699999,6.075166262,11.5348810752,11.6189574613,11.5792511591,6.0068802218999995,0.4453886113,0.4577527426,0.4968497883,0.5020242272,0.5290091981,0.4992735579,0.4904616517,0.5170485807,0.4649633219,0.4867268698,0.5159484097,0.5027585986,0.5840720158999999,0.5427998093999999,0.5148935794,0.5738784483,0.5104311848,0.4247616889,0.4678595977,0.4951056118,0.5335540094,0.4730644809,0.5952743458,0.3885588119,0.4029328019,0.4518894716,0.5508632734000001,0.43273943969999995,0.38480488309999994,0.46027329879999995
Euwallacea_destruens,0.38499938319999993,0.5187028538999999,0.41236577409999997,0.494626089,0.2648450032,0.2840232294,0.1898817378,0.0,0.29734340839999995,0.4319138256,0.458827925,7.3224626695,0.4490669201,0.4308873112,0.3859300496,0.3671524323,0.3142932049,0.3467897847,0.32645314940000003,0.335604009,0.3726794694,0.2977606821,0.3017615201,0.4846779026,0.4793062536,0.5737987911,0.47835577679999997,12.4356752143,12.6165895353,12.663703757299999,12.6388907488,12.6437467646,12.5981605481,12.5985272004,12.4618306513,12.4917297207,12.4575373798,12.4795144722,5.9388137216,5.9657510109,6.0663043933,6.0543991158,6.047734269699999,6.0270866721,6.0456848199,6.0261576643999994,6.056194403099999,6.040441202499999,6.0605102121,6.064374688999999,11.8034377628,12.0433725568,6.056472684899999,6.064682553499999,6.078393350199999,6.049163485399999,6.033526770199999,6.055681595099999,6.0300533764,6.0939153211,6.0466661749,12.1717693221,6.084065209599999,6.160348584699999,6.142266681299999,6.1063553964,6.089130089099999,6.0694369338,6.1301111757,6.135059713,11.5947745262,11.678850912300001,11.6391446101,6.0667736729,0.5052820623000001,0.5176461936,0.5567432393,0.5619176781999999,0.5889026491,0.5591670089,0.5503551027,0.5769420317,0.5248567729,0.5466203208,0.5758418607,0.5626520496,0.6439654668999999,0.6026932603999999,0.5747870304,0.6337718993,0.5703246358,0.4846551399,0.5277530487,0.5549990628,0.5934474604,0.5329579319,0.6551677968,0.4484522629,0.4628262529,0.5117829225999999,0.6107567244000001,0.49263289069999994,0.4446983340999999,0.5201667498
Euwallacea_similis,0.36306003979999996,0.49676351049999995,0.39042643070000005,0.4726867456,0.2587462976,0.2779245238,0.23744995739999997,0.29734340839999995,0.0,0.4099744822,0.4368885816,7.3005233260999995,0.42712757669999996,0.4089479678,0.36399070619999996,0.34521308889999996,0.2923538615,0.32485044129999996,0.304513806,0.31366466559999995,0.350740126,0.2758213387,0.2798221767,0.4627385592,0.45736691020000003,0.5518594477000001,0.45641643340000004,12.4137358709,12.5946501919,12.641764413899999,12.6169514054,12.6218074212,12.5762212047,12.576587857,12.4398913079,12.4697903773,12.4355980364,12.4575751288,5.916874378199999,5.9438116674999995,6.0443650499,6.032459772399999,6.025794926299999,6.0051473287,6.023745476499999,6.004218320999999,6.034255059699999,6.018501859099999,6.038570868699999,6.042435345599999,11.7814984194,12.0214332134,6.034533341499999,6.0427432100999985,6.056454006799998,6.027224141999999,6.0115874267999985,6.033742251699999,6.008114032999999,6.071975977699999,6.0247268315,12.1498299787,6.062125866199999,6.138409241299998,6.120327337899998,6.084416052999999,6.067190745699999,6.047497590399999,6.108171832299999,6.1131203696,11.5728351828,11.656911568900002,11.617205266700001,6.0448343294999995,0.4833427189,0.49570685020000005,0.5348038959,0.5399783348,0.5669633057000001,0.5372276655,0.5284157593000001,0.5550026883,0.5029174295000001,0.5246809774000001,0.5539025173000001,0.5407127062,0.6220261235,0.580753917,0.552847687,0.6118325559,0.5483852924,0.4627157965,0.5058137053,0.5330597194,0.571508117,0.5110185885,0.6332284534,0.42651291950000003,0.4408869095,0.4898435792,0.588817381,0.47069354729999996,0.42275899069999995,0.49822740639999996
Xyleborus_celsus,0.45456673280000004,0.5882702035,0.48193312369999997,0.5641934386,0.3933167148,0.412494941,0.37202037460000004,0.4319138256,0.4099744822,0.0,0.3111049918,7.174739736299999,0.30134398689999997,0.283164378,0.2382071164,0.2825053533,0.2935261699,0.4163571343,0.396020499,0.4051713586,0.442246819,0.3673280317,0.3713288697,0.5542452522,0.5488736032,0.6433661407,0.5479231264,12.5052425639,12.686156884899999,12.733271106899998,12.7084580984,12.7133141142,12.667727897699999,12.66809455,12.5313980009,12.5612970703,12.5271047294,12.5490818218,6.0083810712,6.0353183605,6.1358717429,6.1239664654,6.117301619299999,6.0966540217,6.1152521695,6.095725013999999,6.125761752699999,6.110008552099999,6.130077561699999,6.133942038599999,11.8730051124,12.1129399064,6.126040034499999,6.134249903099999,6.147960699799999,6.118730834999999,6.103094119799999,6.125248944699999,6.0996207259999995,6.1634826707,6.1162335245,12.2413366717,6.153632559199999,6.229915934299998,6.211834030899999,6.1759227459999995,6.158697438699999,6.139004283399999,6.1996785252999995,6.2046270626,11.6643418758,11.748418261900001,11.7087119597,6.1363410225,0.5748494119,0.5872135432,0.6263105889,0.6314850277999999,0.6584699987,0.6287343585,0.6199224523,0.6465093813,0.5944241225,0.6161876704,0.6454092103,0.6322193992,0.7135328164999999,0.6722606099999999,0.64435438,0.7033392489,0.6398919854,0.5542224895,0.5973203982999999,0.6245664124,0.66301481,0.6025252815,0.7247351464,0.5180196125000001,0.5323936025,0.5813502721999999,0.6803240740000001,0.5622002403,0.5142656837,0.5897340994
