Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00    0.00000e+00
    1.05207e-06    1.52292e+19    0.00000e+00    5.28235e+20    5.28235e+20    5.28235e+20    0.00000e+00
    1.10685e-06    1.76165e+19    0.00000e+00    5.78358e+20    5.78358e+20    5.78358e+20    0.00000e+00
    1.16448e-06    2.02726e+19    0.00000e+00    6.32789e+20    6.32789e+20    6.32789e+20    0.00000e+00
    1.22511e-06    2.34083e+19    0.00000e+00    6.92026e+20    6.92026e+20    6.92026e+20    0.00000e+00
    1.28890e-06    2.69484e+19    0.00000e+00    7.56367e+20    7.56367e+20    7.56367e+20    0.00000e+00
    1.35602e-06    3.10528e+19    0.00000e+00    8.26078e+20    8.26078e+20    8.26078e+20    0.00000e+00
    1.42662e-06    3.57270e+19    0.00000e+00    9.01831e+20    9.01831e+20    9.01831e+20    0.00000e+00
    1.50090e-06    4.11422e+19    0.00000e+00    9.83776e+20    9.83776e+20    9.83776e+20    0.00000e+00
    1.57905e-06    4.72653e+19    0.00000e+00    1.07244e+21    1.07244e+21    1.07244e+21    0.00000e+00
    1.66127e-06    5.43759e+19    0.00000e+00    1.16841e+21    1.16841e+21    1.16841e+21    0.00000e+00
    1.74777e-06    6.24651e+19    0.00000e+00    1.27192e+21    1.27192e+21    1.27192e+21    0.00000e+00
    1.83878e-06    7.17103e+19    0.00000e+00    1.38375e+21    1.38375e+21    1.38375e+21    0.00000e+00
    1.93452e-06    8.23222e+19    0.00000e+00    1.50427e+21    1.50427e+21    1.50427e+21    0.00000e+00
    2.03525e-06    9.44047e+19    0.00000e+00    1.63392e+21    1.63392e+21    1.63392e+21    0.00000e+00
    2.14122e-06    1.08232e+20    0.00000e+00    1.77365e+21    1.77365e+21    1.77365e+21    0.00000e+00
    2.25271e-06    1.23948e+20    0.00000e+00    1.92361e+21    1.92361e+21    1.92361e+21    0.00000e+00
    2.37001e-06    1.41882e+20    0.00000e+00    2.08445e+21    2.08445e+21    2.08445e+21    0.00000e+00
    2.49341e-06    1.62383e+20    0.00000e+00    2.25680e+21    2.25680e+21    2.25680e+21    0.00000e+00
    2.62324e-06    1.85542e+20    0.00000e+00    2.44077e+21    2.44077e+21    2.44077e+21    0.00000e+00
    2.75983e-06    2.12043e+20    0.00000e+00    2.63676e+21    2.63676e+21    2.63676e+21    0.00000e+00
    2.90353e-06    2.42022e+20    0.00000e+00    2.84451e+21    2.84451e+21    2.84451e+21    0.00000e+00
    3.05471e-06    2.75987e+20    0.00000e+00    3.06347e+21    3.06347e+21    3.06347e+21    0.00000e+00
    3.21376e-06    3.14512e+20    0.00000e+00    3.29210e+21    3.29210e+21    3.29210e+21    0.00000e+00
    3.38110e-06    3.58075e+20    0.00000e+00    3.52809e+21    3.52809e+21    3.52809e+21    0.00000e+00
    3.55715e-06    4.07120e+20    0.00000e+00    3.76763e+21    3.76763e+21    3.76763e+21    0.00000e+00
    3.74237e-06    4.62401e+20    0.00000e+00    4.00329e+21    4.00329e+21    4.00329e+21    0.00000e+00
    3.93723e-06    5.24220e+20    0.00000e+00    4.22808e+21    4.22808e+21    4.22808e+21    0.00000e+00
    4.14223e-06    5.93436e+20    0.00000e+00    4.42741e+21    4.42741e+21    4.42741e+21    0.00000e+00
    4.35791e-06    6.70304e+20    0.00000e+00    4.58553e+21    4.58553e+21    4.58553e+21    0.00000e+00
    4.58482e-06    7.54814e+20    0.00000e+00    4.68795e+21    4.68795e+21    4.68795e+21    0.00000e+00
    4.82355e-06    8.47110e+20    0.00000e+00    4.70309e+21    4.70309e+21    4.70309e+21    0.00000e+00
    5.07471e-06    9.45592e+20    0.00000e+00    4.62296e+21    4.62296e+21    4.62296e+21    0.00000e+00
    5.33894e-06    1.04839e+21    0.00000e+00    4.43286e+21    4.43286e+21    4.43286e+21    0.00000e+00
    5.61693e-06    1.15089e+21    0.00000e+00    4.12600e+21    4.12600e+21    4.12600e+21    0.00000e+00
    5.90940e-06    1.24702e+21    0.00000e+00    3.72533e+21    3.72533e+21    3.72533e+21    0.00000e+00
    6.21709e-06    1.32548e+21    0.00000e+00    3.25149e+21    3.25149e+21    3.25149e+21    0.00000e+00
    6.54081e-06    1.37250e+21    0.00000e+00    2.74489e+21    2.74489e+21    2.74489e+21    0.00000e+00
    6.88138e-06    1.37613e+21    0.00000e+00    2.23937e+21    2.23937e+21    2.23937e+21    0.00000e+00
    7.23968e-06    1.31660e+21    0.00000e+00    1.77492e+21    1.77492e+21    1.77492e+21    0.00000e+00
    7.61664e-06    1.19814e+21    0.00000e+00    1.36592e+21    1.36592e+21    1.36592e+21    0.00000e+00
    8.01323e-06    1.02915e+21    0.00000e+00    1.02489e+21    1.02489e+21    1.02489e+21    0.00000e+00
    8.43047e-06    8.33106e+20    0.00000e+00    7.58427e+20    7.58427e+20    7.58427e+20    0.00000e+00
    8.86943e-06    6.37450e+20    0.00000e+00    5.52337e+20    5.52337e+20    5.52337e+20    0.00000e+00
    9.33125e-06    4.64756e+20    0.00000e+00    4.03208e+20    4.03208e+20    4.03208e+20    0.00000e+00
    9.81712e-06    3.25699e+20    0.00000e+00    2.96500e+20    2.96500e+20    2.96500e+20    0.00000e+00
    1.03283e-05    2.19513e+20    0.00000e+00    2.19095e+20    2.19095e+20    2.19095e+20    0.00000e+00
    1.08661e-05    1.46827e+20    0.00000e+00    1.63468e+20    1.63468e+20    1.63468e+20    0.00000e+00
    1.14318e-05    9.67760e+19    0.00000e+00    1.18895e+20    1.18895e+20    1.18895e+20    0.00000e+00
    1.20271e-05    6.41841e+19    0.00000e+00    8.24200e+19    8.24200e+19    8.24200e+19    0.00000e+00
    1.26533e-05    4.37422e+19    0.00000e+00    5.40672e+19    5.40672e+19    5.40672e+19    0.00000e+00
    1.33122e-05    2.96985e+19    0.00000e+00    3.30675e+19    3.30675e+19    3.30675e+19    0.00000e+00
    1.40053e-05    1.96192e+19    0.00000e+00    1.94174e+19    1.94174e+19    1.94174e+19    0.00000e+00
    1.47345e-05    1.20916e+19    0.00000e+00    1.10949e+19    1.10949e+19    1.10949e+19    0.00000e+00
    1.55018e-05    6.77904e+18    0.00000e+00    6.19913e+18    6.19913e+18    6.19913e+18    0.00000e+00
    1.63089e-05    3.66055e+18    0.00000e+00    3.60681e+18    3.60681e+18    3.60681e+18    0.00000e+00
    1.71581e-05    1.87206e+18    0.00000e+00    2.04982e+18    2.04982e+18    2.04982e+18    0.00000e+00
