Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    1.00000e-06    2.28523e+14    0.00000e+00    4.48967e+22    1.27623e+17    0.00000e+00    0.00000e+00
    1.05207e-06    4.18526e+14    0.00000e+00    4.51044e+22    1.94856e+17    1.23482e+11    0.00000e+00
    1.10685e-06    4.45887e+14    0.00000e+00    5.87529e+22    1.87440e+17    1.36201e+11    0.00000e+00
    1.16448e-06    4.71147e+14    0.00000e+00    5.61475e+22    2.19074e+17    1.50229e+11    0.00000e+00
    1.22511e-06    5.45909e+14    0.00000e+00    6.11540e+22    3.08401e+17    1.65702e+11    0.00000e+00
    1.28890e-06    9.14096e+14    0.00000e+00    8.81547e+22    3.21694e+17    1.82770e+11    0.00000e+00
    1.35602e-06    1.01623e+15    0.00000e+00    8.86578e+22    4.13606e+17    2.01598e+11    0.00000e+00
    1.42662e-06    1.10354e+15    0.00000e+00    1.00732e+23    4.14185e+17    2.22361e+11    0.00000e+00
    1.50090e-06    2.21474e+15    0.00000e+00    1.10189e+23    5.12834e+17    2.45263e+11    0.00000e+00
    1.57905e-06    2.57285e+15    0.00000e+00    1.04592e+23    6.42597e+17    2.70526e+11    0.00000e+00
    1.66127e-06    2.38543e+15    0.00000e+00    1.53731e+23    6.60108e+17    2.98391e+11    0.00000e+00
    1.74777e-06    4.15431e+15    0.00000e+00    1.56797e+23    9.47919e+17    3.29125e+11    0.00000e+00
    1.83878e-06    4.84142e+15    0.00000e+00    1.54962e+23    9.69894e+17    3.63028e+11    0.00000e+00
    1.93452e-06    4.97374e+15    0.00000e+00    1.94365e+23    1.11448e+18    4.00419e+11    0.00000e+00
    2.03525e-06    6.58444e+15    0.00000e+00    2.01373e+23    1.54505e+18    4.41663e+11    0.00000e+00
    2.14122e-06    8.14213e+15    0.00000e+00    2.37830e+23    1.74826e+18    4.87154e+11    0.00000e+00
    2.25271e-06    1.07978e+16    0.00000e+00    2.72398e+23    1.86650e+18    5.37331e+11    0.00000e+00
    2.37001e-06    1.10931e+16    0.00000e+00    2.73013e+23    2.24557e+18    5.92679e+11    0.00000e+00
    2.49341e-06    1.41997e+16    0.00000e+00    3.28903e+23    2.45227e+18    6.53724e+11    0.00000e+00
    2.62324e-06    1.62219e+16    0.00000e+00    3.50324e+23    3.23195e+18    7.21059e+11    0.00000e+00
    2.75983e-06    1.79521e+16    0.00000e+00    3.79294e+23    3.72933e+18    7.95330e+11    0.00000e+00
    2.90353e-06    2.47515e+16    0.00000e+00    4.55894e+23    3.85616e+18    8.77249e+11    0.00000e+00
    3.05471e-06    2.98197e+16    0.00000e+00    4.48808e+23    4.66927e+18    9.67605e+11    0.00000e+00
